timestamp,cycle_sec,timestep,speed_mph,accel_meters_ps
2012-08-02 18:29:57,0,1,0.0,0.0
2012-08-02 18:29:58,1,1,0.0,0.0
2012-08-02 18:29:59,2,1,0.0,0.0
2012-08-02 18:30:00,3,1,0.0,0.0
2012-08-02 18:30:01,4,1,0.0,0.0
2012-08-02 18:30:02,5,1,0.0,0.0
2012-08-02 18:30:03,6,1,4.2537202381,4.2537202381
2012-08-02 18:30:04,7,1,7.80863095238,3.55491071429
2012-08-02 18:30:05,8,1,11.8931547619,4.08452380952
2012-08-02 18:30:06,9,1,16.0881696429,4.19501488095
2012-08-02 18:30:07,10,1,20.1360119048,4.0478422619
2012-08-02 18:30:08,11,1,23.8144345238,3.67842261905
2012-08-02 18:30:09,12,1,26.891889881,3.07745535714
2012-08-02 18:30:10,13,1,29.2056547619,2.31376488095
2012-08-02 18:30:11,14,1,30.7478422619,1.5421875
2012-08-02 18:30:12,15,1,31.6645089286,0.916666666667
2012-08-02 18:30:13,16,1,32.178125,0.513616071429
2012-08-02 18:30:14,17,1,32.4872767857,0.309151785714
2012-08-02 18:30:15,18,1,32.7111607143,0.223883928571
2012-08-02 18:30:16,19,1,32.912202381,0.201041666667
2012-08-02 18:30:17,20,1,33.1345238095,0.222321428571
2012-08-02 18:30:18,21,1,33.3929315476,0.258407738095
2012-08-02 18:30:19,22,1,33.6459077381,0.252976190476
2012-08-02 18:30:20,23,1,33.8212797619,0.17537202381
2012-08-02 18:30:21,24,1,33.8928571429,0.0715773809523
2012-08-02 18:30:22,25,1,33.9189732143,0.0261160714286
2012-08-02 18:30:23,26,1,33.9864583333,0.0674851190476
2012-08-02 18:30:24,27,1,34.1339285714,0.147470238095
2012-08-02 18:30:25,28,1,34.3358630952,0.20193452381
2012-08-02 18:30:26,29,1,34.5378720238,0.202008928571
2012-08-02 18:30:27,30,1,34.7046875,0.166815476191
2012-08-02 18:30:28,31,1,34.8379464286,0.133258928571
2012-08-02 18:30:29,32,1,34.9525297619,0.114583333333
2012-08-02 18:30:30,33,1,35.0578869048,0.105357142857
2012-08-02 18:30:31,34,1,35.1520089286,0.0941220238095
2012-08-02 18:30:32,35,1,35.2001488095,0.0481398809524
2012-08-02 18:30:33,36,1,35.1374255952,-0.0627232142857
2012-08-02 18:30:34,37,1,34.9342261905,-0.203199404762
2012-08-02 18:30:35,38,1,34.6573660714,-0.276860119048
2012-08-02 18:30:36,39,1,34.4429315476,-0.21443452381
2012-08-02 18:30:37,40,1,34.3988095238,-0.0441220238095
2012-08-02 18:30:38,41,1,34.5273065476,0.12849702381
2012-08-02 18:30:39,42,1,34.7392857143,0.211979166667
2012-08-02 18:30:40,43,1,34.9404017857,0.201116071429
