timestamp,cycle_sec,timestep,speed_mph,accel_meters_ps
2012-10-17 06:28:51,0,45217,0.0,0.0
2012-10-17 06:28:52,1,1,2.03121279762,2.03121279762
2012-10-17 06:28:53,2,1,3.43630952381,1.40509672619
2012-10-17 06:28:54,3,1,4.79828869048,1.36197916667
2012-10-17 06:28:55,4,1,5.94092261905,1.14263392857
2012-10-17 06:28:56,5,1,6.87142857143,0.930505952381
2012-10-17 06:28:57,6,1,7.6287202381,0.757291666667
2012-10-17 06:28:58,7,1,8.24501488095,0.616294642857
2012-10-17 06:28:59,8,1,8.74055059524,0.495535714286
2012-10-17 06:29:00,9,1,9.10959821429,0.369047619048
2012-10-17 06:29:01,10,1,9.31458333333,0.204985119048
2012-10-17 06:29:02,11,1,9.29806547619,-0.0165178571428
2012-10-17 06:29:03,12,1,9.01011904762,-0.287946428571
2012-10-17 06:29:04,13,1,8.41436011905,-0.595758928571
2012-10-17 06:29:05,14,1,7.48370535714,-0.930654761905
2012-10-17 06:29:06,15,1,6.24962797619,-1.23407738095
2012-10-17 06:29:07,16,1,4.8771577381,-1.3724702381
2012-10-17 06:29:08,17,1,3.65758928571,-1.21956845238
2012-10-17 06:29:09,18,1,2.89449404762,-0.763095238095
2012-10-17 06:29:10,19,1,2.7802827381,-0.114211309524
2012-10-17 06:29:11,20,1,3.34025297619,0.559970238095
2012-10-17 06:29:12,21,1,4.44925595238,1.10900297619
2012-10-17 06:29:13,22,1,5.91026785714,1.46101190476
2012-10-17 06:29:14,23,1,7.53973214286,1.62946428571
2012-10-17 06:29:15,24,1,9.20193452381,1.66220238095
2012-10-17 06:29:16,25,1,10.8,1.59806547619
2012-10-17 06:29:17,26,1,12.2436755952,1.44367559524
2012-10-17 06:29:18,27,1,13.4377232143,1.19404761905
2012-10-17 06:29:19,28,1,14.3313244048,0.893601190476
2012-10-17 06:29:20,29,1,14.9676339286,0.636309523809
2012-10-17 06:29:21,30,1,15.4638392857,0.496205357143
2012-10-17 06:29:22,31,1,15.9466517857,0.4828125
2012-10-17 06:29:23,32,1,16.5031994048,0.556547619048
2012-10-17 06:29:24,33,1,17.1746279762,0.671428571429
2012-10-17 06:29:25,34,1,17.9610863095,0.786458333333
2012-10-17 06:29:26,35,1,18.8071428571,0.846056547619
2012-10-17 06:29:27,36,1,19.6051339286,0.797991071429
2012-10-17 06:29:28,37,1,20.2363095238,0.631175595238
2012-10-17 06:29:29,38,1,20.6039434524,0.367633928572
