timestamp,cycle_sec,timestep,speed_mph,accel_meters_ps
2012-02-24 05:28:44,0,47736,0.0,0.0
2012-02-24 05:28:45,1,1,1.33032738095,1.33032738095
2012-02-24 05:28:46,2,1,1.95892857143,0.628601190476
2012-02-24 05:28:47,3,1,2.34261904762,0.38369047619
2012-02-24 05:28:48,4,1,2.46229166667,0.119672619048
2012-02-24 05:28:49,5,1,2.51342261905,0.051130952381
2012-02-24 05:28:50,6,1,2.68925595238,0.175833333333
2012-02-24 05:28:51,7,1,3.14886904762,0.459613095238
2012-02-24 05:28:52,8,1,4.01125,0.862380952381
2012-02-24 05:28:53,9,1,5.27232142857,1.26107142857
2012-02-24 05:28:54,10,1,6.74191964286,1.46959821429
2012-02-24 05:28:55,11,1,8.1177827381,1.37586309524
2012-02-24 05:28:56,12,1,9.16895833333,1.05117559524
2012-02-24 05:28:57,13,1,9.8534375,0.684479166667
2012-02-24 05:28:58,14,1,10.2686755952,0.415238095238
2012-02-24 05:28:59,15,1,10.5366071429,0.267931547619
2012-02-24 05:29:00,16,1,10.7344494048,0.197842261905
2012-02-24 05:29:01,17,1,10.8826636905,0.148214285714
2012-02-24 05:29:02,18,1,10.9744791667,0.0918154761905
2012-02-24 05:29:03,19,1,11.0128720238,0.0383928571428
2012-02-24 05:29:04,20,1,11.0056547619,-0.0072172619047
2012-02-24 05:29:05,21,1,10.9069196429,-0.0987351190477
2012-02-24 05:29:06,22,1,10.581547619,-0.325372023809
2012-02-24 05:29:07,23,1,9.90543154762,-0.676116071429
2012-02-24 05:29:08,24,1,8.95305059524,-0.952380952381
2012-02-24 05:29:09,25,1,8.05639880952,-0.896651785714
2012-02-24 05:29:10,26,1,7.62313988095,-0.433258928571
2012-02-24 05:29:11,27,1,7.83236607143,0.209226190476
2012-02-24 05:29:12,28,1,8.46116071429,0.628794642857
2012-02-24 05:29:13,29,1,9.0431547619,0.581994047619
2012-02-24 05:29:14,30,1,9.25186011905,0.208705357143
2012-02-24 05:29:15,31,1,9.13273809524,-0.11912202381
2012-02-24 05:29:16,32,1,8.97351190476,-0.159226190476
2012-02-24 05:29:17,33,1,8.97574404762,0.00223214285715
2012-02-24 05:29:18,34,1,9.04069940476,0.0649553571428
2012-02-24 05:29:19,35,1,8.86986607143,-0.170833333333
2012-02-24 05:29:20,36,1,8.30081845238,-0.569047619048
2012-02-24 05:29:21,37,1,7.54642857143,-0.754389880952
2012-02-24 05:29:22,38,1,7.08273809524,-0.46369047619
2012-02-24 05:29:23,39,1,7.2540922619,0.171354166667
2012-02-24 05:29:24,40,1,7.90662202381,0.652529761905
2012-02-24 05:29:25,41,1,8.41830357143,0.511681547619
2012-02-24 05:29:26,42,1,8.21688988095,-0.201413690476
2012-02-24 05:29:27,43,1,7.33236607143,-0.884523809524
2012-02-24 05:29:28,44,1,6.42991071429,-0.902455357143
2012-02-24 05:29:29,45,1,6.31324404762,-0.116666666667
2012-02-24 05:29:30,46,1,7.34040178571,1.0271577381
2012-02-24 05:29:31,47,1,9.2130952381,1.87269345238
