,index,Power,time_stamp
0,14656,3526.866876344086,2019-11-20 03:30:00
1,14657,3526.870135483871,2019-11-20 03:30:00
2,14658,3526.8733946236557,2019-11-20 03:30:00
3,14659,3526.8766526881723,2019-11-20 03:30:00
4,14660,3526.879910752688,2019-11-20 03:30:00
5,14661,3526.883168817204,2019-11-20 03:30:00
6,14662,3526.88642688172,2019-11-20 03:30:00
7,14663,3526.8896838709675,2019-11-20 03:30:00
8,14664,3526.8929419354836,2019-11-20 03:30:00
9,14665,3526.896197849462,2019-11-20 03:30:00
10,14666,3526.8994548387095,2019-11-20 03:30:00
11,14667,3526.902711827957,2019-11-20 03:30:00
12,14668,3526.9059677419355,2019-11-20 03:30:00
13,14669,3526.909223655914,2019-11-20 03:30:00
14,14670,3526.9124784946234,2019-11-20 03:30:00
15,14671,3526.9157344086016,2019-11-20 03:30:00
16,14672,3526.918989247312,2019-11-20 03:30:00
17,14673,3526.9222440860212,2019-11-20 03:30:00
18,14674,3526.925497849462,2019-11-20 03:30:00
19,14675,3526.928752688172,2019-11-20 03:30:00
20,14676,3526.932006451613,2019-11-20 03:30:00
21,14677,3526.935260215054,2019-11-20 03:30:00
22,14678,3526.9385129032257,2019-11-20 03:30:00
23,14679,3526.941766666667,2019-11-20 03:30:00
24,14680,3526.9450193548387,2019-11-20 03:30:00
25,14681,3526.9482720430105,2019-11-20 03:30:00
26,14682,3526.951523655914,2019-11-20 03:30:00
27,14683,3526.954776344086,2019-11-20 03:30:00
28,14684,3526.958027956989,2019-11-20 03:30:00
29,14685,3526.9612784946235,2019-11-20 03:30:00
30,14686,3526.9645301075266,2019-11-20 03:30:00
31,14687,3526.967780645161,2019-11-20 03:30:00
32,14688,3526.9710311827957,2019-11-20 03:30:00
33,14689,3526.9742817204296,2019-11-20 03:30:00
34,14690,3526.9775322580645,2019-11-20 03:30:00
35,14691,3526.9807817204296,2019-11-20 03:30:00
36,14692,3526.984031182795,2019-11-20 03:30:00
37,14693,3526.9872806451613,2019-11-20 03:30:00
38,14694,3526.990529032258,2019-11-20 03:30:00
39,14695,3526.9937784946233,2019-11-20 03:30:00
40,14696,3526.99702688172,2019-11-20 03:30:00
41,14697,3527.000274193548,2019-11-20 03:30:00
42,14698,3527.003522580645,2019-11-20 03:30:00
43,14699,3527.006769892473,2019-11-20 03:30:00
44,14700,3527.0100172043008,2019-11-20 03:30:00
45,14701,3527.013264516129,2019-11-20 03:30:00
46,14702,3527.016511827957,2019-11-20 03:30:00
47,14703,3527.019758064516,2019-11-20 03:30:00
48,14704,3527.023004301075,2019-11-20 03:30:00
49,14705,3527.026250537634,2019-11-20 03:30:00
50,14706,3527.029495698924,2019-11-20 03:30:00
51,14707,3527.0327408602147,2019-11-20 03:30:00
52,14708,3527.0359860215053,2019-11-20 03:30:00
53,14709,3527.039231182796,2019-11-20 03:30:00
54,14710,3527.042476344086,2019-11-20 03:30:00
55,14711,3527.0457204301074,2019-11-20 03:30:00
56,14712,3527.0489645161288,2019-11-20 03:30:00
57,14713,3527.052207526882,2019-11-20 03:30:00
58,14714,3527.0554516129027,2019-11-20 03:30:00
59,14715,3527.058694623656,2019-11-20 03:30:00
60,14716,3527.0619376344084,2019-11-20 03:30:00
61,14717,3527.065180645161,2019-11-20 03:30:00
62,14718,3527.068422580645,2019-11-20 03:30:00
63,14719,3527.0716655913975,2019-11-20 03:30:00
64,14720,3527.0749064516126,2019-11-20 03:30:00
65,14721,3527.078148387097,2019-11-20 03:30:00
66,14722,3527.0813903225803,2019-11-20 03:30:00
67,14723,3527.084631182796,2019-11-20 03:30:00
68,14724,3527.0878720430105,2019-11-20 03:30:00
69,14725,3527.091111827957,2019-11-20 03:30:00
70,14726,3527.094352688172,2019-11-20 03:30:00
71,14727,3527.0975924731183,2019-11-20 03:30:00
72,14728,3527.1008322580637,2019-11-20 03:30:00
73,14729,3527.1040720430105,2019-11-20 03:30:00
74,14730,3527.1073107526877,2019-11-20 03:30:00
75,14731,3527.1105494623653,2019-11-20 03:30:00
76,14732,3527.113788172043,2019-11-20 03:30:00
77,14733,3527.1170268817204,2019-11-20 03:30:00
78,14734,3527.1202655913976,2019-11-20 03:30:00
79,14735,3527.1235032258064,2019-11-20 03:30:00
80,14736,3527.1267408602152,2019-11-20 03:30:00
81,14737,3527.1299774193544,2019-11-20 03:30:00
82,14738,3527.1332150537633,2019-11-20 03:30:00
83,14739,3527.136451612903,2019-11-20 03:30:00
84,14740,3527.139688172043,2019-11-20 03:30:00
85,14741,3527.1429247311826,2019-11-20 03:30:00
86,14742,3527.1461602150534,2019-11-20 03:30:00
87,14743,3527.1493956989243,2019-11-20 03:30:00
88,14744,3527.152631182795,2019-11-20 03:30:00
89,14745,3527.155866666666,2019-11-20 03:30:00
90,14746,3527.1591010752686,2019-11-20 03:30:00
91,14747,3527.1623354838707,2019-11-20 03:30:00
92,14748,3527.1655698924733,2019-11-20 03:30:00
93,14749,3527.168804301075,2019-11-20 03:30:00
94,14750,3527.172038709677,2019-11-20 03:30:00
95,14751,3527.175272043011,2019-11-20 03:30:00
96,14752,3527.1785053763438,2019-11-20 03:30:00
97,14753,3527.1817376344084,2019-11-20 03:30:00
98,14754,3527.184970967742,2019-11-20 03:30:00
99,14755,3527.1882032258063,2019-11-20 03:30:00
100,14756,3527.191435483871,2019-11-20 03:30:00
101,14757,3527.194667741935,2019-11-20 03:30:00
102,14758,3527.197898924731,2019-11-20 03:30:00
103,14759,3527.2011301075268,2019-11-20 03:30:00
104,14760,3527.2043612903226,2019-11-20 03:30:00
105,14761,3527.207592473118,2019-11-20 03:30:00
106,14762,3527.2108225806446,2019-11-20 03:30:00
107,14763,3527.2140537634405,2019-11-20 03:30:00
108,14764,3527.2172838709675,2019-11-20 03:30:00
109,14765,3527.2205129032254,2019-11-20 03:30:00
110,14766,3527.2237430107525,2019-11-20 03:30:00
111,14767,3527.226972043011,2019-11-20 03:30:00
112,14768,3527.2302010752687,2019-11-20 03:30:00
113,14769,3527.2334301075266,2019-11-20 03:30:00
114,14770,3527.236658064516,2019-11-20 03:30:00
115,14771,3527.2398860215053,2019-11-20 03:30:00
116,14772,3527.2431139784944,2019-11-20 03:30:00
117,14773,3527.2463419354835,2019-11-20 03:30:00
118,14774,3527.2495698924727,2019-11-20 03:30:00
119,14775,3527.252796774194,2019-11-20 03:30:00
120,14776,3527.256023655914,2019-11-20 03:30:00
121,14777,3527.2592494623655,2019-11-20 03:30:00
122,14778,3527.262476344086,2019-11-20 03:30:00
123,14779,3527.265702150538,2019-11-20 03:30:00
124,14780,3527.268927956989,2019-11-20 03:30:00
125,14781,3527.2721537634407,2019-11-20 03:30:00
126,14782,3527.2753784946235,2019-11-20 03:30:00
127,14783,3527.278604301075,2019-11-20 03:30:00
128,14784,3527.2818290322584,2019-11-20 03:30:00
129,14785,3527.2850526881716,2019-11-20 03:30:00
130,14786,3527.288277419355,2019-11-20 03:30:00
131,14787,3527.2915010752686,2019-11-20 03:30:00
132,14788,3527.2947247311827,2019-11-20 03:30:00
133,14789,3527.297948387097,2019-11-20 03:30:00
