,index,Power,time_stamp
0,7910,3491.809762365591,2019-11-04 22:00:00
1,7911,3491.818577419355,2019-11-04 22:00:00
2,7912,3491.8273903225804,2019-11-04 22:00:00
3,7913,3491.836201075269,2019-11-04 22:00:00
4,7914,3491.8450107526883,2019-11-04 22:00:00
5,7915,3491.8538182795696,2019-11-04 22:00:00
6,7916,3491.8626236559135,2019-11-04 22:00:00
7,7917,3491.8714268817203,2019-11-04 22:00:00
8,7918,3491.880229032258,2019-11-04 22:00:00
9,7919,3491.889029032258,2019-11-04 22:00:00
10,7920,3491.8978258064512,2019-11-04 22:00:00
11,7921,3491.906621505376,2019-11-04 22:00:00
12,7922,3491.915416129032,2019-11-04 22:00:00
13,7923,3491.9242075268817,2019-11-04 22:00:00
14,7924,3491.932997849462,2019-11-04 22:00:00
15,7925,3491.9417860215053,2019-11-04 22:00:00
16,7926,3491.9505720430107,2019-11-04 22:00:00
17,7927,3491.9593559139785,2019-11-04 22:00:00
18,7928,3491.968138709677,2019-11-04 22:00:00
19,7929,3491.9769193548386,2019-11-04 22:00:00
20,7930,3491.985697849462,2019-11-04 22:00:00
21,7931,3491.9944741935483,2019-11-04 22:00:00
22,7932,3492.0032483870964,2019-11-04 22:00:00
23,7933,3492.012021505376,2019-11-04 22:00:00
24,7934,3492.020792473118,2019-11-04 22:00:00
25,7935,3492.0295612903224,2019-11-04 22:00:00
26,7936,3492.0383279569887,2019-11-04 22:00:00
27,7937,3492.047092473118,2019-11-04 22:00:00
28,7938,3492.055855913978,2019-11-04 22:00:00
29,7939,3492.064617204301,2019-11-04 22:00:00
30,7940,3492.073376344086,2019-11-04 22:00:00
31,7941,3492.082133333333,2019-11-04 22:00:00
32,7942,3492.0908892473117,2019-11-04 22:00:00
33,7943,3492.0996430107525,2019-11-04 22:00:00
34,7944,3492.108394623656,2019-11-04 22:00:00
35,7945,3492.117144086021,2019-11-04 22:00:00
36,7946,3492.1258913978495,2019-11-04 22:00:00
37,7947,3492.134637634408,2019-11-04 22:00:00
38,7948,3492.14338172043,2019-11-04 22:00:00
39,7949,3492.152123655914,2019-11-04 22:00:00
40,7950,3492.1608634408603,2019-11-04 22:00:00
41,7951,3492.1696021505377,2019-11-04 22:00:00
42,7952,3492.1783387096775,2019-11-04 22:00:00
43,7953,3492.1870731182794,2019-11-04 22:00:00
44,7954,3492.1958053763437,2019-11-04 22:00:00
45,7955,3492.204535483871,2019-11-04 22:00:00
46,7956,3492.2132645161287,2019-11-04 22:00:00
47,7957,3492.2219913978493,2019-11-04 22:00:00
48,7958,3492.2307161290323,2019-11-04 22:00:00
49,7959,3492.239439784946,2019-11-04 22:00:00
50,7960,3492.2481602150538,2019-11-04 22:00:00
51,7961,3492.256879569892,2019-11-04 22:00:00
52,7962,3492.2655967741935,2019-11-04 22:00:00
53,7963,3492.274311827957,2019-11-04 22:00:00
54,7964,3492.2830258064514,2019-11-04 22:00:00
55,7965,3492.291737634408,2019-11-04 22:00:00
56,7966,3492.3004473118276,2019-11-04 22:00:00
57,7967,3492.3091548387097,2019-11-04 22:00:00
58,7968,3492.3178602150538,2019-11-04 22:00:00
59,7969,3492.326564516129,2019-11-04 22:00:00
60,7970,3492.3352666666665,2019-11-04 22:00:00
61,7971,3492.343966666667,2019-11-04 22:00:00
62,7972,3492.352665591398,2019-11-04 22:00:00
63,7973,3492.3613612903223,2019-11-04 22:00:00
64,7974,3492.3700559139784,2019-11-04 22:00:00
65,7975,3492.3787483870965,2019-11-04 22:00:00
66,7976,3492.3874397849463,2019-11-04 22:00:00
67,7977,3492.396127956989,2019-11-04 22:00:00
68,7978,3492.4048150537633,2019-11-04 22:00:00
69,7979,3492.4134999999997,2019-11-04 22:00:00
70,7980,3492.422182795699,2019-11-04 22:00:00
71,7981,3492.430864516129,2019-11-04 22:00:00
