,index,Power,time_stamp
0,10619,3510.2974655913977,2019-12-17 19:30:00
1,10620,3510.30278172043,2019-12-17 19:30:00
2,10621,3510.3080978494622,2019-12-17 19:30:00
3,10622,3510.3134129032255,2019-12-17 19:30:00
4,10623,3510.3187258064513,2019-12-17 19:30:00
5,10624,3510.324039784946,2019-12-17 19:30:00
6,10625,3510.329351612903,2019-12-17 19:30:00
7,10626,3510.33466344086,2019-12-17 19:30:00
8,10627,3510.3399731182794,2019-12-17 19:30:00
9,10628,3510.3452838709677,2019-12-17 19:30:00
10,10629,3510.3505924731185,2019-12-17 19:30:00
11,10630,3510.3559,2019-12-17 19:30:00
12,10631,3510.361207526881,2019-12-17 19:30:00
13,10632,3510.3665139784944,2019-12-17 19:30:00
14,10633,3510.371819354839,2019-12-17 19:30:00
15,10634,3510.377124731183,2019-12-17 19:30:00
16,10635,3510.3824279569885,2019-12-17 19:30:00
17,10636,3510.3877311827955,2019-12-17 19:30:00
18,10637,3510.393033333333,2019-12-17 19:30:00
19,10638,3510.398334408602,2019-12-17 19:30:00
20,10639,3510.403635483871,2019-12-17 19:30:00
21,10640,3510.408935483871,2019-12-17 19:30:00
22,10641,3510.414234408602,2019-12-17 19:30:00
23,10642,3510.4195322580645,2019-12-17 19:30:00
24,10643,3510.424829032258,2019-12-17 19:30:00
25,10644,3510.4301258064515,2019-12-17 19:30:00
26,10645,3510.4354215053763,2019-12-17 19:30:00
27,10646,3510.4407161290324,2019-12-17 19:30:00
28,10647,3510.446009677419,2019-12-17 19:30:00
29,10648,3510.4513032258064,2019-12-17 19:30:00
30,10649,3510.4565946236557,2019-12-17 19:30:00
31,10650,3510.461886021505,2019-12-17 19:30:00
32,10651,3510.467177419355,2019-12-17 19:30:00
33,10652,3510.4724666666666,2019-12-17 19:30:00
34,10653,3510.477755913978,2019-12-17 19:30:00
35,10654,3510.483044086021,2019-12-17 19:30:00
36,10655,3510.4883311827957,2019-12-17 19:30:00
37,10656,3510.493617204301,2019-12-17 19:30:00
38,10657,3510.4989032258063,2019-12-17 19:30:00
39,10658,3510.5041881720426,2019-12-17 19:30:00
40,10659,3510.50947204301,2019-12-17 19:30:00
41,10660,3510.5147548387095,2019-12-17 19:30:00
42,10661,3510.5200365591395,2019-12-17 19:30:00
43,10662,3510.52531827957,2019-12-17 19:30:00
44,10663,3510.5305989247313,2019-12-17 19:30:00
45,10664,3510.535878494624,2019-12-17 19:30:00
46,10665,3510.541158064516,2019-12-17 19:30:00
47,10666,3510.546435483871,2019-12-17 19:30:00
48,10667,3510.5517129032255,2019-12-17 19:30:00
49,10668,3510.5569892473113,2019-12-17 19:30:00
50,10669,3510.562265591398,2019-12-17 19:30:00
51,10670,3510.567539784946,2019-12-17 19:30:00
52,10671,3510.5728139784947,2019-12-17 19:30:00
53,10672,3510.578087096774,2019-12-17 19:30:00
54,10673,3510.5833591397845,2019-12-17 19:30:00
55,10674,3510.588631182796,2019-12-17 19:30:00
56,10675,3510.5939021505374,2019-12-17 19:30:00
57,10676,3510.5991720430106,2019-12-17 19:30:00
58,10677,3510.6044408602147,2019-12-17 19:30:00
59,10678,3510.6097086021505,2019-12-17 19:30:00
60,10679,3510.614976344086,2019-12-17 19:30:00
61,10680,3510.620243010753,2019-12-17 19:30:00
62,10681,3510.62550860215,2019-12-17 19:30:00
63,10682,3510.6307731182796,2019-12-17 19:30:00
64,10683,3510.6360376344082,2019-12-17 19:30:00
65,10684,3510.641301075269,2019-12-17 19:30:00
66,10685,3510.64656344086,2019-12-17 19:30:00
67,10686,3510.6518247311824,2019-12-17 19:30:00
68,10687,3510.657086021505,2019-12-17 19:30:00
69,10688,3510.66234516129,2019-12-17 19:30:00
70,10689,3510.667604301075,2019-12-17 19:30:00
71,10690,3510.6728634408596,2019-12-17 19:30:00
72,10691,3510.6781204301074,2019-12-17 19:30:00
73,10692,3510.6833774193547,2019-12-17 19:30:00
74,10693,3510.6886333333327,2019-12-17 19:30:00
75,10694,3510.6938881720425,2019-12-17 19:30:00
76,10695,3510.6991419354836,2019-12-17 19:30:00
77,10696,3510.704395698924,2019-12-17 19:30:00
78,10697,3510.7096483870964,2019-12-17 19:30:00
79,10698,3510.7149,2019-12-17 19:30:00
80,10699,3510.7201505376343,2019-12-17 19:30:00
81,10700,3510.7254010752686,2019-12-17 19:30:00
82,10701,3510.7306505376346,2019-12-17 19:30:00
83,10702,3510.735898924731,2019-12-17 19:30:00
84,10703,3510.741146236559,2019-12-17 19:30:00
85,10704,3510.746393548387,2019-12-17 19:30:00
86,10705,3510.751638709677,2019-12-17 19:30:00
87,10706,3510.7568838709676,2019-12-17 19:30:00
88,10707,3510.762129032258,2019-12-17 19:30:00
89,10708,3510.7673720430107,2019-12-17 19:30:00
90,10709,3510.7726150537633,2019-12-17 19:30:00
91,10710,3510.777856989247,2019-12-17 19:30:00
92,10711,3510.783097849462,2019-12-17 19:30:00
93,10712,3510.788338709677,2019-12-17 19:30:00
94,10713,3510.7935774193547,2019-12-17 19:30:00
95,10714,3510.7988161290323,2019-12-17 19:30:00
96,10715,3510.8040548387094,2019-12-17 19:30:00
97,10716,3510.8092913978494,2019-12-17 19:30:00
98,10717,3510.814527956989,2019-12-17 19:30:00
99,10718,3510.81976344086,2019-12-17 19:30:00
100,10719,3510.824997849462,2019-12-17 19:30:00
101,10720,3510.8302311827956,2019-12-17 19:30:00
102,10721,3510.835464516129,2019-12-17 19:30:00
103,10722,3510.8406967741935,2019-12-17 19:30:00
104,10723,3510.845927956989,2019-12-17 19:30:00
105,10724,3510.8511580645163,2019-12-17 19:30:00
106,10725,3510.856388172043,2019-12-17 19:30:00
107,10726,3510.861616129032,2019-12-17 19:30:00
108,10727,3510.8668451612903,2019-12-17 19:30:00
109,10728,3510.8720720430106,2019-12-17 19:30:00
110,10729,3510.877297849462,2019-12-17 19:30:00
111,10730,3510.8825236559137,2019-12-17 19:30:00
112,10731,3510.8877483870965,2019-12-17 19:30:00
113,10732,3510.8929731182793,2019-12-17 19:30:00
114,10733,3510.8981956989246,2019-12-17 19:30:00
115,10734,3510.90341827957,2019-12-17 19:30:00
116,10735,3510.908639784946,2019-12-17 19:30:00
117,10736,3510.9138602150533,2019-12-17 19:30:00
118,10737,3510.919080645161,2019-12-17 19:30:00
119,10738,3510.924299999999,2019-12-17 19:30:00
120,10739,3510.9295182795695,2019-12-17 19:30:00
121,10740,3510.934735483871,2019-12-17 19:30:00
122,10741,3510.9399516129033,2019-12-17 19:30:00
123,10742,3510.945167741935,2019-12-17 19:30:00
124,10743,3510.9503827956983,2019-12-17 19:30:00
125,10744,3510.9555967741935,2019-12-17 19:30:00
126,10745,3510.960810752688,2019-12-17 19:30:00
127,10746,3510.966023655914,2019-12-17 19:30:00
128,10747,3510.9712354838703,2019-12-17 19:30:00
129,10748,3510.976446236559,2019-12-17 19:30:00
130,10749,3510.981655913978,2019-12-17 19:30:00
131,10750,3510.986865591398,2019-12-17 19:30:00
132,10751,3510.992074193548,2019-12-17 19:30:00
133,10752,3510.99728172043,2019-12-17 19:30:00
134,10753,3511.0024892473116,2019-12-17 19:30:00
135,10754,3511.0076956989246,2019-12-17 19:30:00
136,10755,3511.0129010752685,2019-12-17 19:30:00
137,10756,3511.018105376344,2019-12-17 19:30:00
138,10757,3511.02330860215,2019-12-17 19:30:00
139,10758,3511.0285118279567,2019-12-17 19:30:00
140,10759,3511.0337139784942,2019-12-17 19:30:00
141,10760,3511.0389150537635,2019-12-17 19:30:00
142,10761,3511.0441161290323,2019-12-17 19:30:00
143,10762,3511.049315053763,2019-12-17 19:30:00
144,10763,3511.0545139784945,2019-12-17 19:30:00
145,10764,3511.0597129032253,2019-12-17 19:30:00
146,10765,3511.0649096774196,2019-12-17 19:30:00
147,10766,3511.0701064516124,2019-12-17 19:30:00
148,10767,3511.075302150537,2019-12-17 19:30:00
149,10768,3511.0804967741933,2019-12-17 19:30:00
150,10769,3511.0856913978496,2019-12-17 19:30:00
151,10770,3511.090883870967,2019-12-17 19:30:00
152,10771,3511.0960763440858,2019-12-17 19:30:00
153,10772,3511.101268817204,2019-12-17 19:30:00
154,10773,3511.1064591397844,2019-12-17 19:30:00
155,10774,3511.111649462365,2019-12-17 19:30:00
156,10775,3511.1168387096777,2019-12-17 19:30:00
157,10776,3511.1220268817206,2019-12-17 19:30:00
158,10777,3511.1272150537634,2019-12-17 19:30:00
159,10778,3511.1324010752683,2019-12-17 19:30:00
160,10779,3511.137587096774,2019-12-17 19:30:00
161,10780,3511.1427731182794,2019-12-17 19:30:00
162,10781,3511.147956989247,2019-12-17 19:30:00
163,10782,3511.153140860215,2019-12-17 19:30:00
164,10783,3511.158323655914,2019-12-17 19:30:00
165,10784,3511.1635053763443,2019-12-17 19:30:00
166,10785,3511.168687096774,2019-12-17 19:30:00
167,10786,3511.1738677419353,2019-12-17 19:30:00
168,10787,3511.1790473118276,2019-12-17 19:30:00
