,index,Power,time_stamp
0,5760,3466.905396774194,2019-12-28 20:30:00
1,5761,3466.9206526881717,2019-12-28 20:30:00
2,5762,3466.935904301075,2019-12-28 20:30:00
3,5763,3466.9511516129032,2019-12-28 20:30:00
4,5764,3466.9663946236556,2019-12-28 20:30:00
5,5765,3466.9816333333333,2019-12-28 20:30:00
6,5766,3466.9968666666664,2019-12-28 20:30:00
7,5767,3467.012095698924,2019-12-28 20:30:00
8,5768,3467.0273204301075,2019-12-28 20:30:00
9,5769,3467.0425408602146,2019-12-28 20:30:00
10,5770,3467.057756989247,2019-12-28 20:30:00
11,5771,3467.0729677419354,2019-12-28 20:30:00
12,5772,3467.088174193548,2019-12-28 20:30:00
13,5773,3467.103376344086,2019-12-28 20:30:00
14,5774,3467.1185741935483,2019-12-28 20:30:00
15,5775,3467.133766666667,2019-12-28 20:30:00
16,5776,3467.148955913978,2019-12-28 20:30:00
17,5777,3467.164139784946,2019-12-28 20:30:00
18,5778,3467.1793193548388,2019-12-28 20:30:00
19,5779,3467.194494623656,2019-12-28 20:30:00
20,5780,3467.2096645161287,2019-12-28 20:30:00
21,5781,3467.2248311827952,2019-12-28 20:30:00
22,5782,3467.239992473118,2019-12-28 20:30:00
23,5783,3467.2551494623654,2019-12-28 20:30:00
24,5784,3467.2703021505376,2019-12-28 20:30:00
25,5785,3467.2854505376345,2019-12-28 20:30:00
26,5786,3467.300593548387,2019-12-28 20:30:00
27,5787,3467.315733333333,2019-12-28 20:30:00
28,5788,3467.330867741935,2019-12-28 20:30:00
29,5789,3467.345997849462,2019-12-28 20:30:00
30,5790,3467.3611236559136,2019-12-28 20:30:00
31,5791,3467.3762451612897,2019-12-28 20:30:00
32,5792,3467.391361290322,2019-12-28 20:30:00
33,5793,3467.406474193548,2019-12-28 20:30:00
34,5794,3467.42158172043,2019-12-28 20:30:00
35,5795,3467.4366849462367,2019-12-28 20:30:00
36,5796,3467.4517838709676,2019-12-28 20:30:00
37,5797,3467.4668784946234,2019-12-28 20:30:00
38,5798,3467.481967741935,2019-12-28 20:30:00
39,5799,3467.497053763441,2019-12-28 20:30:00
40,5800,3467.512134408602,2019-12-28 20:30:00
41,5801,3467.5272118279568,2019-12-28 20:30:00
42,5802,3467.5422838709674,2019-12-28 20:30:00
43,5803,3467.557351612903,2019-12-28 20:30:00
44,5804,3467.5724139784943,2019-12-28 20:30:00
45,5805,3467.5874731182794,2019-12-28 20:30:00
46,5806,3467.602527956989,2019-12-28 20:30:00
47,5807,3467.6175774193543,2019-12-28 20:30:00
48,5808,3467.6326225806447,2019-12-28 20:30:00
49,5809,3467.64766344086,2019-12-28 20:30:00
50,5810,3467.6626999999994,2019-12-28 20:30:00
51,5811,3467.677732258064,2019-12-28 20:30:00
52,5812,3467.6927602150536,2019-12-28 20:30:00
53,5813,3467.707783870968,2019-12-28 20:30:00
54,5814,3467.722802150537,2019-12-28 20:30:00
55,5815,3467.737817204301,2019-12-28 20:30:00
56,5816,3467.75282688172,2019-12-28 20:30:00
57,5817,3467.7678322580646,2019-12-28 20:30:00
58,5818,3467.782833333333,2019-12-28 20:30:00
59,5819,3467.797830107527,2019-12-28 20:30:00
60,5820,3467.812822580645,2019-12-28 20:30:00
61,5821,3467.8278107526885,2019-12-28 20:30:00
62,5822,3467.842793548387,2019-12-28 20:30:00
63,5823,3467.857773118279,2019-12-28 20:30:00
64,5824,3467.872747311828,2019-12-28 20:30:00
65,5825,3467.8877182795695,2019-12-28 20:30:00
66,5826,3467.9026838709674,2019-12-28 20:30:00
67,5827,3467.9176451612902,2019-12-28 20:30:00
68,5828,3467.932602150537,2019-12-28 20:30:00
69,5829,3467.94755483871,2019-12-28 20:30:00
70,5830,3467.9625032258064,2019-12-28 20:30:00
71,5831,3467.977447311828,2019-12-28 20:30:00
72,5832,3467.992387096774,2019-12-28 20:30:00
73,5833,3468.0073215053762,2019-12-28 20:30:00
74,5834,3468.0222526881716,2019-12-28 20:30:00
75,5835,3468.0371784946237,2019-12-28 20:30:00
76,5836,3468.0521010752686,2019-12-28 20:30:00
