time_stamp,charging,TOU,energy_per_time_slot (kWh),cost_per_time_slot (p)
2019-10-25 03:30:00,7.633333333333333,5.9639999999999995,0.3656249118279565,2.1805869741419324
2019-10-25 21:30:00,30.0,6.3839999999999995,1.4369538258064514,9.173513223948385
2019-10-25 23:00:00,30.0,6.3,1.4369537860215054,9.052808851935483
2019-10-25 23:30:00,30.0,5.25,1.4369537623655921,7.544007252419359
2019-10-26 00:00:00,30.0,5.46,1.4369537430107528,7.8457674368387105
2019-10-26 06:00:00,7.716666666666665,6.72,0.3688181247311815,2.4784577981935394
2019-10-27 01:30:00,11.45,3.759,0.5484373827956983,2.06157612192903
2019-10-27 03:30:00,30.0,3.612,1.4369538086021514,5.190277156670971
2019-10-27 23:00:00,30.0,5.67,1.4369538247311828,8.147528186225806
2019-10-27 23:30:00,30.0,5.67,1.4369537870967737,8.147527972838708
2019-10-28 00:00:00,30.0,5.88,1.4369537623655921,8.449288122709682
2019-10-28 00:30:00,30.0,6.047999999999999,1.4369537430107528,8.690696237729032
2019-10-28 01:00:00,30.0,5.25,1.4369537290322565,7.544007077419346
2019-10-28 02:30:00,30.0,5.88,1.4369537204301088,8.44928787612904
2019-10-28 03:00:00,23.016666666666666,6.216,1.1024628172043023,6.852908871741943
2019-10-28 03:30:00,30.0,5.313,1.4369536989247311,7.634535002387096
2019-10-28 04:00:00,30.0,5.88,1.4369536881720413,8.449287686451603
2019-10-28 04:30:00,30.0,5.355,1.436953688172043,7.694887000161291
2019-10-28 23:00:00,30.0,6.3,1.4369538247311828,9.052809095806452
2019-10-29 02:30:00,30.0,6.3735,1.4369537870967737,9.158424962061288
2019-10-29 03:30:00,30.0,6.3,1.4369537623655921,9.05280870290323
2019-10-29 04:30:00,19.46666666666667,6.3839999999999995,0.9324233193548397,5.952590470761296
2019-10-30 02:30:00,7.6666666666666625,6.3,0.36642323010752686,2.308466349677419
2019-10-30 05:30:00,30.0,6.047999999999999,1.4369538139784943,8.690696666941932
2019-10-31 00:00:00,27.316666666666663,5.733,1.3076279827956985,7.4966312253677385
2019-10-31 02:30:00,30.0,4.872,1.436953789247313,7.000838861212909
2019-10-31 03:30:00,30.0,4.746,1.4369537645161277,6.819782566393543
2019-10-31 04:30:00,30.0,5.67,1.436953744086023,8.14752772896775
2019-10-31 05:30:00,23.066666666666666,5.25,1.1048577591397832,5.800503235483862
2019-11-01 03:30:00,16.53333333333334,5.04,0.7919212247311818,3.991282972645156
2019-11-01 04:30:00,30.0,4.83,1.4369538021505392,6.940486864387105
2019-11-02 01:30:00,6.35000000000001,5.04,0.30415523010752643,1.5329423597419332
2019-11-02 02:30:00,30.0,4.935,1.4369538161290323,7.091367082596774
2019-11-02 03:30:00,30.0,4.2,1.4369537806451615,6.035205878709679
2019-11-02 04:00:00,30.0,4.284,1.4369537569892463,6.155909894941931
2019-11-02 05:00:00,30.0,4.935,1.4369537408602164,7.0913667111451675
2019-11-03 03:30:00,30.0,5.25,1.4369538247311828,7.54400757983871
2019-11-03 04:30:00,30.0,5.271,1.4369537870967737,7.574183411787094
2019-11-03 05:00:00,30.0,5.292000000000001,1.4369537623655921,7.604359310438714
2019-11-03 05:30:00,22.033333333333335,5.67,1.0553626946236558,5.983906478516128
2019-11-03 07:00:00,30.0,5.04,1.4369537344086023,7.242246821419355
2019-11-03 22:30:00,30.0,5.922000000000001,1.4369538258064514,8.509640556425806
2019-11-03 23:00:00,30.0,6.72,1.4369537860215054,9.656329442064516
2019-11-03 23:30:00,30.0,6.72,1.4369537623655921,9.65632928309678
2019-11-04 03:30:00,25.78333333333333,6.72,1.2349819118279577,8.299078447483875
2019-11-04 04:00:00,30.0,5.88,1.4369537365591387,8.449287970967735
2019-11-04 04:30:00,30.0,5.796,1.436953709677419,8.32858370129032
2019-11-04 05:00:00,30.0,5.649,1.436953709677419,8.11735150596774
2019-11-04 21:00:00,12.950000000000003,7.35,0.620285074193549,4.559095295322584
2019-11-04 21:30:00,30.0,6.72,1.436953806451613,9.65632957935484
2019-11-04 22:00:00,30.0,5.88,1.4369537741935474,8.44928819225806
2019-11-04 22:30:00,30.0,5.88,1.4369537537634427,8.449288072129043
2019-11-04 23:00:00,30.0,6.047999999999999,1.4369537365591387,8.69069619870967
2019-11-04 23:30:00,30.0,5.439,1.4369537225806452,7.815591297116129
2019-11-05 00:00:00,29.033333333333335,6.3629999999999995,1.3906518709677418,8.84871785496774
2019-11-07 03:30:00,30.0,5.04,1.4369538258064514,7.242247282064515
2019-11-07 04:30:00,6.08333333333333,5.859,0.2905839903225804,1.7025315992999988
2019-11-08 00:00:00,30.0,6.93,1.4369538247311828,9.958090005387097
2019-11-08 02:30:00,19.65,6.9405,0.9412047344086019,6.532431459162901
2019-11-09 03:30:00,17.833333333333332,6.93,0.854189223655914,5.9195313199354835
2019-11-10 04:30:00,30.0,7.56,1.4369538247311828,10.863370914967742
2019-11-10 05:30:00,6.566666666666663,7.77,0.3137349129032265,2.43772027325807
2019-11-11 02:30:00,8.31666666666667,5.25,0.39835553763440834,2.0913665725806436
2019-11-11 03:30:00,30.0,5.103,1.4369538129032262,7.332775307245163
2019-11-13 04:30:00,14.75,6.51,0.7065023032258059,4.599329993999996
2019-11-16 03:30:00,30.0,7.455,1.4369538247311828,10.712490763370969
2019-11-16 04:30:00,7.699999999999996,7.455,0.368019834408602,2.743587865516128
2019-11-17 04:30:00,30.0,6.825,1.4369538247311828,9.807209853790322
2019-11-18 02:30:00,30.0,6.3839999999999995,1.4369537870967737,9.173512976825803
2019-11-18 03:30:00,30.0,6.51,1.4369537623655921,9.354568993000004
2019-11-18 04:30:00,3.383333333333333,7.056,0.16125814301075314,1.137837457083874
2019-11-20 03:30:00,23.449999999999996,7.56,1.122420603225806,8.485499760387093
2019-11-20 04:30:00,30.0,7.56,1.4369537935483867,10.863370679225802
2019-11-20 22:30:00,30.0,7.056,1.4369538247311828,10.139146187303226
2019-11-21 00:00:00,30.0,7.644,1.4369537870967737,10.984074748567739
2019-11-21 01:30:00,30.0,7.56,1.436953761290323,10.86337043535484
2019-11-21 02:00:00,30.0,7.665,1.436953744086021,11.01425044841935
2019-11-21 02:30:00,8.38333333333334,7.665,0.4015487376344085,3.0778710739677413
2019-11-21 03:30:00,30.0,6.593999999999999,1.4369537290322583,9.47527288923871
2019-11-21 04:30:00,30.0,7.455,1.436953709677419,10.712489905645159
2019-11-21 05:30:00,18.733333333333334,7.455,0.8972977634408615,6.6893548264516225
2019-11-22 03:30:00,30.0,5.565,1.4369538258064514,7.996648040612903
2019-11-22 04:30:00,30.0,6.3,1.4369537860215054,9.052808851935483
2019-11-23 03:00:00,30.0,5.775,1.4369537623655921,8.298407977661295
2019-11-23 03:30:00,30.0,5.754,1.4369537430107528,8.26823183728387
2019-11-23 04:00:00,30.0,5.04,1.436953733333333,7.242246815999999
2019-11-23 04:30:00,30.0,4.977,1.436953709677419,7.1517186130645145
2019-11-23 05:00:00,30.0,5.25,1.436953709677419,7.544006975806449
2019-11-23 05:30:00,30.0,5.25,1.4369536989247331,7.544006919354849
2019-11-23 06:00:00,30.0,6.047999999999999,1.4369536881720413,8.690695906064505
2019-11-23 06:30:00,5.2333333333333485,6.51,0.25066859139784864,1.6318525299999946
2019-11-28 03:30:00,5.3500000000000005,4.83,0.25625676881720444,1.2377201933870974
2019-11-30 04:30:00,25.683333333333334,7.035,1.2301921387096764,8.654401695822573
2019-12-01 04:30:00,1.1333333333333293,7.56,0.05348661505376361,0.4043588098064529
2019-12-01 05:00:00,30.0,7.56,1.436953823655913,10.863370906838702
2019-12-01 07:00:00,3.616666666666667,7.56,0.1732327634408609,1.3096396916129083
2019-12-01 22:30:00,30.0,7.56,1.4369538258064514,10.863370923096772
2019-12-01 23:00:00,30.0,7.77,1.4369537860215054,11.165130917387096
2019-12-01 23:30:00,30.0,7.77,1.4369537623655921,11.16513073358065
2019-12-02 05:00:00,6.75,7.77,0.32331459354838676,2.5121543918709652
2019-12-03 01:30:00,30.0,7.665,1.4369538247311828,11.014251066564517
2019-12-03 02:00:00,30.0,7.665,1.4369537870967737,11.01425077809677
2019-12-03 02:30:00,30.0,7.665,1.4369537623655921,11.014250588532263
2019-12-03 03:30:00,30.0,7.665,1.4369537430107528,11.01425044017742
2019-12-03 04:30:00,1.4666666666666792,7.665,0.07025107096774116,0.538474458967736
2019-12-04 04:30:00,25.4,6.279,1.2166209086021504,7.639162685112902
2019-12-05 03:30:00,4.766666666666667,6.825,0.22831599999999966,1.5582566999999976
2019-12-05 04:30:00,4.383333333333333,6.825,0.20995492150537629,1.4329423392741931
2019-12-05 05:30:00,30.0,6.7829999999999995,1.436953811827957,9.746857705629031
2019-12-06 03:30:00,20.25,4.2,0.9699438365591397,4.073764113548387
2019-12-07 01:30:00,16.033333333333335,6.72,0.7679719946236561,5.1607718038709685
2019-12-07 02:30:00,30.0,5.943,1.4369538032258053,8.53981645257096
2019-12-07 03:00:00,30.0,6.72,1.436953772043012,9.65632934812904
2019-12-07 03:30:00,30.0,5.061,1.4369537505376342,7.272422931470967
2019-12-07 04:00:00,30.0,6.3839999999999995,1.4369537354838695,9.173512647329023
2019-12-07 04:30:00,30.0,6.047999999999999,1.4369537193548396,8.690696094658069
2019-12-08 01:30:00,30.0,-1.05,1.4369538247311828,-1.508801515967742
2019-12-08 02:00:00,30.0,-1.071,1.4369537870967737,-1.5389775059806445
2019-12-08 02:30:00,30.0,-1.6380000000000001,1.4369537623655921,-2.35373026275484
2019-12-08 03:00:00,30.0,-1.05,1.4369537430107528,-1.5088014301612906
2019-12-08 03:30:00,30.0,-1.071,1.4369537290322565,-1.5389774437935466
2019-12-08 04:00:00,30.0,-1.05,1.4369537204301088,-1.5088014064516144
2019-12-08 04:30:00,30.0,-1.05,1.436953709677419,-1.50880139516129
2019-12-08 05:00:00,30.0,-1.05,1.4369536989247311,-1.5088013838709677
2019-12-08 05:30:00,13.25,-1.05,0.6346545376344096,-0.6663872645161301
2019-12-09 03:30:00,30.0,-4.851,1.4369536989247311,-6.97066239348387
2019-12-09 04:30:00,14.4,-2.94,0.689737774193547,-2.027829056129028
2019-12-15 04:00:00,24.35,3.78,1.166327510752688,4.408717990645161
2019-12-16 00:00:00,26.149999999999995,6.72,1.2517464462365586,8.411736118709674
2019-12-16 02:30:00,30.0,6.72,1.436953790322581,9.656329470967744
2019-12-16 03:30:00,30.0,6.216,1.4369537645161286,8.932104600232256
2019-12-16 04:30:00,30.0,6.3,1.4369537451612893,9.052808594516122
2019-12-16 05:00:00,30.0,6.3839999999999995,1.436953727956991,9.17351259927743
2019-12-16 23:00:00,30.0,6.72,1.4369538247311828,9.656329702193549
2019-12-17 05:00:00,30.0,6.3629999999999995,1.4369537870967737,9.14333694729677
2019-12-17 05:30:00,0.11666666666666714,6.93,0.005588153763440665,0.03872590558064381
2019-12-18 02:30:00,27.316666666666666,6.047999999999999,1.3084262903225805,7.913362203870966
2019-12-19 00:00:00,4.866666666666666,1.05,0.2331058462365593,0.24476113854838727
2019-12-19 02:00:00,18.18333333333333,1.05,0.8701553720430105,0.9136631406451611
2019-12-19 02:30:00,30.0,1.05,1.436953794623656,1.5088014843548387
2019-12-19 03:30:00,30.0,0.987,1.436953766666667,1.4182733677000003
2019-12-20 02:30:00,30.0,3.78,1.4369538258064514,5.431685461548386
2019-12-20 03:00:00,30.0,4.1160000000000005,1.4369537860215054,5.914501783264517
2019-12-20 03:30:00,30.0,3.696,1.4369537623655921,5.310981105703228
2019-12-20 04:30:00,21.43333333333333,4.2,1.025825312903224,4.308466314193541
2019-12-21 03:00:00,11.649999999999999,6.867000000000001,0.557218766666666,3.826421270699996
2019-12-22 02:30:00,18.883333333333333,7.665,0.9044826075268819,6.93285918669355
2019-12-22 03:30:00,30.0,7.182,1.4369537989247307,10.320202183877417
2019-12-22 04:00:00,30.0,7.056,1.4369537698924726,10.139145800361286
2019-12-22 04:30:00,30.0,6.72,1.4369537494623659,9.656329196387098
2019-12-22 05:00:00,30.0,6.803999999999999,1.4369537344086023,9.77703320891613
2019-12-22 05:30:00,24.55,6.93,1.1759071279569882,8.149036396741927
2019-12-23 03:00:00,12.549999999999997,5.88,0.6003273817204303,3.52992500451613
2019-12-23 03:30:00,30.0,4.62,1.4369538075268813,6.6387265907741915
2019-12-23 04:00:00,30.0,1.05,1.4369537752688175,1.5088014640322585
2019-12-23 04:30:00,30.0,1.05,1.4369537526881715,1.5088014403225802
2019-12-23 05:00:00,30.0,5.103,1.43695373763441,7.332774923148394
2019-12-24 03:00:00,0.93333333333333,6.7935,0.04390692365591349,0.2982816858564483
2019-12-24 03:30:00,30.0,6.2265,1.4369538236559145,8.94719298299355
2019-12-24 04:00:00,30.0,6.7620000000000005,1.4369537860215054,9.71668150107742
2019-12-24 04:30:00,30.0,6.7829999999999995,1.4369537602150528,9.746857355538703
2019-12-25 03:00:00,30.0,3.108,1.4369538258064514,4.466052490606451
2019-12-25 03:30:00,30.0,1.554,1.4369537860215054,2.233026183477419
2019-12-25 04:30:00,23.333333333333336,3.108,1.1176307053763437,3.473596232309676
2019-12-26 03:30:00,30.0,2.247,1.4369538258064514,3.228835246587096
2019-12-26 04:30:00,30.0,1.47,1.4369537860215054,2.112322065451613
2019-12-26 05:00:00,30.0,3.255,1.4369537623655921,4.677284496500002
2019-12-26 05:30:00,9.899999999999991,3.444,0.4733964290322576,1.630377301587095
2019-12-27 01:30:00,30.0,5.46,1.4369538247311828,7.845767883032258
2019-12-27 02:30:00,30.0,5.25,1.4369537870967737,7.544007382258062
2019-12-27 03:30:00,30.0,4.704,1.4369537623655921,6.759430498167745
2019-12-27 04:30:00,30.0,5.25,1.4369537430107528,7.544007150806452
2019-12-27 05:00:00,30.0,4.83,1.4369537290322565,6.9404865112257985
2019-12-27 05:30:00,4.700000000000003,5.837999999999999,0.2251227526881731,1.3142666301935544
2019-12-28 01:30:00,30.0,3.234,1.4369538258064514,4.647108672658064
2019-12-28 02:30:00,30.0,3.15,1.4369537860215054,4.526404425967741
2019-12-28 03:30:00,17.900000000000006,4.2,0.8573824139784945,3.601006138709677
2019-12-28 04:30:00,30.0,3.57,1.4369537505376342,5.129924889419354
2019-12-28 05:00:00,30.0,3.864,1.4369537344086023,5.552389229754839
2019-12-28 05:30:00,30.0,3.78,1.43695372688172,5.431685087612902
2019-12-28 23:30:00,5.300000000000004,4.83,0.25386184623655894,1.2261527173225797
2019-12-29 05:00:00,30.0,4.62,1.4369538172043015,6.638726635483873
2019-12-30 02:00:00,15.68333333333333,3.927,0.7504092258064516,2.9468570297419356
2019-12-30 02:30:00,30.0,3.696,1.4369538032258053,5.3109812567225765
2019-12-30 03:30:00,30.0,3.696,1.436953772043012,5.310981141470972
2019-12-30 04:30:00,30.0,3.696,1.4369537516129034,5.3109810659612915
2019-12-31 03:30:00,30.0,5.9639999999999995,1.4369538247311828,8.569992610696774
2019-12-31 04:00:00,9.56666666666667,6.3,0.4582286000000006,2.8868401800000036
2019-12-31 04:30:00,30.0,6.257999999999999,1.4369537784946231,8.99245674581935
2019-12-31 05:00:00,30.0,6.257999999999999,1.43695375483871,8.992456597780645
