,index,Power,time_stamp
0,17770,3536.078619354839,2019-10-28 01:00:00
1,17771,3536.081401075269,2019-10-28 01:00:00
2,17772,3536.0841838709675,2019-10-28 01:00:00
3,17773,3536.086965591398,2019-10-28 01:00:00
4,17774,3536.0897473118275,2019-10-28 01:00:00
5,17775,3536.092529032258,2019-10-28 01:00:00
6,17776,3536.095310752688,2019-10-28 01:00:00
7,17777,3536.098092473118,2019-10-28 01:00:00
8,17778,3536.100874193548,2019-10-28 01:00:00
9,17779,3536.1036559139784,2019-10-28 01:00:00
10,17780,3536.106437634409,2019-10-28 01:00:00
11,17781,3536.1092193548384,2019-10-28 01:00:00
12,17782,3536.1120010752684,2019-10-28 01:00:00
13,17783,3536.114782795699,2019-10-28 01:00:00
14,17784,3536.117564516129,2019-10-28 01:00:00
15,17785,3536.120346236559,2019-10-28 01:00:00
16,17786,3536.1231279569893,2019-10-28 01:00:00
17,17787,3536.1259096774193,2019-10-28 01:00:00
18,17788,3536.1286903225805,2019-10-28 01:00:00
19,17789,3536.1314720430105,2019-10-28 01:00:00
20,17790,3536.1342537634405,2019-10-28 01:00:00
21,17791,3536.137034408602,2019-10-28 01:00:00
22,17792,3536.139816129032,2019-10-28 01:00:00
23,17793,3536.142597849462,2019-10-28 01:00:00
24,17794,3536.1453784946234,2019-10-28 01:00:00
25,17795,3536.1481602150534,2019-10-28 01:00:00
26,17796,3536.1509408602146,2019-10-28 01:00:00
27,17797,3536.153722580645,2019-10-28 01:00:00
28,17798,3536.1565032258063,2019-10-28 01:00:00
29,17799,3536.1592849462363,2019-10-28 01:00:00
30,17800,3536.1620655913975,2019-10-28 01:00:00
31,17801,3536.1648473118275,2019-10-28 01:00:00
32,17802,3536.1676279569892,2019-10-28 01:00:00
33,17803,3536.1704096774192,2019-10-28 01:00:00
34,17804,3536.1731903225805,2019-10-28 01:00:00
35,17805,3536.1759709677417,2019-10-28 01:00:00
36,17806,3536.1787516129034,2019-10-28 01:00:00
37,17807,3536.1815333333334,2019-10-28 01:00:00
38,17808,3536.1843139784946,2019-10-28 01:00:00
39,17809,3536.187094623656,2019-10-28 01:00:00
40,17810,3536.1898752688166,2019-10-28 01:00:00
41,17811,3536.1926559139783,2019-10-28 01:00:00
42,17812,3536.1954376344083,2019-10-28 01:00:00
43,17813,3536.1982182795696,2019-10-28 01:00:00
44,17814,3536.200998924731,2019-10-28 01:00:00
45,17815,3536.2037795698925,2019-10-28 01:00:00
46,17816,3536.2065602150537,2019-10-28 01:00:00
47,17817,3536.209340860215,2019-10-28 01:00:00
48,17818,3536.212121505376,2019-10-28 01:00:00
49,17819,3536.2149021505375,2019-10-28 01:00:00
50,17820,3536.2176827956987,2019-10-28 01:00:00
51,17821,3536.220462365591,2019-10-28 01:00:00
52,17822,3536.223243010753,2019-10-28 01:00:00
53,17823,3536.2260236559137,2019-10-28 01:00:00
54,17824,3536.228804301075,2019-10-28 01:00:00
55,17825,3536.231584946236,2019-10-28 01:00:00
56,17826,3536.234365591398,2019-10-28 01:00:00
57,17827,3536.2371451612903,2019-10-28 01:00:00
58,17828,3536.239925806451,2019-10-28 01:00:00
59,17829,3536.2427064516132,2019-10-28 01:00:00
60,17830,3536.2454860215053,2019-10-28 01:00:00
