SOC,Current,Voltage,Power,Energy_kWh,Charge_level
31.45468169,7.440002257,380.6260403,2831.858599,6939.63996,5913.480158
31.45812614,7.440002257,380.6268657,2831.86474,6940.42659,5914.127714
31.46157058,7.440002257,380.6276911,2831.870881,6941.21322,5914.775269
31.46501503,7.440002257,380.6285162,2831.87702,6941.999853,5915.422826
31.46845947,7.440002257,380.6293412,2831.883158,6942.786487,5916.07038
31.47190392,7.440002257,380.6301661,2831.889295,6943.573123,5916.717937
31.47534836,7.440002257,380.6309908,2831.89543,6944.359761,5917.365492
31.47879281,7.440002257,380.6318153,2831.901565,6945.1464,5918.013048
31.48223725,7.440002257,380.6326397,2831.907698,6945.933041,5918.660603
31.4856817,7.440002257,380.6334639,2831.91383,6946.719684,5919.30816
31.48912615,7.440002257,380.634288,2831.919961,6947.506328,5919.955716
31.49257059,7.440002256,380.6351119,2831.926091,6948.292974,5920.603271
31.49601504,7.440002256,380.6359356,2831.93222,6949.079622,5921.250828
31.49945948,7.440002256,380.6367592,2831.938347,6949.866272,5921.898382
31.50290393,7.440002256,380.6375827,2831.944474,6950.652923,5922.545939
31.50634837,7.440002256,380.6384059,2831.950599,6951.439576,5923.193494
31.50979282,7.440002256,380.639229,2831.956723,6952.22623,5923.84105
31.51323726,7.440002256,380.640052,2831.962846,6953.012887,5924.488605
31.51668171,7.440002256,380.6408748,2831.968967,6953.799545,5925.136161
31.52012615,7.440002256,380.6416975,2831.975088,6954.586205,5925.783716
31.5235706,7.440002256,380.64252,2831.981207,6955.372866,5926.431273
31.52701505,7.440002256,380.6433423,2831.987325,6956.159529,5927.078829
31.53045949,7.440002256,380.6441645,2831.993442,6956.946194,5927.726384
31.53390394,7.440002256,380.6449865,2831.999558,6957.732861,5928.373941
31.53734838,7.440002255,380.6458084,2832.005673,6958.519529,5929.021495
31.54079283,7.440002255,380.6466301,2832.011786,6959.306199,5929.669052
31.54423727,7.440002255,380.6474516,2832.017898,6960.09287,5930.316607
31.54768172,7.440002255,380.648273,2832.02401,6960.879544,5930.964163
31.55112616,7.440002255,380.6490943,2832.03012,6961.666219,5931.611718
31.55457061,7.440002255,380.6499153,2832.036228,6962.452895,5932.259275
31.55801506,7.440002255,380.6507363,2832.042336,6963.239574,5932.906831
31.5614595,7.440002255,380.651557,2832.048443,6964.026254,5933.554386
31.56490395,7.440002255,380.6523776,2832.054548,6964.812936,5934.201943
31.56834839,7.440002255,380.6531981,2832.060652,6965.599619,5934.849497
31.57179284,7.440002255,380.6540184,2832.066755,6966.386305,5935.497054
31.57523728,7.440002255,380.6548385,2832.072857,6967.172991,5936.144609
31.57868173,7.440002254,380.6556585,2832.078958,6967.95968,5936.792165
31.58212617,7.440002254,380.6564784,2832.085057,6968.74637,5937.43972
31.58557062,7.440002254,380.657298,2832.091156,6969.533062,5938.087277
31.58901506,7.440002254,380.6581176,2832.097253,6970.319756,5938.734831
31.59245951,7.440002254,380.6589369,2832.103349,6971.106451,5939.382388
31.59590396,7.440002254,380.6597561,2832.109444,6971.893148,5940.029944
31.5993484,7.440002254,380.6605752,2832.115537,6972.679847,5940.677499
31.60279285,7.440002254,380.6613941,2832.12163,6973.466548,5941.325056
31.60623729,7.440002254,380.6622128,2832.127721,6974.25325,5941.972611
31.60968174,7.440002254,380.6630314,2832.133812,6975.039954,5942.620167
31.61312618,7.440002254,380.6638498,2832.139901,6975.826659,5943.267722
31.61657063,7.440002254,380.6646681,2832.145989,6976.613366,5943.915278
31.62001507,7.440002253,380.6654862,2832.152075,6977.400075,5944.562833
31.62345952,7.440002253,380.6663042,2832.158161,6978.186786,5945.21039
31.62690396,7.440002253,380.667122,2832.164245,6978.973498,5945.857944
31.63034841,7.440002253,380.6679396,2832.170329,6979.760212,5946.505501
31.63379286,7.440002253,380.6687571,2832.176411,6980.546928,5947.153058
31.6372373,7.440002253,380.6695745,2832.182492,6981.333645,5947.800612
31.64068175,7.440002253,380.6703917,2832.188572,6982.120364,5948.448169
31.64412619,7.440002253,380.6712087,2832.19465,6982.907085,5949.095724
31.64757064,7.440002253,380.6720256,2832.200728,6983.693807,5949.74328
31.65101508,7.440002253,380.6728423,2832.206804,6984.480532,5950.390835
31.65445953,7.440002253,380.6736589,2832.212879,6985.267257,5951.038392
31.65790397,7.440002253,380.6744753,2832.218953,6986.053985,5951.685946
31.66134842,7.440002252,380.6752915,2832.225026,6986.840714,5952.333503
31.66479287,7.440002252,380.6761076,2832.231098,6987.627445,5952.98106
31.66823731,7.440002252,380.6769236,2832.237169,6988.414177,5953.628614
31.67168176,7.440002252,380.6777394,2832.243238,6989.200912,5954.276171
31.6751262,7.440002252,380.678555,2832.249306,6989.987648,5954.923726
31.67857065,7.440002252,380.6793705,2832.255374,6990.774385,5955.571282
31.68201509,7.440002252,380.6801858,2832.26144,6991.561124,5956.218837
31.68545954,7.440002252,380.681001,2832.267504,6992.347865,5956.866394
31.68890398,7.440002252,380.681816,2832.273568,6993.134608,5957.513948
