SOC,Current,Voltage,Power,Energy_Wh,Charge_level_based_on_SOC,Charge_level
62.01627949,8.530001832,384.8811068,3283.036546,13967.5443,11659.06054,13967.5443
62.02022857,8.530001832,384.8814355,3283.03935,13968.45626,11659.80297,13968.45626
62.02417764,8.530001832,384.8817642,3283.042153,13969.36821,11660.5454,13969.36821
62.02812672,8.530001832,384.8820928,3283.044957,13970.28017,11661.28782,13970.28017
62.03207579,8.530001832,384.8824215,3283.04776,13971.19212,11662.03025,13971.19212
62.03602487,8.530001832,384.8827501,3283.050563,13972.10408,11662.77267,13972.10408
62.03997394,8.530001832,384.8830787,3283.053366,13973.01604,11663.5151,13973.01604
62.04392301,8.530001832,384.8834072,3283.056169,13973.928,11664.25753,13973.928
62.04787209,8.530001832,384.8837358,3283.058971,13974.83996,11664.99995,13974.83996
62.05182116,8.530001832,384.8840643,3283.061774,13975.75192,11665.74238,13975.75192
62.05577024,8.530001832,384.8843929,3283.064576,13976.66388,11666.48481,13976.66388
62.05971931,8.530001832,384.8847213,3283.067378,13977.57584,11667.22723,13977.57584
62.06366839,8.530001831,384.8850498,3283.07018,13978.48781,11667.96966,13978.48781
62.06761746,8.530001831,384.8853783,3283.072982,13979.39977,11668.71208,13979.39977
62.07156654,8.530001831,384.8857067,3283.075783,13980.31174,11669.45451,13980.31174
62.07551561,8.530001831,384.8860351,3283.078584,13981.2237,11670.19694,13981.2237
62.07946469,8.530001831,384.8863635,3283.081385,13982.13567,11670.93936,13982.13567
62.08341376,8.530001831,384.8866919,3283.084186,13983.04764,11671.68179,13983.04764
62.08736284,8.530001831,384.8870202,3283.086987,13983.9596,11672.42421,13983.9596
62.09131191,8.530001831,384.8873485,3283.089788,13984.87157,11673.16664,13984.87157
62.09526099,8.530001831,384.8876768,3283.092588,13985.78354,11673.90907,13985.78354
62.09921006,8.530001831,384.8880051,3283.095389,13986.69551,11674.65149,13986.69551
62.10315914,8.530001831,384.8883334,3283.098189,13987.60748,11675.39392,13987.60748
62.10710821,8.530001831,384.8886616,3283.100988,13988.51945,11676.13634,13988.51945
62.11105729,8.530001831,384.8889899,3283.103788,13989.43143,11676.87877,13989.43143
62.11500636,8.530001831,384.8893181,3283.106588,13990.3434,11677.6212,13990.3434
62.11895544,8.530001831,384.8896462,3283.109387,13991.25537,11678.36362,13991.25537
62.12290451,8.530001831,384.8899744,3283.112186,13992.16735,11679.10605,13992.16735
62.12685359,8.530001831,384.8903025,3283.114985,13993.07932,11679.84847,13993.07932
62.13080266,8.530001831,384.8906307,3283.117784,13993.9913,11680.5909,13993.9913
62.13475174,8.530001831,384.8909588,3283.120583,13994.90328,11681.33333,13994.90328
62.13870081,8.530001831,384.8912868,3283.123381,13995.81526,11682.07575,13995.81526
62.14264989,8.530001831,384.8916149,3283.12618,13996.72723,11682.81818,13996.72723
62.14659896,8.530001831,384.8919429,3283.128978,13997.63921,11683.56061,13997.63921
62.15054804,8.530001831,384.8922709,3283.131776,13998.55119,11684.30303,13998.55119
62.15449711,8.530001831,384.8925989,3283.134574,13999.46318,11685.04546,13999.46318
62.15844619,8.530001831,384.8929269,3283.137371,14000.37516,11685.78788,14000.37516
62.16239526,8.530001831,384.8932549,3283.140169,14001.28714,11686.53031,14001.28714
62.16634434,8.530001831,384.8935828,3283.142966,14002.19912,11687.27274,14002.19912
62.17029341,8.530001831,384.8939107,3283.145763,14003.11111,11688.01516,14003.11111
62.17424249,8.530001831,384.8942386,3283.14856,14004.02309,11688.75759,14004.02309
62.17819156,8.530001831,384.8945665,3283.151357,14004.93508,11689.50001,14004.93508
62.18214064,8.530001831,384.8948943,3283.154153,14005.84706,11690.24244,14005.84706
62.18608971,8.53000183,384.8952222,3283.15695,14006.75905,11690.98487,14006.75905
62.19003879,8.53000183,384.89555,3283.159746,14007.67104,11691.72729,14007.67104
62.19398786,8.53000183,384.8958778,3283.162542,14008.58303,11692.46972,14008.58303
62.19793694,8.53000183,384.8962055,3283.165338,14009.49502,11693.21214,14009.49502
62.20188601,8.53000183,384.8965333,3283.168133,14010.40701,11693.95457,14010.40701
62.20583509,8.53000183,384.896861,3283.170929,14011.319,11694.697,14011.319
62.20978416,8.53000183,384.8971887,3283.173724,14012.23099,11695.43942,14012.23099
62.21373324,8.53000183,384.8975164,3283.176519,14013.14298,11696.18185,14013.14298
62.21768231,8.53000183,384.8978441,3283.179314,14014.05498,11696.92427,14014.05498
62.22163139,8.53000183,384.8981717,3283.182109,14014.96697,11697.6667,14014.96697
62.22558046,8.53000183,384.8984993,3283.184904,14015.87897,11698.40913,14015.87897
62.22952954,8.53000183,384.898827,3283.187698,14016.79096,11699.15155,14016.79096
62.23347861,8.53000183,384.8991545,3283.190493,14017.70296,11699.89398,14017.70296
62.23742769,8.53000183,384.8994821,3283.193287,14018.61496,11700.6364,14018.61496
62.24137676,8.53000183,384.8998096,3283.196081,14019.52696,11701.37883,14019.52696
62.24532584,8.53000183,384.9001372,3283.198874,14020.43895,11702.12126,14020.43895
62.24927491,8.53000183,384.9004647,3283.201668,14021.35095,11702.86368,14021.35095
62.25322399,8.53000183,384.9007922,3283.204461,14022.26295,11703.60611,14022.26295
62.25717306,8.53000183,384.9011196,3283.207255,14023.17496,11704.34854,14023.17496
62.26112214,8.53000183,384.9014471,3283.210048,14024.08696,11705.09096,14024.08696
62.26507121,8.53000183,384.9017745,3283.212841,14024.99896,11705.83339,14024.99896
62.26902029,8.53000183,384.9021019,3283.215633,14025.91096,11706.57581,14025.91096
62.27296936,8.53000183,384.9024293,3283.218426,14026.82297,11707.31824,14026.82297
62.27691844,8.53000183,384.9027566,3283.221218,14027.73497,11708.06067,14027.73497
62.28086751,8.53000183,384.903084,3283.224011,14028.64698,11708.80309,14028.64698
62.28481659,8.53000183,384.9034113,3283.226803,14029.55899,11709.54552,14029.55899
62.28876566,8.53000183,384.9037386,3283.229594,14030.47099,11710.28794,14030.47099
62.29271473,8.53000183,384.9040659,3283.232386,14031.383,11711.03037,14031.383
62.29666381,8.53000183,384.9043931,3283.235178,14032.29501,11711.7728,14032.29501
62.30061288,8.53000183,384.9047204,3283.237969,14033.20702,11712.51522,14033.20702
62.30456196,8.530001829,384.9050476,3283.24076,14034.11903,11713.25765,14034.11903
62.30851103,8.530001829,384.9053748,3283.243551,14035.03104,11714.00007,14035.03104
62.31246011,8.530001829,384.905702,3283.246342,14035.94305,11714.7425,14035.94305
62.31640918,8.530001829,384.9060291,3283.249133,14036.85507,11715.48493,14036.85507
62.32035826,8.530001829,384.9063563,3283.251923,14037.76708,11716.22735,14037.76708
62.32430733,8.530001829,384.9066834,3283.254713,14038.6791,11716.96978,14038.6791
62.32825641,8.530001829,384.9070105,3283.257503,14039.59111,11717.7122,14039.59111
62.33220548,8.530001829,384.9073376,3283.260293,14040.50313,11718.45463,14040.50313
62.33615456,8.530001829,384.9076646,3283.263083,14041.41514,11719.19706,14041.41514
62.34010363,8.530001829,384.9079916,3283.265873,14042.32716,11719.93948,14042.32716
62.34405271,8.530001829,384.9083187,3283.268662,14043.23918,11720.68191,14043.23918
62.34800178,8.530001829,384.9086457,3283.271452,14044.1512,11721.42434,14044.1512
62.35195086,8.530001829,384.9089726,3283.274241,14045.06322,11722.16676,14045.06322
62.35589993,8.530001829,384.9092996,3283.27703,14045.97524,11722.90919,14045.97524
62.35984901,8.530001829,384.9096265,3283.279818,14046.88726,11723.65161,14046.88726
62.36379808,8.530001829,384.9099534,3283.282607,14047.79928,11724.39404,14047.79928
62.36774716,8.530001829,384.9102803,3283.285395,14048.7113,11725.13647,14048.7113
62.37169623,8.530001829,384.9106072,3283.288184,14049.62333,11725.87889,14049.62333
62.37564531,8.530001829,384.9109341,3283.290972,14050.53535,11726.62132,14050.53535
62.37959438,8.530001829,384.9112609,3283.293759,14051.44738,11727.36374,14051.44738
62.38354346,8.530001829,384.9115877,3283.296547,14052.3594,11728.10617,14052.3594
62.38749253,8.530001829,384.9119145,3283.299335,14053.27143,11728.8486,14053.27143
62.39144161,8.530001829,384.9122413,3283.302122,14054.18346,11729.59102,14054.18346
62.39539068,8.530001829,384.912568,3283.304909,14055.09549,11730.33345,14055.09549
62.39933976,8.530001829,384.9128948,3283.307696,14056.00752,11731.07587,14056.00752
62.40328883,8.530001829,384.9132215,3283.310483,14056.91955,11731.8183,14056.91955
62.40723791,8.530001829,384.9135482,3283.31327,14057.83158,11732.56073,14057.83158
62.41118698,8.530001829,384.9138749,3283.316056,14058.74361,11733.30315,14058.74361
62.41513606,8.530001829,384.9142015,3283.318843,14059.65564,11734.04558,14059.65564
62.41908513,8.530001829,384.9145281,3283.321629,14060.56767,11734.788,14060.56767
62.42303421,8.530001829,384.9148548,3283.324415,14061.47971,11735.53043,14061.47971
62.42698328,8.530001828,384.9151814,3283.327201,14062.39174,11736.27286,14062.39174
62.43093236,8.530001828,384.9155079,3283.329986,14063.30378,11737.01528,14063.30378
62.43488143,8.530001828,384.9158345,3283.332772,14064.21581,11737.75771,14064.21581
