timestamps,S1_PID_11_ThrottlePosition
2019-09-27 17:20:22.790450096+01:00,13.7256
2019-09-27 17:20:22.990449905+01:00,13.7256
2019-09-27 17:20:23.190500021+01:00,13.7256
2019-09-27 17:20:23.390500069+01:00,13.7256
2019-09-27 17:20:23.590500116+01:00,13.7256
2019-09-27 17:20:23.790699959+01:00,13.33344
2019-09-27 17:20:23.990499973+01:00,13.33344
2019-09-27 17:20:24.190550089+01:00,13.33344
2019-09-27 17:20:24.390650034+01:00,13.33344
2019-09-27 17:20:24.590850115+01:00,13.33344
2019-09-27 17:20:24.790549994+01:00,13.7256
2019-09-27 17:20:24.990750074+01:00,13.7256
2019-09-27 17:20:25.190599918+01:00,14.11776
2019-09-27 17:20:25.390700102+01:00,13.7256
2019-09-27 17:20:25.590600014+01:00,13.33344
2019-09-27 17:20:25.790999889+01:00,14.11776
2019-09-27 17:20:25.990649939+01:00,14.509920000000001
2019-09-27 17:20:26.190649986+01:00,13.7256
2019-09-27 17:20:26.390700102+01:00,13.7256
2019-09-27 17:20:26.590699911+01:00,13.7256
2019-09-27 17:20:26.790699959+01:00,13.7256
2019-09-27 17:20:26.990700006+01:00,13.33344
2019-09-27 17:20:27.190749884+01:00,13.33344
2019-09-27 17:20:27.390749931+01:00,13.7256
2019-09-27 17:20:27.590749979+01:00,14.11776
2019-09-27 17:20:27.790849924+01:00,13.33344
2019-09-27 17:20:27.990799904+01:00,13.33344
2019-09-27 17:20:28.190799952+01:00,13.7256
2019-09-27 17:20:28.391050100+01:00,16.07856
2019-09-27 17:20:28.590850115+01:00,15.29424
2019-09-27 17:20:28.790849924+01:00,14.90208
2019-09-27 17:20:28.990849972+01:00,15.29424
2019-09-27 17:20:29.190900087+01:00,14.90208
2019-09-27 17:20:29.390899897+01:00,15.29424
2019-09-27 17:20:29.590899944+01:00,14.509920000000001
2019-09-27 17:20:29.790899992+01:00,14.509920000000001
2019-09-27 17:20:50.792449951+01:00,13.33344
2019-09-27 17:20:50.988100052+01:00,13.7256
2019-09-27 17:20:51.192450047+01:00,12.54912
2019-09-27 17:20:51.392499924+01:00,12.94128
2019-09-27 17:20:51.592400074+01:00,12.94128
2019-09-27 17:20:51.792550087+01:00,12.94128
2019-09-27 17:20:51.992449999+01:00,14.509920000000001
2019-09-27 17:20:52.192549944+01:00,16.47072
2019-09-27 17:20:52.392450094+01:00,16.47072
2019-09-27 17:20:52.592449903+01:00,16.47072
2019-09-27 17:20:52.792500019+01:00,16.07856
2019-09-27 17:20:52.992799997+01:00,16.07856
2019-09-27 17:20:53.192699909+01:00,16.07856
2019-09-27 17:20:53.392549992+01:00,16.07856
2019-09-27 17:20:53.592550039+01:00,15.6864
2019-09-27 17:20:53.792649984+01:00,14.509920000000001
2019-09-27 17:20:53.992650032+01:00,14.509920000000001
2019-09-27 17:20:54.192699909+01:00,14.11776
2019-09-27 17:20:54.392600060+01:00,13.33344
2019-09-27 17:20:54.592700005+01:00,12.94128
2019-09-27 17:20:54.792649984+01:00,13.33344
2019-09-27 17:20:54.992850065+01:00,13.33344
2019-09-27 17:20:55.192650080+01:00,13.33344
2019-09-27 17:20:55.392800093+01:00,14.509920000000001
2019-09-27 17:20:55.592700005+01:00,14.509920000000001
2019-09-27 17:20:55.792700052+01:00,14.509920000000001
2019-09-27 17:20:55.992700100+01:00,14.509920000000001
2019-09-27 17:20:56.192699909+01:00,14.509920000000001
2019-09-27 17:20:56.392750025+01:00,14.11776
2019-09-27 17:20:56.592750072+01:00,15.6864
2019-09-27 17:20:56.792749882+01:00,16.07856
2019-09-27 17:20:56.992749929+01:00,16.07856
2019-09-27 17:20:57.192800045+01:00,15.6864
2019-09-27 17:20:57.392800093+01:00,18.43152
2019-09-27 17:20:57.592950106+01:00,17.6472
2019-09-27 17:20:57.792900085+01:00,17.25504
2019-09-27 17:20:57.993099928+01:00,17.6472
2019-09-27 17:20:58.192850113+01:00,16.47072
2019-09-27 17:20:58.392899990+01:00,16.86288
2019-09-27 17:20:58.592900038+01:00,16.86288
2019-09-27 17:20:58.792900085+01:00,16.86288
2019-09-27 17:20:58.992899895+01:00,16.47072
2019-09-27 17:20:59.192950010+01:00,16.07856
2019-09-27 17:20:59.392950058+01:00,15.29424
2019-09-27 17:20:59.592950106+01:00,14.90208
2019-09-27 17:20:59.792949915+01:00,14.11776
2019-09-27 17:20:59.993000031+01:00,13.33344
2019-09-27 17:21:00.193000078+01:00,12.54912
2019-09-27 17:21:00.393450022+01:00,12.94128
2019-09-27 17:21:00.593050003+01:00,12.94128
2019-09-27 17:21:00.793100119+01:00,12.94128
2019-09-27 17:21:00.994199991+01:00,16.07856
2019-09-27 17:21:01.193249941+01:00,20.39232
2019-09-27 17:21:01.393199921+01:00,21.17664
2019-09-27 17:21:01.593100071+01:00,22.35312
2019-09-27 17:21:01.793349981+01:00,21.5688
2019-09-27 17:21:01.993050098+01:00,21.96096
2019-09-27 17:21:02.193150043+01:00,21.5688
2019-09-27 17:21:02.393150091+01:00,22.74528
2019-09-27 17:21:02.593250036+01:00,21.96096
2019-09-27 17:21:02.794300079+01:00,21.96096
2019-09-27 17:21:02.993149996+01:00,21.5688
2019-09-27 17:21:03.193200111+01:00,21.96096
2019-09-27 17:21:03.393199921+01:00,21.5688
2019-09-27 17:21:03.593499899+01:00,21.96096
2019-09-27 17:21:03.793250084+01:00,21.96096
2019-09-27 17:21:03.993249893+01:00,21.5688
2019-09-27 17:21:04.193249941+01:00,23.529600000000002
2019-09-27 17:21:04.393300056+01:00,23.92176
2019-09-27 17:21:04.594399929+01:00,24.31392
2019-09-27 17:21:04.793349981+01:00,25.88256
2019-09-27 17:21:04.993499994+01:00,26.66688
2019-09-27 17:21:05.193449974+01:00,28.62768
2019-09-27 17:21:05.393450022+01:00,28.62768
2019-09-27 17:21:05.593499899+01:00,28.23552
2019-09-27 17:21:05.793550014+01:00,27.84336
2019-09-27 17:21:05.994499922+01:00,27.84336
2019-09-27 17:21:06.193399906+01:00,28.23552
2019-09-27 17:21:06.393450022+01:00,28.23552
2019-09-27 17:21:06.593450069+01:00,29.019840000000002
2019-09-27 17:21:06.793450117+01:00,30.98064
2019-09-27 17:21:06.993449926+01:00,31.764960000000002
2019-09-27 17:21:07.193900108+01:00,32.15712
2019-09-27 17:21:07.393500090+01:00,30.98064
2019-09-27 17:21:07.593499899+01:00,29.80416
2019-09-27 17:21:07.793600082+01:00,29.019840000000002
2019-09-27 17:21:07.993700027+01:00,28.62768
2019-09-27 17:21:08.193550110+01:00,28.62768
2019-09-27 17:21:08.389750004+01:00,28.62768
2019-09-27 17:21:08.593699932+01:00,28.62768
2019-09-27 17:21:08.793800116+01:00,28.62768
2019-09-27 17:21:08.993700027+01:00,27.05904
2019-09-27 17:21:09.193650007+01:00,12.94128
2019-09-27 17:21:09.389849901+01:00,16.07856
2019-09-27 17:21:09.593650103+01:00,15.29424
2019-09-27 17:21:09.793649912+01:00,14.90208
2019-09-27 17:21:09.993849993+01:00,14.509920000000001
2019-09-27 17:21:10.193700075+01:00,12.15696
2019-09-27 17:21:10.393699884+01:00,12.54912
2019-09-27 17:21:10.593800068+01:00,13.33344
2019-09-27 17:21:10.793800116+01:00,12.94128
2019-09-27 17:21:10.993799925+01:00,15.29424
2019-09-27 17:21:11.193850040+01:00,15.6864
2019-09-27 17:21:11.394000053+01:00,16.07856
2019-09-27 17:21:11.593800068+01:00,15.29424
2019-09-27 17:21:11.793900013+01:00,16.07856
2019-09-27 17:21:11.993799925+01:00,18.82368
2019-09-27 17:21:12.193850040+01:00,21.17664
2019-09-27 17:21:12.393850088+01:00,23.529600000000002
2019-09-27 17:21:12.594449997+01:00,31.764960000000002
2019-09-27 17:21:12.793999910+01:00,45.0984
2019-09-27 17:21:12.993999958+01:00,55.68672
2019-09-27 17:21:13.193949938+01:00,60.00048
2019-09-27 17:21:13.394000053+01:00,65.09856
2019-09-27 17:21:13.593950033+01:00,62.35344
2019-09-27 17:21:13.793900013+01:00,61.56912
2019-09-27 17:21:13.993949890+01:00,61.56912
2019-09-27 17:21:14.193949938+01:00,61.96128
2019-09-27 17:21:14.394000053+01:00,62.35344
2019-09-27 17:21:14.594000101+01:00,62.7456
2019-09-27 17:21:14.793999910+01:00,62.7456
2019-09-27 17:21:14.993999958+01:00,63.13776
2019-09-27 17:21:15.194200039+01:00,63.529920000000004
2019-09-27 17:21:15.394049883+01:00,63.529920000000004
2019-09-27 17:21:15.594249964+01:00,64.31424
2019-09-27 17:21:15.795150042+01:00,64.31424
2019-09-27 17:21:15.994199991+01:00,64.31424
2019-09-27 17:21:16.194099903+01:00,64.7064
2019-09-27 17:21:16.394200087+01:00,65.09856
2019-09-27 17:21:16.594099998+01:00,70.98096
2019-09-27 17:21:16.794150114+01:00,68.628
2019-09-27 17:21:16.994149923+01:00,59.21616
2019-09-27 17:21:17.194200039+01:00,55.294560000000004
2019-09-27 17:21:17.394150019+01:00,53.33376
2019-09-27 17:21:17.594799995+01:00,51.76512
2019-09-27 17:21:17.794199944+01:00,51.76512
2019-09-27 17:21:17.994299889+01:00,52.15728
2019-09-27 17:21:18.194250107+01:00,53.33376
2019-09-27 17:21:18.394350052+01:00,55.68672
2019-09-27 17:21:18.594500065+01:00,60.39264
2019-09-27 17:21:18.794300079+01:00,64.31424
2019-09-27 17:21:18.994349957+01:00,82.74576
2019-09-27 17:21:19.194299936+01:00,82.74576
2019-09-27 17:21:19.394299984+01:00,81.96144
2019-09-27 17:21:19.594350100+01:00,82.74576
2019-09-27 17:21:19.794450045+01:00,59.60832
2019-09-27 17:21:19.994549990+01:00,38.43168
2019-09-27 17:21:20.194400072+01:00,31.3728
2019-09-27 17:21:20.394550085+01:00,25.09824
2019-09-27 17:21:20.594799995+01:00,24.70608
2019-09-27 17:21:20.794549942+01:00,24.70608
2019-09-27 17:21:20.994499922+01:00,24.31392
2019-09-27 17:21:21.194600105+01:00,25.09824
2019-09-27 17:21:21.394550085+01:00,25.88256
2019-09-27 17:21:21.594449997+01:00,26.66688
2019-09-27 17:21:21.794549942+01:00,27.84336
2019-09-27 17:21:21.994499922+01:00,29.019840000000002
2019-09-27 17:21:22.194600105+01:00,29.80416
2019-09-27 17:21:22.394599915+01:00,30.19632
2019-09-27 17:21:22.594549894+01:00,30.58848
2019-09-27 17:21:22.794600010+01:00,30.58848
2019-09-27 17:21:22.994549990+01:00,30.98064
2019-09-27 17:21:23.194649935+01:00,31.764960000000002
2019-09-27 17:21:23.394799948+01:00,31.764960000000002
2019-09-27 17:21:23.594599962+01:00,32.15712
2019-09-27 17:21:23.794600010+01:00,32.54928
2019-09-27 17:21:23.994750023+01:00,32.54928
2019-09-27 17:21:24.194649935+01:00,32.54928
2019-09-27 17:21:24.394799948+01:00,32.54928
2019-09-27 17:21:24.594650030+01:00,32.94144
2019-09-27 17:21:24.794699907+01:00,32.94144
2019-09-27 17:21:24.994899988+01:00,32.54928
2019-09-27 17:21:25.195849895+01:00,32.54928
2019-09-27 17:21:25.390899897+01:00,32.54928
2019-09-27 17:21:25.594949961+01:00,32.94144
2019-09-27 17:21:25.794899940+01:00,32.54928
2019-09-27 17:21:25.994750023+01:00,32.54928
2019-09-27 17:21:26.195050001+01:00,32.94144
2019-09-27 17:21:26.394799948+01:00,32.54928
2019-09-27 17:21:26.595499992+01:00,32.54928
2019-09-27 17:21:26.794899940+01:00,32.54928
2019-09-27 17:21:26.990449905+01:00,32.54928
2019-09-27 17:21:27.194849968+01:00,32.54928
2019-09-27 17:21:27.394999981+01:00,32.54928
2019-09-27 17:21:27.594899893+01:00,32.54928
2019-09-27 17:21:27.795099974+01:00,32.15712
2019-09-27 17:21:27.995100021+01:00,31.764960000000002
2019-09-27 17:21:28.194950104+01:00,31.764960000000002
2019-09-27 17:21:28.395050049+01:00,31.764960000000002
2019-09-27 17:21:28.596050024+01:00,24.31392
2019-09-27 17:21:28.795099974+01:00,16.47072
2019-09-27 17:21:28.995100021+01:00,14.509920000000001
2019-09-27 17:21:29.195250034+01:00,14.90208
2019-09-27 17:21:29.395100117+01:00,16.86288
2019-09-27 17:21:29.595149994+01:00,16.07856
2019-09-27 17:21:29.795000076+01:00,15.6864
2019-09-27 17:21:29.990999937+01:00,15.29424
2019-09-27 17:21:30.195050001+01:00,14.509920000000001
2019-09-27 17:21:30.395100117+01:00,14.11776
2019-09-27 17:21:30.595200062+01:00,12.54912
2019-09-27 17:21:30.795200109+01:00,13.33344
2019-09-27 17:21:30.995199919+01:00,15.29424
2019-09-27 17:21:31.195250034+01:00,15.6864
2019-09-27 17:21:31.395250082+01:00,16.07856
2019-09-27 17:21:31.595400095+01:00,15.6864
2019-09-27 17:21:31.795249939+01:00,17.6472
2019-09-27 17:21:31.995199919+01:00,18.039360000000002
2019-09-27 17:21:32.195199966+01:00,18.43152
2019-09-27 17:21:32.395400047+01:00,18.039360000000002
2019-09-27 17:21:32.595200062+01:00,18.039360000000002
2019-09-27 17:21:32.795449972+01:00,18.039360000000002
2019-09-27 17:21:32.995500088+01:00,18.039360000000002
2019-09-27 17:21:33.195300102+01:00,17.6472
2019-09-27 17:21:33.395299911+01:00,17.6472
2019-09-27 17:21:33.595299959+01:00,15.29424
2019-09-27 17:21:33.795500040+01:00,14.509920000000001
2019-09-27 17:21:33.995300055+01:00,12.94128
2019-09-27 17:21:34.195450068+01:00,14.11776
2019-09-27 17:21:34.395349979+01:00,14.509920000000001
2019-09-27 17:21:34.595350027+01:00,15.6864
2019-09-27 17:21:34.795550108+01:00,15.29424
2019-09-27 17:21:34.995399952+01:00,15.29424
2019-09-27 17:21:35.195549965+01:00,15.29424
2019-09-27 17:21:35.395499945+01:00,15.29424
2019-09-27 17:21:35.595449924+01:00,15.29424
2019-09-27 17:21:35.795449972+01:00,15.29424
2019-09-27 17:21:35.995549917+01:00,15.29424
2019-09-27 17:21:36.195499897+01:00,15.29424
2019-09-27 17:21:36.391499996+01:00,15.29424
2019-09-27 17:21:36.595599890+01:00,15.29424
2019-09-27 17:21:36.795500040+01:00,15.29424
2019-09-27 17:21:36.995599985+01:00,15.29424
2019-09-27 17:21:37.195699930+01:00,15.29424
2019-09-27 17:21:37.395550013+01:00,15.29424
2019-09-27 17:21:37.595849991+01:00,15.29424
2019-09-27 17:21:37.795550108+01:00,15.29424
2019-09-27 17:21:37.995549917+01:00,15.29424
2019-09-27 17:21:38.195600033+01:00,14.90208
2019-09-27 17:21:38.395849943+01:00,14.90208
2019-09-27 17:21:38.595649958+01:00,14.90208
2019-09-27 17:21:38.795650005+01:00,14.90208
2019-09-27 17:21:38.995899916+01:00,14.90208
2019-09-27 17:21:39.195699930+01:00,14.509920000000001
2019-09-27 17:21:39.395950079+01:00,14.509920000000001
2019-09-27 17:21:39.595649958+01:00,14.509920000000001
2019-09-27 17:21:39.795700073+01:00,14.509920000000001
2019-09-27 17:21:39.995749950+01:00,14.509920000000001
2019-09-27 17:21:40.195749998+01:00,14.509920000000001
2019-09-27 17:21:40.395800114+01:00,14.509920000000001
2019-09-27 17:21:40.595799923+01:00,14.509920000000001
2019-09-27 17:21:40.796000004+01:00,14.509920000000001
2019-09-27 17:21:40.996049881+01:00,14.509920000000001
2019-09-27 17:21:41.195899963+01:00,14.509920000000001
2019-09-27 17:21:41.395950079+01:00,14.11776
2019-09-27 17:21:41.595849991+01:00,14.11776
2019-09-27 17:21:41.795850039+01:00,14.11776
2019-09-27 17:21:41.996099949+01:00,14.11776
2019-09-27 17:21:42.196150064+01:00,14.11776
2019-09-27 17:21:42.397449970+01:00,14.11776
2019-09-27 17:21:42.595949888+01:00,14.11776
2019-09-27 17:21:42.796000004+01:00,14.11776
2019-09-27 17:21:42.996200085+01:00,14.11776
2019-09-27 17:21:43.196099997+01:00,14.11776
2019-09-27 17:21:43.396100044+01:00,14.11776
2019-09-27 17:21:43.596050024+01:00,14.11776
2019-09-27 17:21:43.796050072+01:00,14.11776
2019-09-27 17:21:43.996049881+01:00,14.11776
2019-09-27 17:21:44.196300030+01:00,14.11776
2019-09-27 17:21:44.396100044+01:00,14.11776
2019-09-27 17:21:44.596450090+01:00,13.7256
2019-09-27 17:21:44.797049999+01:00,14.90208
2019-09-27 17:21:44.996400118+01:00,14.11776
2019-09-27 17:21:45.197099924+01:00,12.94128
2019-09-27 17:21:45.396250010+01:00,12.94128
2019-09-27 17:21:45.596349955+01:00,12.94128
2019-09-27 17:21:45.796250105+01:00,13.7256
2019-09-27 17:21:45.997400045+01:00,13.7256
2019-09-27 17:21:46.196449995+01:00,14.11776
2019-09-27 17:21:46.396349907+01:00,14.11776
2019-09-27 17:21:46.596349955+01:00,13.7256
2019-09-27 17:21:46.797600031+01:00,13.33344
2019-09-27 17:21:46.996350050+01:00,13.7256
2019-09-27 17:21:47.196399927+01:00,13.7256
2019-09-27 17:21:47.396399975+01:00,13.33344
2019-09-27 17:21:47.597349882+01:00,13.33344
2019-09-27 17:21:47.797800064+01:00,13.7256
2019-09-27 17:21:47.997499943+01:00,13.7256
2019-09-27 17:21:48.197400093+01:00,13.33344
2019-09-27 17:21:48.396300077+01:00,12.94128
2019-09-27 17:21:48.597650051+01:00,13.7256
2019-09-27 17:21:48.797450066+01:00,13.33344
2019-09-27 17:21:48.997450113+01:00,13.33344
2019-09-27 17:21:49.196399927+01:00,12.94128
2019-09-27 17:21:49.397200108+01:00,12.94128
2019-09-27 17:21:49.596400023+01:00,13.33344
2019-09-27 17:21:49.797849894+01:00,12.94128
2019-09-27 17:21:49.997400045+01:00,12.54912
2019-09-27 17:21:50.197249889+01:00,13.33344
2019-09-27 17:21:50.397650003+01:00,13.33344
2019-09-27 17:21:50.597249985+01:00,12.94128
2019-09-27 17:22:08.797800064+01:00,29.412
2019-09-27 17:22:08.997849941+01:00,23.13744
2019-09-27 17:22:09.197849989+01:00,27.84336
2019-09-27 17:22:09.397749901+01:00,29.019840000000002
2019-09-27 17:22:09.597850084+01:00,21.5688
2019-09-27 17:22:09.797800064+01:00,21.17664
2019-09-27 17:22:09.998049974+01:00,20.784480000000002
2019-09-27 17:22:10.198250055+01:00,17.25504
2019-09-27 17:22:10.398000002+01:00,15.6864
2019-09-27 17:22:10.598150015+01:00,16.86288
2019-09-27 17:22:10.797950029+01:00,17.6472
2019-09-27 17:22:10.997999907+01:00,18.82368
2019-09-27 17:22:11.198100090+01:00,19.21584
2019-09-27 17:22:11.397949934+01:00,22.35312
2019-09-27 17:22:11.597899914+01:00,24.31392
2019-09-27 17:22:11.798300028+01:00,25.09824
2019-09-27 17:22:11.998250008+01:00,25.4904
2019-09-27 17:22:12.198199987+01:00,25.88256
2019-09-27 17:22:12.398050070+01:00,25.4904
2019-09-27 17:22:12.599200010+01:00,25.4904
2019-09-27 17:22:12.798300028+01:00,25.4904
2019-09-27 17:22:12.999000072+01:00,14.509920000000001
2019-09-27 17:22:13.198050022+01:00,17.25504
2019-09-27 17:22:13.398050070+01:00,16.86288
2019-09-27 17:22:13.598050117+01:00,16.07856
2019-09-27 17:22:13.798199892+01:00,15.6864
2019-09-27 17:22:13.998100042+01:00,15.29424
2019-09-27 17:22:14.198100090+01:00,14.509920000000001
2019-09-27 17:22:14.398099899+01:00,14.11776
2019-09-27 17:22:14.598099947+01:00,15.29424
2019-09-27 17:22:14.798150063+01:00,16.47072
2019-09-27 17:22:14.998150110+01:00,15.6864
2019-09-27 17:22:15.198450089+01:00,23.529600000000002
2019-09-27 17:22:15.398200035+01:00,26.66688
2019-09-27 17:22:15.598200083+01:00,34.51008
2019-09-27 17:22:15.798300028+01:00,33.333600000000004
2019-09-27 17:22:15.998199940+01:00,33.72576
2019-09-27 17:22:16.198250055+01:00,35.2944
2019-09-27 17:22:16.398250103+01:00,36.078720000000004
2019-09-27 17:22:16.598249912+01:00,36.47088
2019-09-27 17:22:16.799050093+01:00,37.64736
2019-09-27 17:22:16.998399973+01:00,38.43168
2019-09-27 17:22:17.198299885+01:00,36.078720000000004
2019-09-27 17:22:17.398400068+01:00,34.11792
2019-09-27 17:22:17.598550081+01:00,32.94144
2019-09-27 17:22:17.798650026+01:00,31.764960000000002
2019-09-27 17:22:17.998349905+01:00,30.98064
2019-09-27 17:22:18.198349953+01:00,31.3728
2019-09-27 17:22:18.398400068+01:00,30.98064
2019-09-27 17:22:18.598400116+01:00,30.98064
2019-09-27 17:22:18.798799992+01:00,30.98064
2019-09-27 17:22:18.998399973+01:00,16.47072
2019-09-27 17:22:19.198450089+01:00,16.86288
2019-09-27 17:22:19.398799896+01:00,16.07856
2019-09-27 17:22:19.598500013+01:00,15.29424
2019-09-27 17:22:19.798749924+01:00,14.11776
2019-09-27 17:22:19.998650074+01:00,14.90208
2019-09-27 17:22:20.198549986+01:00,16.47072
2019-09-27 17:22:20.398649931+01:00,15.29424
2019-09-27 17:22:20.598649979+01:00,14.90208
2019-09-27 17:22:20.799350023+01:00,13.7256
2019-09-27 17:22:20.998650074+01:00,16.86288
2019-09-27 17:22:21.198699951+01:00,18.82368
2019-09-27 17:22:21.398849964+01:00,17.25504
2019-09-27 17:22:21.598850012+01:00,16.86288
2019-09-27 17:22:21.798599958+01:00,18.82368
2019-09-27 17:22:21.998850107+01:00,19.608
2019-09-27 17:22:22.198750019+01:00,18.82368
2019-09-27 17:22:22.398750067+01:00,19.21584
2019-09-27 17:22:22.598649979+01:00,19.608
2019-09-27 17:22:22.798700094+01:00,19.608
2019-09-27 17:22:22.998699903+01:00,20.00016
2019-09-27 17:22:23.198849916+01:00,20.00016
2019-09-27 17:22:23.398799896+01:00,20.00016
2019-09-27 17:22:23.598799944+01:00,20.00016
2019-09-27 17:22:23.798799992+01:00,18.82368
2019-09-27 17:22:23.998850107+01:00,20.39232
2019-09-27 17:22:24.198950052+01:00,20.784480000000002
2019-09-27 17:22:24.398950100+01:00,20.39232
2019-09-27 17:22:24.599649906+01:00,20.784480000000002
