timestamps,response,length,service
2019-09-27 17:24:07.326699972+01:00,4,3,1
2019-09-27 17:24:07.347349882+01:00,4,4,1
2019-09-27 17:24:07.366800070+01:00,4,3,1
2019-09-27 17:24:07.406749964+01:00,4,3,1
2019-09-27 17:24:07.447149992+01:00,4,4,1
2019-09-27 17:24:07.526799916+01:00,4,3,1
2019-09-27 17:24:07.547349930+01:00,4,4,1
2019-09-27 17:24:07.566750050+01:00,4,3,1
2019-09-27 17:24:07.606750011+01:00,4,3,1
2019-09-27 17:24:07.647150040+01:00,4,4,1
2019-09-27 17:24:07.726700068+01:00,4,3,1
2019-09-27 17:24:07.747299910+01:00,4,4,1
2019-09-27 17:24:07.766700029+01:00,4,3,1
2019-09-27 17:24:07.806699991+01:00,4,3,1
2019-09-27 17:24:07.847100019+01:00,4,4,1
2019-09-27 17:24:07.926749945+01:00,4,3,1
2019-09-27 17:24:07.947299957+01:00,4,4,1
2019-09-27 17:24:07.966749907+01:00,4,3,1
2019-09-27 17:24:08.006999969+01:00,4,3,1
2019-09-27 17:24:08.047100067+01:00,4,4,1
2019-09-27 17:24:08.086750031+01:00,4,3,1
2019-09-27 17:24:08.126950026+01:00,4,3,1
2019-09-27 17:24:08.147350073+01:00,4,4,1
2019-09-27 17:24:08.166949987+01:00,4,3,1
2019-09-27 17:24:08.206799984+01:00,4,3,1
2019-09-27 17:24:08.246500015+01:00,4,4,1
2019-09-27 17:24:08.325999975+01:00,4,3,1
2019-09-27 17:24:08.346349955+01:00,4,4,1
2019-09-27 17:24:08.366050005+01:00,4,3,1
2019-09-27 17:24:08.406749964+01:00,4,3,1
2019-09-27 17:24:08.447099924+01:00,4,4,1
2019-09-27 17:24:08.526799916+01:00,4,3,1
2019-09-27 17:24:08.547349930+01:00,4,4,1
2019-09-27 17:24:08.566750050+01:00,4,3,1
2019-09-27 17:24:08.606800079+01:00,4,3,1
2019-09-27 17:24:08.647150040+01:00,4,4,1
2019-09-27 17:24:08.726749897+01:00,4,3,1
2019-09-27 17:24:08.747349977+01:00,4,4,1
2019-09-27 17:24:08.766700029+01:00,4,3,1
2019-09-27 17:24:08.806750059+01:00,4,3,1
2019-09-27 17:24:08.847100019+01:00,4,4,1
2019-09-27 17:24:08.926749945+01:00,4,3,1
2019-09-27 17:24:08.947299957+01:00,4,4,1
2019-09-27 17:24:08.966749907+01:00,4,3,1
2019-09-27 17:24:09.006050110+01:00,4,3,1
2019-09-27 17:24:09.047149897+01:00,4,4,1
2019-09-27 17:24:09.086750031+01:00,4,3,1
2019-09-27 17:24:09.126800059+01:00,4,3,1
2019-09-27 17:24:09.147300005+01:00,4,4,1
2019-09-27 17:24:09.166800022+01:00,4,3,1
2019-09-27 17:24:09.206749916+01:00,4,3,1
2019-09-27 17:24:09.247349977+01:00,4,4,1
2019-09-27 17:24:09.326800108+01:00,4,3,1
2019-09-27 17:24:09.347300053+01:00,4,4,1
2019-09-27 17:24:09.366750002+01:00,4,3,1
2019-09-27 17:24:09.407150030+01:00,4,3,1
2019-09-27 17:24:09.446700096+01:00,4,4,1
2019-09-27 17:24:09.526750088+01:00,4,3,1
2019-09-27 17:24:09.547300100+01:00,4,4,1
2019-09-27 17:24:09.566750050+01:00,4,3,1
2019-09-27 17:24:09.606699944+01:00,4,3,1
2019-09-27 17:24:09.647300005+01:00,4,4,1
2019-09-27 17:24:09.726749897+01:00,4,3,1
2019-09-27 17:24:09.747299910+01:00,4,4,1
2019-09-27 17:24:09.766700029+01:00,4,3,1
2019-09-27 17:24:09.806699991+01:00,4,3,1
2019-09-27 17:24:09.847100019+01:00,4,4,1
2019-09-27 17:24:09.926749945+01:00,4,3,1
2019-09-27 17:24:09.947550058+01:00,4,4,1
2019-09-27 17:24:09.966749907+01:00,4,3,1
2019-09-27 17:24:10.006999969+01:00,4,3,1
2019-09-27 17:24:10.047100067+01:00,4,4,1
2019-09-27 17:24:10.086750031+01:00,4,3,1
2019-09-27 17:24:10.126699923+01:00,4,3,1
2019-09-27 17:24:10.147300005+01:00,4,4,1
2019-09-27 17:24:10.166749954+01:00,4,3,1
2019-09-27 17:24:10.207000017+01:00,4,3,1
2019-09-27 17:24:10.247149944+01:00,4,4,1
2019-09-27 17:24:10.326750040+01:00,4,3,1
2019-09-27 17:24:10.347150087+01:00,4,4,1
2019-09-27 17:24:10.366750002+01:00,4,3,1
2019-09-27 17:24:10.406699896+01:00,4,3,1
2019-09-27 17:24:10.447099924+01:00,4,4,1
2019-09-27 17:24:10.527050017+01:00,4,3,1
2019-09-27 17:24:10.546299934+01:00,4,4,1
2019-09-27 17:24:10.566400051+01:00,4,3,1
2019-09-27 17:24:10.606300116+01:00,4,3,1
2019-09-27 17:24:10.646650076+01:00,4,4,1
2019-09-27 17:24:10.726700068+01:00,4,3,1
2019-09-27 17:24:10.747349977+01:00,4,4,1
2019-09-27 17:24:10.766700029+01:00,4,3,1
2019-09-27 17:24:10.806750059+01:00,4,3,1
2019-09-27 17:24:10.847349882+01:00,4,4,1
2019-09-27 17:24:10.926749945+01:00,4,3,1
2019-09-27 17:24:10.947299957+01:00,4,4,1
2019-09-27 17:24:10.966749907+01:00,4,3,1
2019-09-27 17:24:11.006750107+01:00,4,3,1
2019-09-27 17:24:11.046900034+01:00,4,4,1
2019-09-27 17:24:11.086750031+01:00,4,3,1
2019-09-27 17:24:11.126549958+01:00,4,3,1
2019-09-27 17:24:11.147300005+01:00,4,4,1
2019-09-27 17:24:11.166500092+01:00,4,3,1
2019-09-27 17:24:11.206500053+01:00,4,3,1
2019-09-27 17:24:11.246900082+01:00,4,4,1
2019-09-27 17:24:11.326499939+01:00,4,3,1
2019-09-27 17:24:11.347300053+01:00,4,4,1
2019-09-27 17:24:11.366499901+01:00,4,3,1
2019-09-27 17:24:11.406500101+01:00,4,3,1
2019-09-27 17:24:11.446899891+01:00,4,4,1
2019-09-27 17:24:11.526499987+01:00,4,3,1
2019-09-27 17:24:11.547300100+01:00,4,4,1
2019-09-27 17:24:11.566450119+01:00,4,3,1
2019-09-27 17:24:11.606499910+01:00,4,3,1
2019-09-27 17:24:11.646899939+01:00,4,4,1
2019-09-27 17:24:11.726249933+01:00,4,3,1
2019-09-27 17:24:11.746449947+01:00,4,4,1
2019-09-27 17:24:11.766249895+01:00,4,3,1
2019-09-27 17:24:11.806499958+01:00,4,3,1
2019-09-27 17:24:11.846849918+01:00,4,4,1
2019-09-27 17:24:11.926949978+01:00,4,3,1
2019-09-27 17:24:11.947299957+01:00,4,4,1
2019-09-27 17:24:11.966500044+01:00,4,3,1
2019-09-27 17:24:12.006599903+01:00,4,3,1
2019-09-27 17:24:12.046900034+01:00,4,4,1
2019-09-27 17:24:12.086499929+01:00,4,3,1
2019-09-27 17:24:12.126499891+01:00,4,3,1
2019-09-27 17:24:12.147500038+01:00,4,4,1
2019-09-27 17:24:12.166450024+01:00,4,3,1
2019-09-27 17:24:12.206500053+01:00,4,3,1
2019-09-27 17:24:12.246649981+01:00,4,4,1
2019-09-27 17:24:12.326950073+01:00,4,3,1
2019-09-27 17:24:12.347300053+01:00,4,4,1
2019-09-27 17:24:12.366499901+01:00,4,3,1
2019-09-27 17:24:12.406500101+01:00,4,3,1
2019-09-27 17:24:12.446700096+01:00,4,4,1
2019-09-27 17:24:12.526499987+01:00,4,3,1
2019-09-27 17:24:12.547049999+01:00,4,4,1
2019-09-27 17:24:12.566450119+01:00,4,3,1
2019-09-27 17:24:12.607450008+01:00,4,3,1
2019-09-27 17:24:12.646699905+01:00,4,4,1
2019-09-27 17:24:12.726500034+01:00,4,3,1
2019-09-27 17:24:12.747100115+01:00,4,4,1
2019-09-27 17:24:12.766499996+01:00,4,3,1
2019-09-27 17:24:12.807100058+01:00,4,3,1
2019-09-27 17:24:12.846299887+01:00,4,4,1
2019-09-27 17:24:12.926350117+01:00,4,3,1
2019-09-27 17:24:12.947099924+01:00,4,4,1
2019-09-27 17:24:12.966700077+01:00,4,3,1
2019-09-27 17:24:13.006550074+01:00,4,3,1
2019-09-27 17:24:13.046700001+01:00,4,4,1
2019-09-27 17:24:13.086499929+01:00,4,3,1
2019-09-27 17:24:13.126450062+01:00,4,3,1
2019-09-27 17:24:13.147150040+01:00,4,4,1
2019-09-27 17:24:13.166549921+01:00,4,3,1
2019-09-27 17:24:13.207050085+01:00,4,3,1
2019-09-27 17:24:13.246649981+01:00,4,4,1
2019-09-27 17:24:13.326750040+01:00,4,3,1
2019-09-27 17:24:13.347100019+01:00,4,4,1
2019-09-27 17:24:13.366499901+01:00,4,3,1
2019-09-27 17:24:13.406500101+01:00,4,3,1
2019-09-27 17:24:13.446650028+01:00,4,4,1
2019-09-27 17:24:13.526499987+01:00,4,3,1
2019-09-27 17:24:13.546849966+01:00,4,4,1
2019-09-27 17:24:13.566499949+01:00,4,3,1
2019-09-27 17:24:13.606499910+01:00,4,3,1
2019-09-27 17:24:13.646650076+01:00,4,4,1
2019-09-27 17:24:13.726500034+01:00,4,3,1
2019-09-27 17:24:13.746850014+01:00,4,4,1
2019-09-27 17:24:13.766499996+01:00,4,3,1
2019-09-27 17:24:13.806499958+01:00,4,3,1
2019-09-27 17:24:13.846649885+01:00,4,4,1
2019-09-27 17:24:13.926800013+01:00,4,3,1
2019-09-27 17:24:13.947649956+01:00,4,4,1
2019-09-27 17:24:13.966500044+01:00,4,3,1
2019-09-27 17:24:14.006400108+01:00,4,3,1
2019-09-27 17:24:14.046400070+01:00,4,4,1
2019-09-27 17:24:14.086499929+01:00,4,3,1
2019-09-27 17:24:14.126549958+01:00,4,3,1
2019-09-27 17:24:14.146850109+01:00,4,4,1
2019-09-27 17:24:14.166650057+01:00,4,3,1
2019-09-27 17:24:14.207200050+01:00,4,3,1
2019-09-27 17:24:14.246900082+01:00,4,4,1
2019-09-27 17:24:14.326499939+01:00,4,3,1
2019-09-27 17:24:14.346899986+01:00,4,4,1
2019-09-27 17:24:14.366750002+01:00,4,3,1
2019-09-27 17:24:14.406549931+01:00,4,3,1
2019-09-27 17:24:14.446700096+01:00,4,4,1
2019-09-27 17:24:14.526449919+01:00,4,3,1
2019-09-27 17:24:14.546849966+01:00,4,4,1
2019-09-27 17:24:14.566499949+01:00,4,3,1
2019-09-27 17:24:14.606699944+01:00,4,3,1
2019-09-27 17:24:14.646650076+01:00,4,4,1
2019-09-27 17:24:14.726500034+01:00,4,3,1
2019-09-27 17:24:14.747499943+01:00,4,4,1
2019-09-27 17:24:14.766550064+01:00,4,3,1
2019-09-27 17:24:14.806449890+01:00,4,3,1
2019-09-27 17:24:14.846649885+01:00,4,4,1
2019-09-27 17:24:14.926500082+01:00,4,3,1
2019-09-27 17:24:14.946850061+01:00,4,4,1
2019-09-27 17:24:14.966449976+01:00,4,3,1
2019-09-27 17:24:15.006500006+01:00,4,3,1
2019-09-27 17:24:15.046900034+01:00,4,4,1
2019-09-27 17:24:15.086849928+01:00,4,3,1
2019-09-27 17:24:15.126600027+01:00,4,3,1
2019-09-27 17:24:15.146749973+01:00,4,4,1
2019-09-27 17:24:15.166699886+01:00,4,3,1
2019-09-27 17:24:15.206500053+01:00,4,3,1
2019-09-27 17:24:15.246700048+01:00,4,4,1
2019-09-27 17:24:15.326499939+01:00,4,3,1
2019-09-27 17:24:15.346849918+01:00,4,4,1
2019-09-27 17:24:15.366499901+01:00,4,3,1
2019-09-27 17:24:15.406500101+01:00,4,3,1
2019-09-27 17:24:15.446850061+01:00,4,4,1
2019-09-27 17:24:15.526499987+01:00,4,3,1
2019-09-27 17:24:15.546900034+01:00,4,4,1
2019-09-27 17:24:15.566550016+01:00,4,3,1
2019-09-27 17:24:15.606499910+01:00,4,3,1
2019-09-27 17:24:15.646749973+01:00,4,4,1
2019-09-27 17:24:15.726550102+01:00,4,3,1
2019-09-27 17:24:15.747149944+01:00,4,4,1
2019-09-27 17:24:15.766700029+01:00,4,3,1
2019-09-27 17:24:15.806499958+01:00,4,3,1
2019-09-27 17:24:15.846600056+01:00,4,4,1
2019-09-27 17:24:15.926549911+01:00,4,3,1
2019-09-27 17:24:15.946799994+01:00,4,4,1
2019-09-27 17:24:15.966500044+01:00,4,3,1
2019-09-27 17:24:16.006550074+01:00,4,3,1
2019-09-27 17:24:16.046649933+01:00,4,4,1
2019-09-27 17:24:16.086600065+01:00,4,3,1
2019-09-27 17:24:16.126699923+01:00,4,3,1
2019-09-27 17:24:16.146899939+01:00,4,4,1
2019-09-27 17:24:16.166699886+01:00,4,3,1
2019-09-27 17:24:16.206549883+01:00,4,3,1
2019-09-27 17:24:16.246649981+01:00,4,4,1
2019-09-27 17:24:16.326699972+01:00,4,3,1
2019-09-27 17:24:16.346699953+01:00,4,4,1
2019-09-27 17:24:16.366600037+01:00,4,3,1
2019-09-27 17:24:16.406749964+01:00,4,3,1
2019-09-27 17:24:16.447750092+01:00,4,4,1
2019-09-27 17:24:16.526599884+01:00,4,3,1
2019-09-27 17:24:16.546849966+01:00,4,4,1
2019-09-27 17:24:16.566849947+01:00,4,3,1
2019-09-27 17:24:16.606699944+01:00,4,3,1
2019-09-27 17:24:16.646650076+01:00,4,4,1
2019-09-27 17:24:16.726599932+01:00,4,3,1
2019-09-27 17:24:16.746850014+01:00,4,4,1
2019-09-27 17:24:16.766700029+01:00,4,3,1
2019-09-27 17:24:16.806600094+01:00,4,3,1
2019-09-27 17:24:16.846600056+01:00,4,4,1
2019-09-27 17:24:16.926599979+01:00,4,3,1
2019-09-27 17:24:16.947750092+01:00,4,4,1
2019-09-27 17:24:16.966700077+01:00,4,3,1
2019-09-27 17:24:17.006700039+01:00,4,3,1
2019-09-27 17:24:17.046649933+01:00,4,4,1
2019-09-27 17:24:17.086649895+01:00,4,3,1
2019-09-27 17:24:17.126650094+01:00,4,3,1
2019-09-27 17:24:17.146800041+01:00,4,4,1
2019-09-27 17:24:17.166650057+01:00,4,3,1
2019-09-27 17:24:17.206650019+01:00,4,3,1
2019-09-27 17:24:17.246799946+01:00,4,4,1
2019-09-27 17:24:17.326649904+01:00,4,3,1
2019-09-27 17:24:17.346800089+01:00,4,4,1
2019-09-27 17:24:17.366650105+01:00,4,3,1
2019-09-27 17:24:17.406899929+01:00,4,3,1
2019-09-27 17:24:17.446949959+01:00,4,4,1
2019-09-27 17:24:17.526750088+01:00,4,3,1
2019-09-27 17:24:17.546849966+01:00,4,4,1
2019-09-27 17:24:17.566800117+01:00,4,3,1
2019-09-27 17:24:17.606650114+01:00,4,3,1
2019-09-27 17:24:17.646850109+01:00,4,4,1
2019-09-27 17:24:17.726650+01:00,4,3,1
2019-09-27 17:24:17.746799946+01:00,4,4,1
2019-09-27 17:24:17.766649961+01:00,4,3,1
2019-09-27 17:24:17.806900024+01:00,4,3,1
2019-09-27 17:24:17.846750021+01:00,4,4,1
2019-09-27 17:24:17.926650047+01:00,4,3,1
2019-09-27 17:24:17.947050095+01:00,4,4,1
2019-09-27 17:24:17.966749907+01:00,4,3,1
2019-09-27 17:24:18.006700039+01:00,4,3,1
2019-09-27 17:24:18.046900034+01:00,4,4,1
2019-09-27 17:24:18.086750031+01:00,4,3,1
2019-09-27 17:24:18.126800059+01:00,4,3,1
2019-09-27 17:24:18.147049904+01:00,4,4,1
2019-09-27 17:24:18.166699886+01:00,4,3,1
2019-09-27 17:24:18.206700087+01:00,4,3,1
2019-09-27 17:24:18.246850014+01:00,4,4,1
2019-09-27 17:24:18.326950073+01:00,4,3,1
2019-09-27 17:24:18.347100019+01:00,4,4,1
2019-09-27 17:24:18.366750002+01:00,4,3,1
2019-09-27 17:24:18.406800032+01:00,4,3,1
2019-09-27 17:24:18.446949959+01:00,4,4,1
2019-09-27 17:24:18.526900053+01:00,4,3,1
2019-09-27 17:24:18.547049999+01:00,4,4,1
2019-09-27 17:24:18.567450047+01:00,4,3,1
2019-09-27 17:24:18.606699944+01:00,4,3,1
2019-09-27 17:24:18.646749973+01:00,4,4,1
2019-09-27 17:24:18.726749897+01:00,4,3,1
2019-09-27 17:24:18.746900082+01:00,4,4,1
2019-09-27 17:24:18.766700029+01:00,4,3,1
2019-09-27 17:24:18.806750059+01:00,4,3,1
2019-09-27 17:24:18.846750021+01:00,4,4,1
2019-09-27 17:24:18.926850080+01:00,4,3,1
2019-09-27 17:24:18.947099924+01:00,4,4,1
2019-09-27 17:24:18.966749907+01:00,4,3,1
2019-09-27 17:24:19.006750107+01:00,4,3,1
2019-09-27 17:24:19.047049999+01:00,4,4,1
2019-09-27 17:24:19.086750031+01:00,4,3,1
2019-09-27 17:24:19.126749992+01:00,4,3,1
2019-09-27 17:24:19.146950006+01:00,4,4,1
2019-09-27 17:24:19.167000055+01:00,4,3,1
2019-09-27 17:24:19.206799984+01:00,4,3,1
2019-09-27 17:24:19.246750116+01:00,4,4,1
2019-09-27 17:24:19.326800108+01:00,4,3,1
2019-09-27 17:24:19.346899986+01:00,4,4,1
2019-09-27 17:24:19.366800070+01:00,4,3,1
2019-09-27 17:24:19.406800032+01:00,4,3,1
2019-09-27 17:24:19.446799994+01:00,4,4,1
2019-09-27 17:24:19.528000115+01:00,4,3,1
2019-09-27 17:24:19.547199965+01:00,4,4,1
2019-09-27 17:24:19.566800117+01:00,4,3,1
2019-09-27 17:24:19.606950045+01:00,4,3,1
2019-09-27 17:24:19.648200035+01:00,4,4,1
2019-09-27 17:24:19.726999998+01:00,4,3,1
2019-09-27 17:24:19.747050047+01:00,4,4,1
2019-09-27 17:24:19.767199993+01:00,4,3,1
2019-09-27 17:24:19.806849957+01:00,4,3,1
2019-09-27 17:24:19.846849918+01:00,4,4,1
2019-09-27 17:24:19.926800013+01:00,4,3,1
2019-09-27 17:24:19.946949959+01:00,4,4,1
2019-09-27 17:24:19.967050076+01:00,4,3,1
2019-09-27 17:24:20.006999969+01:00,4,3,1
2019-09-27 17:24:20.046900034+01:00,4,4,1
2019-09-27 17:24:20.086899996+01:00,4,3,1
2019-09-27 17:24:20.126849890+01:00,4,3,1
2019-09-27 17:24:20.147000074+01:00,4,4,1
2019-09-27 17:24:20.166850090+01:00,4,3,1
2019-09-27 17:24:20.206899881+01:00,4,3,1
2019-09-27 17:24:20.246900082+01:00,4,4,1
2019-09-27 17:24:20.326849937+01:00,4,3,1
2019-09-27 17:24:20.347199917+01:00,4,4,1
2019-09-27 17:24:20.366899967+01:00,4,3,1
2019-09-27 17:24:20.406949997+01:00,4,3,1
2019-09-27 17:24:20.447149992+01:00,4,4,1
2019-09-27 17:24:20.526949883+01:00,4,3,1
2019-09-27 17:24:20.547049999+01:00,4,4,1
2019-09-27 17:24:20.566999912+01:00,4,3,1
2019-09-27 17:24:20.606950045+01:00,4,3,1
2019-09-27 17:24:20.647150040+01:00,4,4,1
2019-09-27 17:24:20.726949930+01:00,4,3,1
2019-09-27 17:24:20.746999979+01:00,4,4,1
2019-09-27 17:24:20.767149925+01:00,4,3,1
2019-09-27 17:24:20.807049990+01:00,4,3,1
2019-09-27 17:24:20.846999884+01:00,4,4,1
2019-09-27 17:24:20.927000046+01:00,4,3,1
2019-09-27 17:24:20.947000027+01:00,4,4,1
2019-09-27 17:24:20.967000008+01:00,4,3,1
2019-09-27 17:24:21.006999969+01:00,4,3,1
2019-09-27 17:24:21.047049999+01:00,4,4,1
2019-09-27 17:24:21.086999893+01:00,4,3,1
2019-09-27 17:24:21.127099991+01:00,4,3,1
2019-09-27 17:24:21.147249937+01:00,4,4,1
2019-09-27 17:24:21.167000055+01:00,4,3,1
2019-09-27 17:24:21.207200050+01:00,4,3,1
2019-09-27 17:24:21.247250080+01:00,4,4,1
2019-09-27 17:24:21.327199936+01:00,4,3,1
2019-09-27 17:24:21.347199917+01:00,4,4,1
2019-09-27 17:24:21.367000103+01:00,4,3,1
2019-09-27 17:24:21.406899929+01:00,4,3,1
2019-09-27 17:24:21.447050095+01:00,4,4,1
2019-09-27 17:24:21.527050017+01:00,4,3,1
2019-09-27 17:24:21.547199965+01:00,4,4,1
2019-09-27 17:24:21.566950083+01:00,4,3,1
2019-09-27 17:24:21.606950045+01:00,4,3,1
2019-09-27 17:24:21.646950006+01:00,4,4,1
2019-09-27 17:24:21.726949930+01:00,4,3,1
2019-09-27 17:24:21.747149944+01:00,4,4,1
2019-09-27 17:24:21.767050028+01:00,4,3,1
2019-09-27 17:24:21.806900024+01:00,4,3,1
2019-09-27 17:24:21.847100019+01:00,4,4,1
2019-09-27 17:24:21.926949978+01:00,4,3,1
2019-09-27 17:24:21.947249889+01:00,4,4,1
2019-09-27 17:24:21.966949940+01:00,4,3,1
2019-09-27 17:24:22.006999969+01:00,4,3,1
2019-09-27 17:24:22.047100067+01:00,4,4,1
2019-09-27 17:24:22.086999893+01:00,4,3,1
2019-09-27 17:24:22.127000093+01:00,4,3,1
2019-09-27 17:24:22.147300005+01:00,4,4,1
2019-09-27 17:24:22.167000055+01:00,4,3,1
2019-09-27 17:24:22.207099915+01:00,4,3,1
2019-09-27 17:24:22.247349977+01:00,4,4,1
2019-09-27 17:24:22.326999903+01:00,4,3,1
2019-09-27 17:24:22.348400116+01:00,4,4,1
2019-09-27 17:24:22.367000103+01:00,4,3,1
2019-09-27 17:24:22.407000065+01:00,4,3,1
2019-09-27 17:24:22.447249889+01:00,4,4,1
2019-09-27 17:24:22.527199984+01:00,4,3,1
2019-09-27 17:24:22.547250032+01:00,4,4,1
2019-09-27 17:24:22.567150116+01:00,4,3,1
2019-09-27 17:24:22.607000113+01:00,4,3,1
2019-09-27 17:24:22.647000074+01:00,4,4,1
2019-09-27 17:24:22.726999998+01:00,4,3,1
2019-09-27 17:24:22.747149944+01:00,4,4,1
2019-09-27 17:24:22.766999960+01:00,4,3,1
2019-09-27 17:24:22.806999922+01:00,4,3,1
2019-09-27 17:24:22.847199917+01:00,4,4,1
2019-09-27 17:24:22.927050114+01:00,4,3,1
2019-09-27 17:24:22.947149992+01:00,4,4,1
2019-09-27 17:24:22.967149973+01:00,4,3,1
2019-09-27 17:24:23.007149935+01:00,4,3,1
2019-09-27 17:24:23.047049999+01:00,4,4,1
2019-09-27 17:24:23.087300062+01:00,4,3,1
2019-09-27 17:24:23.127049923+01:00,4,3,1
2019-09-27 17:24:23.147200108+01:00,4,4,1
2019-09-27 17:24:23.167249918+01:00,4,3,1
2019-09-27 17:24:23.207149982+01:00,4,3,1
2019-09-27 17:24:23.247200012+01:00,4,4,1
2019-09-27 17:24:23.327150106+01:00,4,3,1
2019-09-27 17:24:23.347249985+01:00,4,4,1
2019-09-27 17:24:23.367049932+01:00,4,3,1
2019-09-27 17:24:23.407049894+01:00,4,3,1
2019-09-27 17:24:23.447050095+01:00,4,4,1
2019-09-27 17:24:23.527050017+01:00,4,3,1
2019-09-27 17:24:23.547250032+01:00,4,4,1
2019-09-27 17:24:23.567100048+01:00,4,3,1
2019-09-27 17:24:23.607100010+01:00,4,3,1
2019-09-27 17:24:23.647049904+01:00,4,4,1
2019-09-27 17:24:23.727099895+01:00,4,3,1
2019-09-27 17:24:23.747200012+01:00,4,4,1
2019-09-27 17:24:23.767199993+01:00,4,3,1
2019-09-27 17:24:23.807049990+01:00,4,3,1
2019-09-27 17:24:23.847100019+01:00,4,4,1
2019-09-27 17:24:23.927850008+01:00,4,3,1
2019-09-27 17:24:23.947200060+01:00,4,4,1
2019-09-27 17:24:23.967099905+01:00,4,3,1
2019-09-27 17:24:24.007200003+01:00,4,3,1
2019-09-27 17:24:24.047199965+01:00,4,4,1
2019-09-27 17:24:24.087150097+01:00,4,3,1
2019-09-27 17:24:24.127399921+01:00,4,3,1
2019-09-27 17:24:24.147200108+01:00,4,4,1
2019-09-27 17:24:24.167150021+01:00,4,3,1
2019-09-27 17:24:24.207200050+01:00,4,3,1
2019-09-27 17:24:24.247200012+01:00,4,4,1
2019-09-27 17:24:24.327150106+01:00,4,3,1
2019-09-27 17:24:24.347450018+01:00,4,4,1
2019-09-27 17:24:24.367199898+01:00,4,3,1
2019-09-27 17:24:24.407150030+01:00,4,3,1
2019-09-27 17:24:24.448349953+01:00,4,4,1
2019-09-27 17:24:24.527199984+01:00,4,3,1
2019-09-27 17:24:24.547250032+01:00,4,4,1
2019-09-27 17:24:24.567250013+01:00,4,3,1
2019-09-27 17:24:24.607249975+01:00,4,3,1
2019-09-27 17:24:24.647150040+01:00,4,4,1
2019-09-27 17:24:24.727149963+01:00,4,3,1
2019-09-27 17:24:24.747200012+01:00,4,4,1
2019-09-27 17:24:24.767149925+01:00,4,3,1
2019-09-27 17:24:24.807250023+01:00,4,3,1
2019-09-27 17:24:24.847249985+01:00,4,4,1
2019-09-27 17:24:24.927150011+01:00,4,3,1
2019-09-27 17:24:24.947249889+01:00,4,4,1
2019-09-27 17:24:24.967350006+01:00,4,3,1
2019-09-27 17:24:25.008349895+01:00,4,3,1
2019-09-27 17:24:25.047199965+01:00,4,4,1
2019-09-27 17:24:25.087349892+01:00,4,3,1
2019-09-27 17:24:25.127949953+01:00,4,3,1
2019-09-27 17:24:25.147200108+01:00,4,4,1
2019-09-27 17:24:25.167200089+01:00,4,3,1
2019-09-27 17:24:25.207400084+01:00,4,3,1
2019-09-27 17:24:25.248399973+01:00,4,4,1
2019-09-27 17:24:25.327199936+01:00,4,3,1
2019-09-27 17:24:25.347199917+01:00,4,4,1
2019-09-27 17:24:25.367199898+01:00,4,3,1
2019-09-27 17:24:25.407200098+01:00,4,3,1
2019-09-27 17:24:25.447200060+01:00,4,4,1
2019-09-27 17:24:25.527199984+01:00,4,3,1
2019-09-27 17:24:25.547300100+01:00,4,4,1
2019-09-27 17:24:25.567199945+01:00,4,3,1
2019-09-27 17:24:25.607199907+01:00,4,3,1
2019-09-27 17:24:25.647300005+01:00,4,4,1
2019-09-27 17:24:25.727250099+01:00,4,3,1
2019-09-27 17:24:25.747200012+01:00,4,4,1
2019-09-27 17:24:25.768349886+01:00,4,3,1
2019-09-27 17:24:25.807199955+01:00,4,3,1
2019-09-27 17:24:25.847249985+01:00,4,4,1
2019-09-27 17:24:25.927200079+01:00,4,3,1
2019-09-27 17:24:25.947249889+01:00,4,4,1
2019-09-27 17:24:25.967350006+01:00,4,3,1
2019-09-27 17:24:26.007499933+01:00,4,3,1
2019-09-27 17:24:26.047450066+01:00,4,4,1
2019-09-27 17:24:26.087300062+01:00,4,3,1
2019-09-27 17:24:26.127249956+01:00,4,3,1
2019-09-27 17:24:26.147500038+01:00,4,4,1
2019-09-27 17:24:26.167249918+01:00,4,3,1
2019-09-27 17:24:26.207299948+01:00,4,3,1
2019-09-27 17:24:26.247400045+01:00,4,4,1
2019-09-27 17:24:26.327500105+01:00,4,3,1
2019-09-27 17:24:26.347399950+01:00,4,4,1
2019-09-27 17:24:26.367300034+01:00,4,3,1
2019-09-27 17:24:26.407449961+01:00,4,3,1
2019-09-27 17:24:26.447249889+01:00,4,4,1
2019-09-27 17:24:26.527299881+01:00,4,3,1
2019-09-27 17:24:26.547450066+01:00,4,4,1
2019-09-27 17:24:26.567300081+01:00,4,3,1
2019-09-27 17:24:26.607249975+01:00,4,3,1
2019-09-27 17:24:26.647300005+01:00,4,4,1
2019-09-27 17:24:26.727299929+01:00,4,3,1
2019-09-27 17:24:26.747450113+01:00,4,4,1
2019-09-27 17:24:26.767299891+01:00,4,3,1
2019-09-27 17:24:26.807450056+01:00,4,3,1
2019-09-27 17:24:26.847399950+01:00,4,4,1
2019-09-27 17:24:26.927299976+01:00,4,3,1
2019-09-27 17:24:26.947449923+01:00,4,4,1
2019-09-27 17:24:26.967299938+01:00,4,3,1
2019-09-27 17:24:27.007400036+01:00,4,3,1
2019-09-27 17:24:27.047349930+01:00,4,4,1
2019-09-27 17:24:27.087349892+01:00,4,3,1
2019-09-27 17:24:27.127350092+01:00,4,3,1
2019-09-27 17:24:27.147500038+01:00,4,4,1
2019-09-27 17:24:27.167350054+01:00,4,3,1
