timestamps,response,length,service
2019-09-27 17:21:16.554100037+01:00,4,3,1
2019-09-27 17:21:16.594099998+01:00,4,3,1
2019-09-27 17:21:16.629849911+01:00,4,4,1
2019-09-27 17:21:16.714099884+01:00,4,3,1
2019-09-27 17:21:16.734250069+01:00,4,4,1
2019-09-27 17:21:16.754100084+01:00,4,3,1
2019-09-27 17:21:16.794150114+01:00,4,3,1
2019-09-27 17:21:16.834399939+01:00,4,4,1
2019-09-27 17:21:16.914099932+01:00,4,3,1
2019-09-27 17:21:16.934149981+01:00,4,4,1
2019-09-27 17:21:16.954149961+01:00,4,3,1
2019-09-27 17:21:16.994149923+01:00,4,3,1
2019-09-27 17:21:17.034199953+01:00,4,4,1
2019-09-27 17:21:17.070349932+01:00,4,3,1
2019-09-27 17:21:17.114300013+01:00,4,3,1
2019-09-27 17:21:17.134200095+01:00,4,4,1
2019-09-27 17:21:17.154150009+01:00,4,3,1
2019-09-27 17:21:17.194200039+01:00,4,3,1
2019-09-27 17:21:17.234149933+01:00,4,4,1
2019-09-27 17:21:17.314249992+01:00,4,3,1
2019-09-27 17:21:17.334300041+01:00,4,4,1
2019-09-27 17:21:17.354199886+01:00,4,3,1
2019-09-27 17:21:17.394150019+01:00,4,3,1
2019-09-27 17:21:17.434449911+01:00,4,4,1
2019-09-27 17:21:17.514199972+01:00,4,3,1
2019-09-27 17:21:17.534199953+01:00,4,4,1
2019-09-27 17:21:17.554450035+01:00,4,3,1
2019-09-27 17:21:17.594799995+01:00,4,3,1
2019-09-27 17:21:17.634249926+01:00,4,4,1
2019-09-27 17:21:17.714200020+01:00,4,3,1
2019-09-27 17:21:17.734200001+01:00,4,4,1
2019-09-27 17:21:17.754199982+01:00,4,3,1
2019-09-27 17:21:17.794199944+01:00,4,3,1
2019-09-27 17:21:17.834199905+01:00,4,4,1
2019-09-27 17:21:17.914200068+01:00,4,3,1
2019-09-27 17:21:17.934350014+01:00,4,4,1
2019-09-27 17:21:17.954400063+01:00,4,3,1
2019-09-27 17:21:17.994299889+01:00,4,3,1
2019-09-27 17:21:18.034250021+01:00,4,4,1
2019-09-27 17:21:18.074249983+01:00,4,3,1
2019-09-27 17:21:18.114249945+01:00,4,3,1
2019-09-27 17:21:18.134449959+01:00,4,4,1
2019-09-27 17:21:18.154649973+01:00,4,3,1
2019-09-27 17:21:18.194250107+01:00,4,3,1
2019-09-27 17:21:18.234349966+01:00,4,4,1
2019-09-27 17:21:18.314249992+01:00,4,3,1
2019-09-27 17:21:18.334450006+01:00,4,4,1
2019-09-27 17:21:18.354249954+01:00,4,3,1
2019-09-27 17:21:18.394350052+01:00,4,3,1
2019-09-27 17:21:18.434350014+01:00,4,4,1
2019-09-27 17:21:18.514250039+01:00,4,3,1
2019-09-27 17:21:18.534349918+01:00,4,4,1
2019-09-27 17:21:18.554250002+01:00,4,3,1
2019-09-27 17:21:18.594500065+01:00,4,3,1
2019-09-27 17:21:18.634350061+01:00,4,4,1
2019-09-27 17:21:18.714250088+01:00,4,3,1
2019-09-27 17:21:18.734299898+01:00,4,4,1
2019-09-27 17:21:18.754250050+01:00,4,3,1
2019-09-27 17:21:18.794300079+01:00,4,3,1
2019-09-27 17:21:18.834700108+01:00,4,4,1
2019-09-27 17:21:18.914299965+01:00,4,3,1
2019-09-27 17:21:18.934499979+01:00,4,4,1
2019-09-27 17:21:18.954299927+01:00,4,3,1
2019-09-27 17:21:18.994349957+01:00,4,3,1
2019-09-27 17:21:19.034349918+01:00,4,4,1
2019-09-27 17:21:19.074300051+01:00,4,3,1
2019-09-27 17:21:19.114300013+01:00,4,3,1
2019-09-27 17:21:19.134500027+01:00,4,4,1
2019-09-27 17:21:19.154400110+01:00,4,3,1
2019-09-27 17:21:19.194299936+01:00,4,3,1
2019-09-27 17:21:19.234499931+01:00,4,4,1
2019-09-27 17:21:19.314450026+01:00,4,3,1
2019-09-27 17:21:19.334300041+01:00,4,4,1
2019-09-27 17:21:19.354399920+01:00,4,3,1
2019-09-27 17:21:19.394299984+01:00,4,3,1
2019-09-27 17:21:19.434550047+01:00,4,4,1
2019-09-27 17:21:19.514400005+01:00,4,3,1
2019-09-27 17:21:19.534349918+01:00,4,4,1
2019-09-27 17:21:19.554699898+01:00,4,3,1
2019-09-27 17:21:19.594350100+01:00,4,3,1
2019-09-27 17:21:19.634599924+01:00,4,4,1
2019-09-27 17:21:19.710150003+01:00,4,3,1
2019-09-27 17:21:19.734600067+01:00,4,4,1
2019-09-27 17:21:19.754349947+01:00,4,3,1
2019-09-27 17:21:19.794450045+01:00,4,3,1
2019-09-27 17:21:19.830300093+01:00,4,4,1
2019-09-27 17:21:19.914449930+01:00,4,3,1
2019-09-27 17:21:19.934649944+01:00,4,4,1
2019-09-27 17:21:19.954349995+01:00,4,3,1
2019-09-27 17:21:19.994549990+01:00,4,3,1
2019-09-27 17:21:20.034800053+01:00,4,4,1
2019-09-27 17:21:20.074399948+01:00,4,3,1
2019-09-27 17:21:20.114599943+01:00,4,3,1
2019-09-27 17:21:20.134749889+01:00,4,4,1
2019-09-27 17:21:20.154400110+01:00,4,3,1
2019-09-27 17:21:20.194400072+01:00,4,3,1
2019-09-27 17:21:20.234400034+01:00,4,4,1
2019-09-27 17:21:20.314399958+01:00,4,3,1
2019-09-27 17:21:20.334650040+01:00,4,4,1
2019-09-27 17:21:20.354549885+01:00,4,3,1
2019-09-27 17:21:20.394550085+01:00,4,3,1
2019-09-27 17:21:20.434400082+01:00,4,4,1
2019-09-27 17:21:20.514450073+01:00,4,3,1
2019-09-27 17:21:20.534499884+01:00,4,4,1
2019-09-27 17:21:20.554650068+01:00,4,3,1
2019-09-27 17:21:20.594799995+01:00,4,3,1
2019-09-27 17:21:20.634500027+01:00,4,4,1
2019-09-27 17:21:20.714499950+01:00,4,3,1
2019-09-27 17:21:20.734499931+01:00,4,4,1
2019-09-27 17:21:20.754549980+01:00,4,3,1
2019-09-27 17:21:20.794549942+01:00,4,3,1
2019-09-27 17:21:20.834599972+01:00,4,4,1
2019-09-27 17:21:20.914599895+01:00,4,3,1
2019-09-27 17:21:20.935400009+01:00,4,4,1
2019-09-27 17:21:20.954550028+01:00,4,3,1
2019-09-27 17:21:20.994499922+01:00,4,3,1
2019-09-27 17:21:21.034549952+01:00,4,4,1
2019-09-27 17:21:21.074599981+01:00,4,3,1
2019-09-27 17:21:21.114550114+01:00,4,3,1
2019-09-27 17:21:21.134700060+01:00,4,4,1
2019-09-27 17:21:21.154550076+01:00,4,3,1
2019-09-27 17:21:21.194600105+01:00,4,3,1
2019-09-27 17:21:21.234600067+01:00,4,4,1
2019-09-27 17:21:21.314599991+01:00,4,3,1
2019-09-27 17:21:21.334650040+01:00,4,4,1
2019-09-27 17:21:21.354549885+01:00,4,3,1
2019-09-27 17:21:21.394550085+01:00,4,3,1
2019-09-27 17:21:21.434799910+01:00,4,4,1
2019-09-27 17:21:21.514450073+01:00,4,3,1
2019-09-27 17:21:21.534749985+01:00,4,4,1
2019-09-27 17:21:21.554450035+01:00,4,3,1
2019-09-27 17:21:21.594449997+01:00,4,3,1
2019-09-27 17:21:21.634599924+01:00,4,4,1
2019-09-27 17:21:21.714550018+01:00,4,3,1
2019-09-27 17:21:21.734649897+01:00,4,4,1
2019-09-27 17:21:21.754499912+01:00,4,3,1
2019-09-27 17:21:21.794549942+01:00,4,3,1
2019-09-27 17:21:21.834549904+01:00,4,4,1
2019-09-27 17:21:21.914700031+01:00,4,3,1
2019-09-27 17:21:21.934649944+01:00,4,4,1
2019-09-27 17:21:21.954600096+01:00,4,3,1
2019-09-27 17:21:21.994499922+01:00,4,3,1
2019-09-27 17:21:22.034600019+01:00,4,4,1
2019-09-27 17:21:22.074599981+01:00,4,3,1
2019-09-27 17:21:22.114500046+01:00,4,3,1
2019-09-27 17:21:22.135799885+01:00,4,4,1
2019-09-27 17:21:22.154500008+01:00,4,3,1
2019-09-27 17:21:22.194600105+01:00,4,3,1
2019-09-27 17:21:22.234699965+01:00,4,4,1
2019-09-27 17:21:22.314500093+01:00,4,3,1
2019-09-27 17:21:22.334650040+01:00,4,4,1
2019-09-27 17:21:22.354500055+01:00,4,3,1
2019-09-27 17:21:22.394599915+01:00,4,3,1
2019-09-27 17:21:22.434550047+01:00,4,4,1
2019-09-27 17:21:22.514549971+01:00,4,3,1
2019-09-27 17:21:22.530649900+01:00,4,4,1
2019-09-27 17:21:22.554549932+01:00,4,3,1
2019-09-27 17:21:22.594549894+01:00,4,3,1
2019-09-27 17:21:22.634649992+01:00,4,4,1
2019-09-27 17:21:22.714550018+01:00,4,3,1
2019-09-27 17:21:22.734750032+01:00,4,4,1
2019-09-27 17:21:22.754549980+01:00,4,3,1
2019-09-27 17:21:22.794600010+01:00,4,3,1
2019-09-27 17:21:22.834599972+01:00,4,4,1
2019-09-27 17:21:22.914750099+01:00,4,3,1
2019-09-27 17:21:22.934750080+01:00,4,4,1
2019-09-27 17:21:22.954550028+01:00,4,3,1
2019-09-27 17:21:22.994549990+01:00,4,3,1
2019-09-27 17:21:23.034699917+01:00,4,4,1
2019-09-27 17:21:23.074700117+01:00,4,3,1
2019-09-27 17:21:23.114700079+01:00,4,3,1
2019-09-27 17:21:23.134599924+01:00,4,4,1
2019-09-27 17:21:23.154550076+01:00,4,3,1
2019-09-27 17:21:23.194649935+01:00,4,3,1
2019-09-27 17:21:23.234750032+01:00,4,4,1
2019-09-27 17:21:23.314899921+01:00,4,3,1
2019-09-27 17:21:23.334599972+01:00,4,4,1
2019-09-27 17:21:23.354700089+01:00,4,3,1
2019-09-27 17:21:23.394799948+01:00,4,3,1
2019-09-27 17:21:23.434600115+01:00,4,4,1
2019-09-27 17:21:23.514849901+01:00,4,3,1
2019-09-27 17:21:23.535550117+01:00,4,4,1
2019-09-27 17:21:23.554600+01:00,4,3,1
2019-09-27 17:21:23.594599962+01:00,4,3,1
2019-09-27 17:21:23.634850025+01:00,4,4,1
2019-09-27 17:21:23.714600086+01:00,4,3,1
2019-09-27 17:21:23.734800100+01:00,4,4,1
2019-09-27 17:21:23.754549980+01:00,4,3,1
2019-09-27 17:21:23.794600010+01:00,4,3,1
2019-09-27 17:21:23.834800005+01:00,4,4,1
2019-09-27 17:21:23.914599895+01:00,4,3,1
2019-09-27 17:21:23.934799910+01:00,4,4,1
2019-09-27 17:21:23.955800056+01:00,4,3,1
2019-09-27 17:21:23.994750023+01:00,4,3,1
2019-09-27 17:21:24.035049915+01:00,4,4,1
2019-09-27 17:21:24.074650049+01:00,4,3,1
2019-09-27 17:21:24.114749908+01:00,4,3,1
2019-09-27 17:21:24.134900093+01:00,4,4,1
2019-09-27 17:21:24.154900074+01:00,4,3,1
2019-09-27 17:21:24.194649935+01:00,4,3,1
2019-09-27 17:21:24.234849930+01:00,4,4,1
2019-09-27 17:21:24.314650059+01:00,4,3,1
2019-09-27 17:21:24.334850073+01:00,4,4,1
2019-09-27 17:21:24.354700089+01:00,4,3,1
2019-09-27 17:21:24.394799948+01:00,4,3,1
2019-09-27 17:21:24.434700012+01:00,4,4,1
2019-09-27 17:21:24.514950037+01:00,4,3,1
2019-09-27 17:21:24.534749985+01:00,4,4,1
2019-09-27 17:21:24.554850101+01:00,4,3,1
2019-09-27 17:21:24.594650030+01:00,4,3,1
2019-09-27 17:21:24.634799957+01:00,4,4,1
2019-09-27 17:21:24.714699984+01:00,4,3,1
2019-09-27 17:21:24.734899998+01:00,4,4,1
2019-09-27 17:21:24.754699945+01:00,4,3,1
2019-09-27 17:21:24.794699907+01:00,4,3,1
2019-09-27 17:21:24.835649967+01:00,4,4,1
2019-09-27 17:21:24.914849997+01:00,4,3,1
2019-09-27 17:21:24.934900045+01:00,4,4,1
2019-09-27 17:21:24.950449944+01:00,4,3,1
2019-09-27 17:21:24.994899988+01:00,4,3,1
2019-09-27 17:21:25.034749985+01:00,4,4,1
2019-09-27 17:21:25.074749947+01:00,4,3,1
2019-09-27 17:21:25.114949942+01:00,4,3,1
2019-09-27 17:21:25.130850077+01:00,4,4,1
2019-09-27 17:21:25.154700041+01:00,4,3,1
2019-09-27 17:21:25.195849895+01:00,4,3,1
2019-09-27 17:21:25.234750032+01:00,4,4,1
2019-09-27 17:21:25.314850092+01:00,4,3,1
2019-09-27 17:21:25.334949970+01:00,4,4,1
2019-09-27 17:21:25.354749918+01:00,4,3,1
2019-09-27 17:21:25.390899897+01:00,4,3,1
2019-09-27 17:21:25.434900045+01:00,4,4,1
2019-09-27 17:21:25.514750004+01:00,4,3,1
2019-09-27 17:21:25.535150051+01:00,4,4,1
2019-09-27 17:21:25.554749966+01:00,4,3,1
2019-09-27 17:21:25.594949961+01:00,4,3,1
2019-09-27 17:21:25.634749889+01:00,4,4,1
2019-09-27 17:21:25.715049982+01:00,4,3,1
2019-09-27 17:21:25.731050014+01:00,4,4,1
2019-09-27 17:21:25.754750013+01:00,4,3,1
2019-09-27 17:21:25.794899940+01:00,4,3,1
2019-09-27 17:21:25.834949970+01:00,4,4,1
2019-09-27 17:21:25.914849997+01:00,4,3,1
2019-09-27 17:21:25.934799910+01:00,4,4,1
2019-09-27 17:21:25.954750061+01:00,4,3,1
2019-09-27 17:21:25.994750023+01:00,4,3,1
2019-09-27 17:21:26.035200119+01:00,4,4,1
2019-09-27 17:21:26.074800014+01:00,4,3,1
2019-09-27 17:21:26.115050077+01:00,4,3,1
2019-09-27 17:21:26.134850025+01:00,4,4,1
2019-09-27 17:21:26.154799938+01:00,4,3,1
2019-09-27 17:21:26.195050001+01:00,4,3,1
2019-09-27 17:21:26.234950066+01:00,4,4,1
2019-09-27 17:21:26.314850092+01:00,4,3,1
2019-09-27 17:21:26.335099936+01:00,4,4,1
2019-09-27 17:21:26.355050087+01:00,4,3,1
2019-09-27 17:21:26.394799948+01:00,4,3,1
2019-09-27 17:21:26.435050011+01:00,4,4,1
2019-09-27 17:21:26.514800072+01:00,4,3,1
2019-09-27 17:21:26.534950018+01:00,4,4,1
2019-09-27 17:21:26.554899931+01:00,4,3,1
2019-09-27 17:21:26.595499992+01:00,4,3,1
2019-09-27 17:21:26.634850025+01:00,4,4,1
2019-09-27 17:21:26.714799881+01:00,4,3,1
2019-09-27 17:21:26.734999895+01:00,4,4,1
2019-09-27 17:21:26.754950047+01:00,4,3,1
2019-09-27 17:21:26.794899940+01:00,4,3,1
2019-09-27 17:21:26.835050106+01:00,4,4,1
2019-09-27 17:21:26.915050030+01:00,4,3,1
2019-09-27 17:21:26.934999943+01:00,4,4,1
2019-09-27 17:21:26.954849958+01:00,4,3,1
2019-09-27 17:21:26.990449905+01:00,4,3,1
2019-09-27 17:21:27.035000086+01:00,4,4,1
2019-09-27 17:21:27.074850082+01:00,4,3,1
2019-09-27 17:21:27.115149975+01:00,4,3,1
2019-09-27 17:21:27.135200024+01:00,4,4,1
2019-09-27 17:21:27.154850006+01:00,4,3,1
2019-09-27 17:21:27.194849968+01:00,4,3,1
2019-09-27 17:21:27.234849930+01:00,4,4,1
2019-09-27 17:21:27.315099955+01:00,4,3,1
2019-09-27 17:21:27.335299969+01:00,4,4,1
2019-09-27 17:21:27.350850105+01:00,4,3,1
2019-09-27 17:21:27.394999981+01:00,4,3,1
2019-09-27 17:21:27.434900045+01:00,4,4,1
2019-09-27 17:21:27.514899969+01:00,4,3,1
2019-09-27 17:21:27.535049915+01:00,4,4,1
2019-09-27 17:21:27.555000067+01:00,4,3,1
2019-09-27 17:21:27.594899893+01:00,4,3,1
2019-09-27 17:21:27.634999990+01:00,4,4,1
2019-09-27 17:21:27.714900017+01:00,4,3,1
2019-09-27 17:21:27.735100031+01:00,4,4,1
2019-09-27 17:21:27.754899979+01:00,4,3,1
2019-09-27 17:21:27.795099974+01:00,4,3,1
2019-09-27 17:21:27.835099936+01:00,4,4,1
2019-09-27 17:21:27.914999962+01:00,4,3,1
2019-09-27 17:21:27.935199976+01:00,4,4,1
2019-09-27 17:21:27.954900026+01:00,4,3,1
2019-09-27 17:21:27.995100021+01:00,4,3,1
2019-09-27 17:21:28.035049915+01:00,4,4,1
2019-09-27 17:21:28.075050116+01:00,4,3,1
2019-09-27 17:21:28.115000010+01:00,4,3,1
2019-09-27 17:21:28.135099888+01:00,4,4,1
2019-09-27 17:21:28.154949903+01:00,4,3,1
2019-09-27 17:21:28.194950104+01:00,4,3,1
2019-09-27 17:21:28.230600119+01:00,4,4,1
2019-09-27 17:21:28.314949989+01:00,4,3,1
2019-09-27 17:21:28.334949970+01:00,4,4,1
2019-09-27 17:21:28.354949951+01:00,4,3,1
2019-09-27 17:21:28.395050049+01:00,4,3,1
2019-09-27 17:21:28.435050011+01:00,4,4,1
2019-09-27 17:21:28.515150070+01:00,4,3,1
2019-09-27 17:21:28.535049915+01:00,4,4,1
2019-09-27 17:21:28.555099964+01:00,4,3,1
2019-09-27 17:21:28.596050024+01:00,4,3,1
2019-09-27 17:21:28.635200024+01:00,4,4,1
2019-09-27 17:21:28.714950085+01:00,4,3,1
2019-09-27 17:21:28.735100031+01:00,4,4,1
2019-09-27 17:21:28.755049944+01:00,4,3,1
2019-09-27 17:21:28.795099974+01:00,4,3,1
2019-09-27 17:21:28.835150003+01:00,4,4,1
2019-09-27 17:21:28.915100098+01:00,4,3,1
2019-09-27 17:21:28.935149908+01:00,4,4,1
2019-09-27 17:21:28.955100060+01:00,4,3,1
2019-09-27 17:21:28.995100021+01:00,4,3,1
2019-09-27 17:21:29.035150051+01:00,4,4,1
2019-09-27 17:21:29.075000048+01:00,4,3,1
2019-09-27 17:21:29.115250111+01:00,4,3,1
2019-09-27 17:21:29.135200024+01:00,4,4,1
2019-09-27 17:21:29.150700092+01:00,4,3,1
2019-09-27 17:21:29.195250034+01:00,4,3,1
2019-09-27 17:21:29.235049963+01:00,4,4,1
2019-09-27 17:21:29.315200090+01:00,4,3,1
2019-09-27 17:21:29.335249901+01:00,4,4,1
2019-09-27 17:21:29.355099916+01:00,4,3,1
2019-09-27 17:21:29.395100117+01:00,4,3,1
2019-09-27 17:21:29.435149908+01:00,4,4,1
2019-09-27 17:21:29.515150070+01:00,4,3,1
2019-09-27 17:21:29.535150051+01:00,4,4,1
2019-09-27 17:21:29.555099964+01:00,4,3,1
2019-09-27 17:21:29.595149994+01:00,4,3,1
2019-09-27 17:21:29.635250092+01:00,4,4,1
2019-09-27 17:21:29.715049982+01:00,4,3,1
2019-09-27 17:21:29.735300064+01:00,4,4,1
2019-09-27 17:21:29.755049944+01:00,4,3,1
2019-09-27 17:21:29.795000076+01:00,4,3,1
2019-09-27 17:21:29.835050106+01:00,4,4,1
2019-09-27 17:21:29.915250063+01:00,4,3,1
2019-09-27 17:21:29.935199976+01:00,4,4,1
2019-09-27 17:21:29.955049992+01:00,4,3,1
2019-09-27 17:21:29.990999937+01:00,4,3,1
2019-09-27 17:21:30.035200119+01:00,4,4,1
2019-09-27 17:21:30.075050116+01:00,4,3,1
2019-09-27 17:21:30.115099907+01:00,4,3,1
2019-09-27 17:21:30.135099888+01:00,4,4,1
2019-09-27 17:21:30.155349970+01:00,4,3,1
2019-09-27 17:21:30.195050001+01:00,4,3,1
2019-09-27 17:21:30.235450029+01:00,4,4,1
2019-09-27 17:21:30.315150023+01:00,4,3,1
2019-09-27 17:21:30.335249901+01:00,4,4,1
2019-09-27 17:21:30.355249882+01:00,4,3,1
2019-09-27 17:21:30.395100117+01:00,4,3,1
2019-09-27 17:21:30.435149908+01:00,4,4,1
2019-09-27 17:21:30.515249968+01:00,4,3,1
2019-09-27 17:21:30.535249949+01:00,4,4,1
2019-09-27 17:21:30.555099964+01:00,4,3,1
2019-09-27 17:21:30.595200062+01:00,4,3,1
2019-09-27 17:21:30.635149956+01:00,4,4,1
2019-09-27 17:21:30.715100050+01:00,4,3,1
2019-09-27 17:21:30.735249996+01:00,4,4,1
2019-09-27 17:21:30.755399942+01:00,4,3,1
2019-09-27 17:21:30.795200109+01:00,4,3,1
2019-09-27 17:21:30.835150003+01:00,4,4,1
2019-09-27 17:21:30.915199995+01:00,4,3,1
2019-09-27 17:21:30.935199976+01:00,4,4,1
2019-09-27 17:21:30.955199957+01:00,4,3,1
2019-09-27 17:21:30.995199919+01:00,4,3,1
2019-09-27 17:21:31.035300016+01:00,4,4,1
2019-09-27 17:21:31.075249910+01:00,4,3,1
2019-09-27 17:21:31.115400076+01:00,4,3,1
2019-09-27 17:21:31.135400057+01:00,4,4,1
2019-09-27 17:21:31.155250072+01:00,4,3,1
2019-09-27 17:21:31.195250034+01:00,4,3,1
2019-09-27 17:21:31.235399961+01:00,4,4,1
2019-09-27 17:21:31.315500021+01:00,4,3,1
2019-09-27 17:21:31.336450100+01:00,4,4,1
2019-09-27 17:21:31.355449915+01:00,4,3,1
2019-09-27 17:21:31.395250082+01:00,4,3,1
2019-09-27 17:21:31.435349941+01:00,4,4,1
2019-09-27 17:21:31.515249968+01:00,4,3,1
2019-09-27 17:21:31.536449909+01:00,4,4,1
2019-09-27 17:21:31.555150032+01:00,4,3,1
2019-09-27 17:21:31.595400095+01:00,4,3,1
2019-09-27 17:21:31.635349989+01:00,4,4,1
2019-09-27 17:21:31.715199947+01:00,4,3,1
2019-09-27 17:21:31.735399961+01:00,4,4,1
2019-09-27 17:21:31.755249977+01:00,4,3,1
2019-09-27 17:21:31.795249939+01:00,4,3,1
2019-09-27 17:21:31.835249901+01:00,4,4,1
2019-09-27 17:21:31.915149927+01:00,4,3,1
2019-09-27 17:21:31.935400009+01:00,4,4,1
2019-09-27 17:21:31.955149889+01:00,4,3,1
2019-09-27 17:21:31.995199919+01:00,4,3,1
2019-09-27 17:21:32.035300016+01:00,4,4,1
2019-09-27 17:21:32.075200081+01:00,4,3,1
2019-09-27 17:21:32.115449905+01:00,4,3,1
2019-09-27 17:21:32.135400057+01:00,4,4,1
2019-09-27 17:21:32.155200005+01:00,4,3,1
2019-09-27 17:21:32.195199966+01:00,4,3,1
2019-09-27 17:21:32.235300064+01:00,4,4,1
2019-09-27 17:21:32.315299988+01:00,4,3,1
2019-09-27 17:21:32.335550070+01:00,4,4,1
2019-09-27 17:21:32.355200052+01:00,4,3,1
2019-09-27 17:21:32.395400047+01:00,4,3,1
2019-09-27 17:21:32.435450077+01:00,4,4,1
2019-09-27 17:21:32.515500069+01:00,4,3,1
2019-09-27 17:21:32.535350083+01:00,4,4,1
2019-09-27 17:21:32.555449963+01:00,4,3,1
2019-09-27 17:21:32.595200062+01:00,4,3,1
2019-09-27 17:21:32.635449886+01:00,4,4,1
2019-09-27 17:21:32.715300083+01:00,4,3,1
2019-09-27 17:21:32.736500025+01:00,4,4,1
2019-09-27 17:21:32.755249977+01:00,4,3,1
2019-09-27 17:21:32.795449972+01:00,4,3,1
2019-09-27 17:21:32.835249901+01:00,4,4,1
2019-09-27 17:21:32.915349960+01:00,4,3,1
2019-09-27 17:21:32.935499907+01:00,4,4,1
2019-09-27 17:21:32.955300093+01:00,4,3,1
2019-09-27 17:21:32.995500088+01:00,4,3,1
2019-09-27 17:21:33.035449982+01:00,4,4,1
2019-09-27 17:21:33.075299978+01:00,4,3,1
2019-09-27 17:21:33.115299940+01:00,4,3,1
2019-09-27 17:21:33.135449886+01:00,4,4,1
2019-09-27 17:21:33.155250072+01:00,4,3,1
2019-09-27 17:21:33.195300102+01:00,4,3,1
2019-09-27 17:21:33.235549927+01:00,4,4,1
2019-09-27 17:21:33.315299988+01:00,4,3,1
2019-09-27 17:21:33.335350037+01:00,4,4,1
2019-09-27 17:21:33.355449915+01:00,4,3,1
2019-09-27 17:21:33.395299911+01:00,4,3,1
2019-09-27 17:21:33.435300112+01:00,4,4,1
2019-09-27 17:21:33.515300035+01:00,4,3,1
2019-09-27 17:21:33.535399914+01:00,4,4,1
2019-09-27 17:21:33.555299997+01:00,4,3,1
2019-09-27 17:21:33.595299959+01:00,4,3,1
2019-09-27 17:21:33.635449886+01:00,4,4,1
2019-09-27 17:21:33.715399981+01:00,4,3,1
2019-09-27 17:21:33.736550093+01:00,4,4,1
2019-09-27 17:21:33.755300045+01:00,4,3,1
2019-09-27 17:21:33.795500040+01:00,4,3,1
2019-09-27 17:21:33.835350037+01:00,4,4,1
2019-09-27 17:21:33.915499926+01:00,4,3,1
2019-09-27 17:21:33.935400009+01:00,4,4,1
2019-09-27 17:21:33.956500053+01:00,4,3,1
2019-09-27 17:21:33.995300055+01:00,4,3,1
2019-09-27 17:21:34.035449982+01:00,4,4,1
2019-09-27 17:21:34.075350046+01:00,4,3,1
2019-09-27 17:21:34.115400076+01:00,4,3,1
2019-09-27 17:21:34.135499954+01:00,4,4,1
2019-09-27 17:21:34.150949955+01:00,4,3,1
2019-09-27 17:21:34.195450068+01:00,4,3,1
2019-09-27 17:21:34.235599995+01:00,4,4,1
2019-09-27 17:21:34.315350056+01:00,4,3,1
2019-09-27 17:21:34.335649967+01:00,4,4,1
2019-09-27 17:21:34.355400085+01:00,4,3,1
2019-09-27 17:21:34.395349979+01:00,4,3,1
2019-09-27 17:21:34.435549974+01:00,4,4,1
2019-09-27 17:21:34.515350102+01:00,4,3,1
2019-09-27 17:21:34.535550117+01:00,4,4,1
2019-09-27 17:21:34.555550098+01:00,4,3,1
2019-09-27 17:21:34.595350027+01:00,4,3,1
2019-09-27 17:21:34.635499954+01:00,4,4,1
2019-09-27 17:21:34.715349913+01:00,4,3,1
2019-09-27 17:21:34.735500097+01:00,4,4,1
2019-09-27 17:21:34.755350113+01:00,4,3,1
2019-09-27 17:21:34.795550108+01:00,4,3,1
2019-09-27 17:21:34.835500002+01:00,4,4,1
2019-09-27 17:21:34.915349960+01:00,4,3,1
2019-09-27 17:21:34.935650110+01:00,4,4,1
2019-09-27 17:21:34.955549955+01:00,4,3,1
2019-09-27 17:21:34.995399952+01:00,4,3,1
2019-09-27 17:21:35.035599947+01:00,4,4,1
2019-09-27 17:21:35.075400114+01:00,4,3,1
2019-09-27 17:21:35.115499973+01:00,4,3,1
2019-09-27 17:21:35.135550022+01:00,4,4,1
2019-09-27 17:21:35.155499935+01:00,4,3,1
2019-09-27 17:21:35.195549965+01:00,4,3,1
2019-09-27 17:21:35.235650063+01:00,4,4,1
2019-09-27 17:21:35.315449953+01:00,4,3,1
2019-09-27 17:21:35.335750103+01:00,4,4,1
2019-09-27 17:21:35.355550051+01:00,4,3,1
2019-09-27 17:21:35.395499945+01:00,4,3,1
2019-09-27 17:21:35.436599970+01:00,4,4,1
2019-09-27 17:21:35.515500069+01:00,4,3,1
2019-09-27 17:21:35.535550117+01:00,4,4,1
2019-09-27 17:21:35.555399895+01:00,4,3,1
2019-09-27 17:21:35.595449924+01:00,4,3,1
2019-09-27 17:21:35.635649920+01:00,4,4,1
2019-09-27 17:21:35.715699911+01:00,4,3,1
2019-09-27 17:21:35.735800028+01:00,4,4,1
2019-09-27 17:21:35.755450010+01:00,4,3,1
2019-09-27 17:21:35.795449972+01:00,4,3,1
2019-09-27 17:21:35.835700035+01:00,4,4,1
2019-09-27 17:21:35.915450096+01:00,4,3,1
2019-09-27 17:21:35.935549974+01:00,4,4,1
2019-09-27 17:21:35.955549955+01:00,4,3,1
2019-09-27 17:21:35.995549917+01:00,4,3,1
2019-09-27 17:21:36.031450033+01:00,4,4,1
2019-09-27 17:21:36.076299906+01:00,4,3,1
2019-09-27 17:21:36.115499973+01:00,4,3,1
2019-09-27 17:21:36.135649920+01:00,4,4,1
2019-09-27 17:21:36.155499935+01:00,4,3,1
2019-09-27 17:21:36.195499897+01:00,4,3,1
2019-09-27 17:21:36.235699892+01:00,4,4,1
2019-09-27 17:21:36.315649986+01:00,4,3,1
2019-09-27 17:21:36.335700035+01:00,4,4,1
2019-09-27 17:21:36.355600119+01:00,4,3,1
2019-09-27 17:21:36.391499996+01:00,4,3,1
2019-09-27 17:21:36.435750008+01:00,4,4,1
