timestamps,S1_PID_0B_IntakeManiAbsPress
2019-09-27 17:21:16.914099932+01:00,98
2019-09-27 17:21:17.114300013+01:00,97
2019-09-27 17:21:17.314249992+01:00,97
2019-09-27 17:21:17.514199972+01:00,97
2019-09-27 17:21:17.714200020+01:00,97
2019-09-27 17:21:17.914200068+01:00,97
2019-09-27 17:21:18.114249945+01:00,97
2019-09-27 17:21:18.314249992+01:00,97
2019-09-27 17:21:18.514250039+01:00,97
2019-09-27 17:21:18.714250088+01:00,98
2019-09-27 17:21:18.914299965+01:00,98
2019-09-27 17:21:19.114300013+01:00,98
2019-09-27 17:21:19.314450026+01:00,98
2019-09-27 17:21:19.514400005+01:00,98
2019-09-27 17:21:19.710150003+01:00,98
2019-09-27 17:21:19.914449930+01:00,94
2019-09-27 17:21:20.114599943+01:00,91
2019-09-27 17:21:20.314399958+01:00,80
2019-09-27 17:21:20.514450073+01:00,70
2019-09-27 17:21:20.714499950+01:00,73
2019-09-27 17:21:20.914599895+01:00,74
2019-09-27 17:21:21.114550114+01:00,74
2019-09-27 17:21:21.314599991+01:00,77
2019-09-27 17:21:21.514450073+01:00,79
2019-09-27 17:21:21.714550018+01:00,80
2019-09-27 17:21:21.914700031+01:00,82
2019-09-27 17:21:22.114500046+01:00,84
2019-09-27 17:21:22.314500093+01:00,84
2019-09-27 17:21:22.514549971+01:00,85
2019-09-27 17:21:22.714550018+01:00,85
2019-09-27 17:21:22.914750099+01:00,85
2019-09-27 17:21:23.114700079+01:00,85
2019-09-27 17:21:23.314899921+01:00,86
2019-09-27 17:21:23.514849901+01:00,86
2019-09-27 17:21:23.714600086+01:00,86
2019-09-27 17:21:23.914599895+01:00,86
2019-09-27 17:21:24.114749908+01:00,86
2019-09-27 17:21:24.314650059+01:00,86
2019-09-27 17:21:24.514950037+01:00,86
2019-09-27 17:21:24.714699984+01:00,86
2019-09-27 17:21:24.914849997+01:00,85
2019-09-27 17:21:25.114949942+01:00,85
2019-09-27 17:21:25.314850092+01:00,85
2019-09-27 17:21:25.514750004+01:00,85
2019-09-27 17:21:25.715049982+01:00,85
2019-09-27 17:21:25.914849997+01:00,85
2019-09-27 17:21:26.115050077+01:00,85
2019-09-27 17:21:26.314850092+01:00,85
2019-09-27 17:21:26.514800072+01:00,84
2019-09-27 17:21:26.714799881+01:00,84
2019-09-27 17:21:26.915050030+01:00,84
2019-09-27 17:21:27.115149975+01:00,84
2019-09-27 17:21:27.315099955+01:00,84
2019-09-27 17:21:27.514899969+01:00,83
2019-09-27 17:21:27.714900017+01:00,83
2019-09-27 17:21:27.914999962+01:00,82
2019-09-27 17:21:28.115000010+01:00,82
2019-09-27 17:21:28.314949989+01:00,81
2019-09-27 17:21:28.515150070+01:00,80
2019-09-27 17:21:28.714950085+01:00,52
2019-09-27 17:21:28.915100098+01:00,34
2019-09-27 17:21:29.115250111+01:00,25
2019-09-27 17:21:29.315200090+01:00,23
2019-09-27 17:21:29.515150070+01:00,26
2019-09-27 17:21:29.715049982+01:00,26
2019-09-27 17:21:29.915250063+01:00,25
2019-09-27 17:21:30.115099907+01:00,25
2019-09-27 17:21:30.315150023+01:00,27
2019-09-27 17:21:30.515249968+01:00,26
2019-09-27 17:21:30.715100050+01:00,24
2019-09-27 17:21:30.915199995+01:00,25
2019-09-27 17:21:31.115400076+01:00,29
2019-09-27 17:21:31.315500021+01:00,30
2019-09-27 17:21:31.515249968+01:00,31
2019-09-27 17:21:31.715199947+01:00,32
2019-09-27 17:21:31.915149927+01:00,40
2019-09-27 17:21:32.115449905+01:00,47
2019-09-27 17:21:32.315299988+01:00,53
2019-09-27 17:21:32.515500069+01:00,55
2019-09-27 17:21:32.715300083+01:00,55
2019-09-27 17:21:32.915349960+01:00,55
2019-09-27 17:21:33.115299940+01:00,55
2019-09-27 17:21:33.315299988+01:00,55
2019-09-27 17:21:33.515300035+01:00,51
2019-09-27 17:21:33.715399981+01:00,43
2019-09-27 17:21:33.915499926+01:00,33
2019-09-27 17:21:34.115400076+01:00,24
2019-09-27 17:21:34.315350056+01:00,21
2019-09-27 17:21:34.515350102+01:00,21
2019-09-27 17:21:34.715349913+01:00,24
2019-09-27 17:21:34.915349960+01:00,25
2019-09-27 17:21:35.115499973+01:00,25
2019-09-27 17:21:35.315449953+01:00,25
2019-09-27 17:21:35.515500069+01:00,25
2019-09-27 17:21:35.715699911+01:00,25
2019-09-27 17:21:35.915450096+01:00,25
2019-09-27 17:21:36.115499973+01:00,25
2019-09-27 17:21:36.315649986+01:00,25
2019-09-27 17:21:36.515700102+01:00,25
2019-09-27 17:21:36.715600014+01:00,25
2019-09-27 17:21:36.915750027+01:00,25
2019-09-27 17:21:37.115550041+01:00,26
2019-09-27 17:21:37.315649986+01:00,26
2019-09-27 17:21:37.515549897+01:00,26
2019-09-27 17:21:37.715600014+01:00,27
2019-09-27 17:21:37.915699959+01:00,27
2019-09-27 17:21:38.115849972+01:00,28
2019-09-27 17:21:38.315599918+01:00,28
2019-09-27 17:21:38.515700102+01:00,28
2019-09-27 17:21:38.715749979+01:00,28
2019-09-27 17:21:38.915950060+01:00,29
2019-09-27 17:21:39.115700006+01:00,29
2019-09-27 17:21:39.315749884+01:00,29
2019-09-27 17:21:39.515749931+01:00,29
2019-09-27 17:21:39.715699911+01:00,29
2019-09-27 17:21:39.915899992+01:00,29
2019-09-27 17:21:40.115750074+01:00,29
2019-09-27 17:21:40.315999985+01:00,29
2019-09-27 17:21:40.515850067+01:00,29
2019-09-27 17:21:40.716150045+01:00,29
2019-09-27 17:21:40.915999889+01:00,29
2019-09-27 17:21:41.116149902+01:00,29
2019-09-27 17:21:41.316050053+01:00,29
2019-09-27 17:21:41.516050099+01:00,29
2019-09-27 17:21:41.715850115+01:00,29
2019-09-27 17:21:41.916100025+01:00,29
2019-09-27 17:21:42.116050005+01:00,29
2019-09-27 17:21:42.316050053+01:00,29
2019-09-27 17:21:42.516149998+01:00,29
2019-09-27 17:21:42.715950012+01:00,29
2019-09-27 17:21:42.916199923+01:00,29
2019-09-27 17:21:43.116250038+01:00,29
2019-09-27 17:21:43.316250086+01:00,29
2019-09-27 17:21:43.516149998+01:00,29
2019-09-27 17:21:43.716049910+01:00,29
2019-09-27 17:21:43.916300058+01:00,29
2019-09-27 17:21:44.116250038+01:00,29
2019-09-27 17:21:44.316750050+01:00,29
2019-09-27 17:21:44.517100095+01:00,29
2019-09-27 17:21:44.716150045+01:00,31
2019-09-27 17:21:44.916899920+01:00,34
2019-09-27 17:21:45.116199970+01:00,33
2019-09-27 17:21:45.316400051+01:00,30
2019-09-27 17:21:45.516350031+01:00,29
2019-09-27 17:21:45.716249943+01:00,29
2019-09-27 17:21:45.917000055+01:00,31
2019-09-27 17:21:46.116400003+01:00,33
2019-09-27 17:21:46.316450119+01:00,35
2019-09-27 17:21:46.517299890+01:00,36
2019-09-27 17:21:46.716399908+01:00,35
2019-09-27 17:21:46.917099953+01:00,34
2019-09-27 17:21:47.117350101+01:00,35
2019-09-27 17:21:47.316950083+01:00,35
2019-09-27 17:21:47.517100095+01:00,35
2019-09-27 17:21:47.716949940+01:00,35
2019-09-27 17:21:47.917150021+01:00,37
2019-09-27 17:21:48.117249966+01:00,37
2019-09-27 17:21:48.317399979+01:00,36
2019-09-27 17:21:48.517100095+01:00,36
2019-09-27 17:21:48.711999893+01:00,37
2019-09-27 17:21:48.917200089+01:00,36
2019-09-27 17:21:49.116349936+01:00,35
2019-09-27 17:21:49.316849947+01:00,34
2019-09-27 17:21:49.516400098+01:00,34
2019-09-27 17:21:49.717149973+01:00,34
2019-09-27 17:21:49.917299986+01:00,34
2019-09-27 17:21:50.117150068+01:00,33
2019-09-27 17:21:50.317150116+01:00,34
2019-09-27 17:21:50.517299890+01:00,35
2019-09-27 17:21:50.717050076+01:00,34
2019-09-27 17:22:08.917700052+01:00,86
2019-09-27 17:22:09.117899895+01:00,82
2019-09-27 17:22:09.318000078+01:00,75
2019-09-27 17:22:09.517950058+01:00,76
2019-09-27 17:22:09.717799902+01:00,74
2019-09-27 17:22:09.919150114+01:00,68
2019-09-27 17:22:10.118050098+01:00,62
2019-09-27 17:22:10.317850113+01:00,49
2019-09-27 17:22:10.518049954+01:00,39
2019-09-27 17:22:10.719300032+01:00,38
2019-09-27 17:22:10.918149948+01:00,43
2019-09-27 17:22:11.118149996+01:00,49
2019-09-27 17:22:11.318249941+01:00,58
2019-09-27 17:22:11.517899990+01:00,71
2019-09-27 17:22:11.717950106+01:00,76
2019-09-27 17:22:11.919100046+01:00,77
2019-09-27 17:22:12.118000031+01:00,77
2019-09-27 17:22:12.318049908+01:00,71
2019-09-27 17:22:12.518100023+01:00,66
2019-09-27 17:22:12.717999935+01:00,63
2019-09-27 17:22:12.919150114+01:00,46
2019-09-27 17:22:13.118299961+01:00,29
2019-09-27 17:22:13.318249941+01:00,28
2019-09-27 17:22:13.518049954+01:00,28
2019-09-27 17:22:13.718050003+01:00,27
2019-09-27 17:22:13.918050051+01:00,26
2019-09-27 17:22:14.118099928+01:00,25
2019-09-27 17:22:14.318099976+01:00,26
2019-09-27 17:22:14.518150091+01:00,27
2019-09-27 17:22:14.718400002+01:00,29
2019-09-27 17:22:14.918100119+01:00,32
2019-09-27 17:22:15.118249893+01:00,41
2019-09-27 17:22:15.318350077+01:00,73
2019-09-27 17:22:15.518399954+01:00,88
2019-09-27 17:22:15.718549967+01:00,92
2019-09-27 17:22:15.918299913+01:00,91
2019-09-27 17:22:16.118449926+01:00,91
2019-09-27 17:22:16.318249941+01:00,92
2019-09-27 17:22:16.518249988+01:00,91
2019-09-27 17:22:16.718250036+01:00,92
2019-09-27 17:22:16.918349981+01:00,91
2019-09-27 17:22:17.118299961+01:00,90
2019-09-27 17:22:17.318550110+01:00,88
2019-09-27 17:22:17.518300055+01:00,84
2019-09-27 17:22:17.718650103+01:00,81
2019-09-27 17:22:17.918349981+01:00,77
2019-09-27 17:22:18.118400097+01:00,74
2019-09-27 17:22:18.318399906+01:00,73
2019-09-27 17:22:18.518349886+01:00,72
2019-09-27 17:22:18.718650103+01:00,72
2019-09-27 17:22:18.918400049+01:00,62
2019-09-27 17:22:19.118599892+01:00,29
2019-09-27 17:22:19.318550110+01:00,27
2019-09-27 17:22:19.518549919+01:00,26
2019-09-27 17:22:19.718499899+01:00,25
2019-09-27 17:22:19.918900013+01:00,24
2019-09-27 17:22:20.118550062+01:00,27
2019-09-27 17:22:20.319250107+01:00,36
2019-09-27 17:22:20.518599987+01:00,41
2019-09-27 17:22:20.718800068+01:00,41
2019-09-27 17:22:20.918649912+01:00,39
2019-09-27 17:22:21.118700027+01:00,44
2019-09-27 17:22:21.318700075+01:00,41
2019-09-27 17:22:21.518599987+01:00,37
2019-09-27 17:22:21.718750+01:00,37
2019-09-27 17:22:21.918600082+01:00,47
2019-09-27 17:22:22.118700027+01:00,54
2019-09-27 17:22:22.318650007+01:00,55
2019-09-27 17:22:22.518899918+01:00,57
2019-09-27 17:22:22.718650103+01:00,60
2019-09-27 17:22:22.918649912+01:00,61
2019-09-27 17:22:23.118700027+01:00,61
2019-09-27 17:22:23.319099903+01:00,62
2019-09-27 17:22:23.518749951+01:00,62
2019-09-27 17:22:23.719000101+01:00,63
2019-09-27 17:22:23.918849945+01:00,59
2019-09-27 17:22:24.118900061+01:00,62
2019-09-27 17:22:24.318949938+01:00,64
2019-09-27 17:22:24.514899969+01:00,64
2019-09-27 17:22:24.719000101+01:00,64
2019-09-27 17:22:24.919049978+01:00,64
2019-09-27 17:22:25.119100094+01:00,64
2019-09-27 17:22:25.318900108+01:00,64
2019-09-27 17:22:25.515249968+01:00,64
2019-09-27 17:22:25.718849897+01:00,64
2019-09-27 17:22:25.918900013+01:00,64
2019-09-27 17:22:26.118949890+01:00,64
2019-09-27 17:22:26.319499969+01:00,47
2019-09-27 17:22:26.519049883+01:00,36
2019-09-27 17:22:26.719049931+01:00,30
2019-09-27 17:22:26.918999910+01:00,26
2019-09-27 17:22:27.118999958+01:00,26
2019-09-27 17:22:27.319000006+01:00,25
2019-09-27 17:22:27.519000052+01:00,25
2019-09-27 17:22:27.719000101+01:00,26
2019-09-27 17:22:27.920150042+01:00,31
2019-09-27 17:22:28.119149923+01:00,30
2019-09-27 17:22:28.319050074+01:00,28
2019-09-27 17:22:28.519049883+01:00,29
2019-09-27 17:22:28.719099998+01:00,34
2019-09-27 17:22:28.919100046+01:00,40
2019-09-27 17:22:29.119149923+01:00,42
2019-09-27 17:22:29.319149971+01:00,43
2019-09-27 17:22:29.519150019+01:00,44
2019-09-27 17:22:29.719150066+01:00,44
2019-09-27 17:22:29.919199944+01:00,44
2019-09-27 17:22:30.119250059+01:00,45
2019-09-27 17:22:30.319250107+01:00,47
2019-09-27 17:22:30.519350051+01:00,48
2019-09-27 17:22:30.719350100+01:00,47
2019-09-27 17:22:30.919349909+01:00,47
2019-09-27 17:22:31.119400024+01:00,47
2019-09-27 17:22:31.319400072+01:00,47
2019-09-27 17:22:31.519299984+01:00,49
2019-09-27 17:22:31.719549894+01:00,49
2019-09-27 17:22:31.919300079+01:00,42
2019-09-27 17:22:32.119450092+01:00,35
2019-09-27 17:22:32.319499969+01:00,24
2019-09-27 17:22:32.519350051+01:00,23
2019-09-27 17:22:32.719449997+01:00,22
2019-09-27 17:22:32.919349909+01:00,25
2019-09-27 17:22:33.119499922+01:00,26
2019-09-27 17:22:33.319449902+01:00,26
2019-09-27 17:22:33.519449948+01:00,26
