timestamps,WheelBasedVehicleSpeed
2020-01-13 14:58:14.103250027+01:00,0.0
2020-01-13 14:58:14.113049984+01:00,0.0
2020-01-13 14:58:14.153350115+01:00,0.0
2020-01-13 14:58:14.165899992+01:00,0.0
2020-01-13 14:58:14.203500032+01:00,0.0
2020-01-13 14:58:14.213049889+01:00,0.0
2020-01-13 14:58:14.253550053+01:00,0.0
2020-01-13 14:58:14.265899897+01:00,0.0
2020-01-13 14:58:14.303200006+01:00,0.0
2020-01-13 14:58:14.313050032+01:00,0.0
2020-01-13 14:58:14.353499889+01:00,0.0
2020-01-13 14:58:14.365900040+01:00,0.0
2020-01-13 14:58:14.403249979+01:00,0.0
2020-01-13 14:58:14.413049936+01:00,0.0
2020-01-13 14:58:14.453550100+01:00,0.0
2020-01-13 14:58:14.465899944+01:00,0.0
2020-01-13 14:58:14.503249884+01:00,0.0
2020-01-13 14:58:14.513050079+01:00,0.0
2020-01-13 14:58:14.553600073+01:00,0.0
2020-01-13 14:58:14.566050053+01:00,0.0
2020-01-13 14:58:14.603549957+01:00,0.0
2020-01-13 14:58:14.613100052+01:00,0.0
2020-01-13 14:58:14.653700113+01:00,0.0
2020-01-13 14:58:14.665899992+01:00,0.0
2020-01-13 14:58:14.703500032+01:00,0.0
2020-01-13 14:58:14.713150024+01:00,0.0
2020-01-13 14:58:14.753750086+01:00,0.0
2020-01-13 14:58:14.765949965+01:00,0.0
2020-01-13 14:58:14.804699898+01:00,0.0
2020-01-13 14:58:14.814549923+01:00,0.0
2020-01-13 14:58:14.854300022+01:00,0.0
2020-01-13 14:58:14.866199970+01:00,0.0
2020-01-13 14:58:14.903549910+01:00,0.0
2020-01-13 14:58:14.913450003+01:00,0.0
2020-01-13 14:58:14.960700035+01:00,0.0
2020-01-13 14:58:14.966599941+01:00,0.0
2020-01-13 14:58:15.003550053+01:00,0.0
2020-01-13 14:58:15.013099909+01:00,0.0
2020-01-13 14:58:15.053250074+01:00,0.0
2020-01-13 14:58:15.065999985+01:00,0.0
2020-01-13 14:58:15.103600025+01:00,0.0
2020-01-13 14:58:15.113199949+01:00,0.0
2020-01-13 14:58:15.153450012+01:00,0.0
2020-01-13 14:58:15.165999889+01:00,0.0
2020-01-13 14:58:15.203599930+01:00,0.0
2020-01-13 14:58:15.213099957+01:00,0.0
2020-01-13 14:58:15.253149986+01:00,0.0
2020-01-13 14:58:15.265949965+01:00,0.0
2020-01-13 14:58:15.303600073+01:00,0.0
2020-01-13 14:58:15.313100100+01:00,0.0
2020-01-13 14:58:15.353149891+01:00,0.0
2020-01-13 14:58:15.365999937+01:00,0.0
2020-01-13 14:58:15.403599977+01:00,0.0
2020-01-13 14:58:15.413100004+01:00,0.0
2020-01-13 14:58:15.453550100+01:00,0.0
2020-01-13 14:58:15.466049910+01:00,0.0
2020-01-13 14:58:15.503599882+01:00,0.0
2020-01-13 14:58:15.513099909+01:00,0.0
2020-01-13 14:58:15.553050041+01:00,0.0
2020-01-13 14:58:15.566149950+01:00,0.0
2020-01-13 14:58:15.603600025+01:00,0.0
2020-01-13 14:58:15.613149881+01:00,0.0
2020-01-13 14:58:15.653350115+01:00,0.0
2020-01-13 14:58:15.666800022+01:00,0.0
2020-01-13 14:58:15.703449965+01:00,0.0
2020-01-13 14:58:15.713150024+01:00,0.0
2020-01-13 14:58:15.754499912+01:00,0.0
2020-01-13 14:58:15.766249895+01:00,0.0
2020-01-13 14:58:15.804699898+01:00,0.0
2020-01-13 14:58:15.814599991+01:00,0.0
2020-01-13 14:58:15.853749990+01:00,0.0
2020-01-13 14:58:15.866349936+01:00,0.0
2020-01-13 14:58:15.903599977+01:00,0.0
2020-01-13 14:58:15.913500071+01:00,0.0
2020-01-13 14:58:15.961899996+01:00,0.0
2020-01-13 14:58:15.966949940+01:00,0.0
2020-01-13 14:58:16.003599882+01:00,0.0
2020-01-13 14:58:16.013200045+01:00,0.0
2020-01-13 14:58:16.053699970+01:00,0.0
2020-01-13 14:58:16.067049979+01:00,0.0
2020-01-13 14:58:16.103549957+01:00,0.0
2020-01-13 14:58:16.113149881+01:00,0.0
2020-01-13 14:58:16.153100014+01:00,0.0
2020-01-13 14:58:16.167099953+01:00,0.0
2020-01-13 14:58:16.203500032+01:00,0.0
2020-01-13 14:58:16.213200092+01:00,0.0
2020-01-13 14:58:16.253249883+01:00,0.0
2020-01-13 14:58:16.267100096+01:00,0.0
2020-01-13 14:58:16.303600073+01:00,0.0
2020-01-13 14:58:16.313149929+01:00,0.0
2020-01-13 14:58:16.353899956+01:00,0.0
2020-01-13 14:58:16.366600037+01:00,0.0
2020-01-13 14:58:16.403650045+01:00,0.0
2020-01-13 14:58:16.413199902+01:00,0.0
2020-01-13 14:58:16.453350067+01:00,0.0
2020-01-13 14:58:16.466599941+01:00,0.0
2020-01-13 14:58:16.503550053+01:00,0.0
2020-01-13 14:58:16.513200045+01:00,0.0
2020-01-13 14:58:16.553149939+01:00,0.0
2020-01-13 14:58:16.566750050+01:00,0.0
2020-01-13 14:58:16.603549957+01:00,0.0
2020-01-13 14:58:16.613199949+01:00,0.0
2020-01-13 14:58:16.653850079+01:00,0.0
2020-01-13 14:58:16.666650057+01:00,0.0
2020-01-13 14:58:16.703550100+01:00,0.0
2020-01-13 14:58:16.713200092+01:00,0.0
2020-01-13 14:58:16.753649950+01:00,0.0
2020-01-13 14:58:16.766649961+01:00,0.0
2020-01-13 14:58:16.804600+01:00,0.0
2020-01-13 14:58:16.815599918+01:00,0.0
2020-01-13 14:58:16.853800058+01:00,0.0
2020-01-13 14:58:16.866750002+01:00,0.0
2020-01-13 14:58:16.903800011+01:00,0.0
2020-01-13 14:58:16.913599968+01:00,0.0
2020-01-13 14:58:16.961999893+01:00,0.0
2020-01-13 14:58:16.966799974+01:00,0.0
2020-01-13 14:58:17.003700018+01:00,0.0
2020-01-13 14:58:17.013250113+01:00,0.0
2020-01-13 14:58:17.053649902+01:00,0.0
2020-01-13 14:58:17.066649914+01:00,0.0
2020-01-13 14:58:17.103650093+01:00,0.0
2020-01-13 14:58:17.113450050+01:00,0.0
2020-01-13 14:58:17.153150082+01:00,0.0
2020-01-13 14:58:17.166699886+01:00,0.0
2020-01-13 14:58:17.203599930+01:00,0.0
2020-01-13 14:58:17.213249922+01:00,0.0
2020-01-13 14:58:17.253649950+01:00,0.0
2020-01-13 14:58:17.267849922+01:00,0.0
2020-01-13 14:58:17.303699970+01:00,0.0
2020-01-13 14:58:17.313250065+01:00,0.0
2020-01-13 14:58:17.353149891+01:00,0.0
2020-01-13 14:58:17.366650105+01:00,0.0
2020-01-13 14:58:17.403650045+01:00,0.0
2020-01-13 14:58:17.413249969+01:00,0.0
2020-01-13 14:58:17.454600096+01:00,0.0
2020-01-13 14:58:17.466650009+01:00,0.0
2020-01-13 14:58:17.503599882+01:00,0.0
2020-01-13 14:58:17.513299941+01:00,0.0
2020-01-13 14:58:17.553499937+01:00,0.0
2020-01-13 14:58:17.566849947+01:00,0.0
2020-01-13 14:58:17.603600025+01:00,0.0
2020-01-13 14:58:17.613300085+01:00,0.0
2020-01-13 14:58:17.653399944+01:00,0.0
2020-01-13 14:58:17.666699886+01:00,0.0
2020-01-13 14:58:17.703599930+01:00,0.0
2020-01-13 14:58:17.713249922+01:00,0.0
2020-01-13 14:58:17.753599882+01:00,0.0
2020-01-13 14:58:17.766700029+01:00,0.0
2020-01-13 14:58:17.804850101+01:00,0.0
2020-01-13 14:58:17.814650059+01:00,0.0
2020-01-13 14:58:17.853950024+01:00,0.0
2020-01-13 14:58:17.868050098+01:00,0.0
2020-01-13 14:58:17.903599977+01:00,0.0
2020-01-13 14:58:17.913650036+01:00,0.0
2020-01-13 14:58:17.960949898+01:00,0.0
2020-01-13 14:58:17.966900110+01:00,0.0
2020-01-13 14:58:18.003649950+01:00,0.0
2020-01-13 14:58:18.013299942+01:00,0.0
2020-01-13 14:58:18.054100037+01:00,0.0
2020-01-13 14:58:18.067899942+01:00,0.0
2020-01-13 14:58:18.103650093+01:00,0.0
2020-01-13 14:58:18.113300085+01:00,0.0
2020-01-13 14:58:18.153549910+01:00,0.0
2020-01-13 14:58:18.166150093+01:00,0.0
2020-01-13 14:58:18.203649998+01:00,0.0
2020-01-13 14:58:18.213299990+01:00,0.0
2020-01-13 14:58:18.253149986+01:00,0.0
2020-01-13 14:58:18.266149998+01:00,0.0
2020-01-13 14:58:18.303800106+01:00,0.0
2020-01-13 14:58:18.313299894+01:00,0.0
2020-01-13 14:58:18.353250027+01:00,0.0
2020-01-13 14:58:18.366199970+01:00,0.0
2020-01-13 14:58:18.403700113+01:00,0.0
2020-01-13 14:58:18.413350105+01:00,0.0
2020-01-13 14:58:18.453799963+01:00,0.0
2020-01-13 14:58:18.466300011+01:00,0.0
2020-01-13 14:58:18.503700018+01:00,0.0
2020-01-13 14:58:18.513299941+01:00,0.0
2020-01-13 14:58:18.553200006+01:00,0.0
2020-01-13 14:58:18.567549944+01:00,0.0
2020-01-13 14:58:18.603749990+01:00,0.0
2020-01-13 14:58:18.613349915+01:00,0.0
2020-01-13 14:58:18.653450012+01:00,0.0
2020-01-13 14:58:18.667350054+01:00,0.0
2020-01-13 14:58:18.703649998+01:00,0.0
2020-01-13 14:58:18.713299990+01:00,0.0
2020-01-13 14:58:18.754100084+01:00,0.0
2020-01-13 14:58:18.767349958+01:00,0.0
2020-01-13 14:58:18.804949999+01:00,0.0
2020-01-13 14:58:18.814800024+01:00,0.0
2020-01-13 14:58:18.853349924+01:00,0.0
2020-01-13 14:58:18.868050098+01:00,0.0
2020-01-13 14:58:18.903700113+01:00,0.0
2020-01-13 14:58:18.913749933+01:00,0.0
2020-01-13 14:58:18.962549925+01:00,0.0
2020-01-13 14:58:18.966399908+01:00,0.0
2020-01-13 14:58:19.003700018+01:00,0.0
2020-01-13 14:58:19.013400078+01:00,0.0
2020-01-13 14:58:19.053849936+01:00,0.0
2020-01-13 14:58:19.066250086+01:00,0.0
2020-01-13 14:58:19.103749990+01:00,0.0
2020-01-13 14:58:19.113399982+01:00,0.0
2020-01-13 14:58:19.153300047+01:00,0.0
2020-01-13 14:58:19.166249990+01:00,0.0
2020-01-13 14:58:19.203749895+01:00,0.0
2020-01-13 14:58:19.213399887+01:00,0.0
2020-01-13 14:58:19.253249883+01:00,0.0
2020-01-13 14:58:19.266249895+01:00,0.0
2020-01-13 14:58:19.303849936+01:00,0.0
2020-01-13 14:58:19.313400030+01:00,0.0
2020-01-13 14:58:19.353950024+01:00,0.0
2020-01-13 14:58:19.366250038+01:00,0.0
2020-01-13 14:58:19.403749943+01:00,0.0
2020-01-13 14:58:19.413399935+01:00,0.0
2020-01-13 14:58:19.453299999+01:00,0.0
2020-01-13 14:58:19.466200113+01:00,0.0
2020-01-13 14:58:19.503750086+01:00,0.0
2020-01-13 14:58:19.513400078+01:00,0.0
2020-01-13 14:58:19.553299904+01:00,0.0
2020-01-13 14:58:19.566400051+01:00,0.0
2020-01-13 14:58:19.603899956+01:00,0.0
2020-01-13 14:58:19.613399982+01:00,0.0
2020-01-13 14:58:19.653899908+01:00,0.0
2020-01-13 14:58:19.666249990+01:00,0.0
2020-01-13 14:58:19.703749895+01:00,0.0
2020-01-13 14:58:19.713399887+01:00,0.0
2020-01-13 14:58:19.753649950+01:00,0.0
2020-01-13 14:58:19.766249895+01:00,0.0
2020-01-13 14:58:19.805000067+01:00,0.0
2020-01-13 14:58:19.814850092+01:00,0.0
2020-01-13 14:58:19.853300095+01:00,0.0
2020-01-13 14:58:19.866349936+01:00,0.0
2020-01-13 14:58:19.903800011+01:00,0.0
2020-01-13 14:58:19.913800001+01:00,0.0
2020-01-13 14:58:19.961100101+01:00,0.0
2020-01-13 14:58:19.966350079+01:00,0.0
2020-01-13 14:58:20.003900051+01:00,0.0
2020-01-13 14:58:20.013449907+01:00,0.0
2020-01-13 14:58:20.053299904+01:00,0.0
2020-01-13 14:58:20.066299915+01:00,0.0
2020-01-13 14:58:20.103899956+01:00,0.0
2020-01-13 14:58:20.113450050+01:00,0.0
2020-01-13 14:58:20.153300047+01:00,0.0
2020-01-13 14:58:20.166650057+01:00,0.0
2020-01-13 14:58:20.203850031+01:00,0.0
2020-01-13 14:58:20.213449955+01:00,0.0
2020-01-13 14:58:20.253700018+01:00,0.0
2020-01-13 14:58:20.266249895+01:00,0.0
2020-01-13 14:58:20.303950071+01:00,0.0
2020-01-13 14:58:20.313450098+01:00,0.0
2020-01-13 14:58:20.353349924+01:00,0.0
2020-01-13 14:58:20.366300106+01:00,0.0
2020-01-13 14:58:20.403850079+01:00,0.0
2020-01-13 14:58:20.413399935+01:00,0.0
2020-01-13 14:58:20.453399897+01:00,0.0
2020-01-13 14:58:20.466300011+01:00,0.0
2020-01-13 14:58:20.503900051+01:00,0.0
2020-01-13 14:58:20.513499975+01:00,0.0
2020-01-13 14:58:20.553699970+01:00,0.0
2020-01-13 14:58:20.566450119+01:00,0.0
2020-01-13 14:58:20.603800058+01:00,0.0
2020-01-13 14:58:20.613450050+01:00,0.0
2020-01-13 14:58:20.653500080+01:00,0.0
2020-01-13 14:58:20.666899920+01:00,0.0
2020-01-13 14:58:20.703850031+01:00,0.0
2020-01-13 14:58:20.713449955+01:00,0.0
2020-01-13 14:58:20.753799915+01:00,0.0
2020-01-13 14:58:20.766299963+01:00,0.0
2020-01-13 14:58:20.805099964+01:00,0.0
2020-01-13 14:58:20.814949989+01:00,0.0
2020-01-13 14:58:20.854199886+01:00,0.0
2020-01-13 14:58:20.866400003+01:00,0.0
2020-01-13 14:58:20.903949976+01:00,0.0
2020-01-13 14:58:20.913899899+01:00,0.0
2020-01-13 14:58:20.961149931+01:00,0.0
2020-01-13 14:58:20.966449976+01:00,0.0
2020-01-13 14:58:21.003900051+01:00,0.0
2020-01-13 14:58:21.013600111+01:00,0.0
2020-01-13 14:58:21.053299904+01:00,0.0
2020-01-13 14:58:21.066400051+01:00,0.0
2020-01-13 14:58:21.103899956+01:00,0.0
2020-01-13 14:58:21.113500118+01:00,0.0
2020-01-13 14:58:21.153650045+01:00,0.0
2020-01-13 14:58:21.166949987+01:00,0.0
2020-01-13 14:58:21.203900099+01:00,0.0
2020-01-13 14:58:21.213500023+01:00,0.0
2020-01-13 14:58:21.253299952+01:00,0.0
2020-01-13 14:58:21.266350031+01:00,0.0
2020-01-13 14:58:21.303950071+01:00,0.0
2020-01-13 14:58:21.313549995+01:00,0.0
2020-01-13 14:58:21.353250027+01:00,0.0
2020-01-13 14:58:21.366400003+01:00,0.0
2020-01-13 14:58:21.403949976+01:00,0.0
2020-01-13 14:58:21.413500071+01:00,0.0
2020-01-13 14:58:21.453649998+01:00,0.0
2020-01-13 14:58:21.466350079+01:00,0.0
2020-01-13 14:58:21.504050016+01:00,0.0
2020-01-13 14:58:21.513499975+01:00,0.0
2020-01-13 14:58:21.553299904+01:00,0.0
2020-01-13 14:58:21.566499949+01:00,0.0
2020-01-13 14:58:21.604049921+01:00,0.0
2020-01-13 14:58:21.613549948+01:00,0.0
2020-01-13 14:58:21.653450012+01:00,0.0
2020-01-13 14:58:21.666899920+01:00,0.0
2020-01-13 14:58:21.703900099+01:00,0.0
2020-01-13 14:58:21.713550091+01:00,0.0
2020-01-13 14:58:21.754149914+01:00,0.0
2020-01-13 14:58:21.766400099+01:00,0.0
2020-01-13 14:58:21.805150032+01:00,0.0
2020-01-13 14:58:21.815000057+01:00,0.0
2020-01-13 14:58:21.853499889+01:00,0.0
2020-01-13 14:58:21.866499901+01:00,0.0
2020-01-13 14:58:21.904000044+01:00,0.0
2020-01-13 14:58:21.913949966+01:00,0.0
2020-01-13 14:58:21.960550070+01:00,0.0
2020-01-13 14:58:21.966449976+01:00,0.0
2020-01-13 14:58:22.003950119+01:00,0.0
2020-01-13 14:58:22.013600111+01:00,0.0
2020-01-13 14:58:22.053699970+01:00,0.0
2020-01-13 14:58:22.066450119+01:00,0.0
2020-01-13 14:58:22.104049921+01:00,0.0
2020-01-13 14:58:22.113600016+01:00,0.0
2020-01-13 14:58:22.153350115+01:00,0.0
2020-01-13 14:58:22.166949987+01:00,0.0
2020-01-13 14:58:22.203949928+01:00,0.0
2020-01-13 14:58:22.213599920+01:00,0.0
2020-01-13 14:58:22.253799915+01:00,0.0
2020-01-13 14:58:22.266449928+01:00,0.0
2020-01-13 14:58:22.303999901+01:00,0.0
2020-01-13 14:58:22.313600063+01:00,0.0
2020-01-13 14:58:22.354150057+01:00,0.0
2020-01-13 14:58:22.366450071+01:00,0.0
2020-01-13 14:58:22.403949976+01:00,0.0
2020-01-13 14:58:22.413549900+01:00,0.0
2020-01-13 14:58:22.453900099+01:00,0.0
2020-01-13 14:58:22.467000008+01:00,0.0
2020-01-13 14:58:22.503950119+01:00,0.0
2020-01-13 14:58:22.513600111+01:00,0.0
2020-01-13 14:58:22.553699970+01:00,0.0
2020-01-13 14:58:22.566550016+01:00,0.0
2020-01-13 14:58:22.604000092+01:00,0.0
2020-01-13 14:58:22.613600016+01:00,0.0
2020-01-13 14:58:22.654050112+01:00,0.0
2020-01-13 14:58:22.666450024+01:00,0.0
2020-01-13 14:58:22.703999996+01:00,0.0
2020-01-13 14:58:22.713599920+01:00,0.0
2020-01-13 14:58:22.753900051+01:00,0.0
2020-01-13 14:58:22.766449928+01:00,0.0
2020-01-13 14:58:22.805200100+01:00,0.0
2020-01-13 14:58:22.815099955+01:00,0.0
2020-01-13 14:58:22.853499889+01:00,0.0
2020-01-13 14:58:22.866600037+01:00,0.0
2020-01-13 14:58:22.904000044+01:00,0.0
2020-01-13 14:58:22.914050102+01:00,0.0
2020-01-13 14:58:22.961100101+01:00,0.0
2020-01-13 14:58:22.967200041+01:00,0.0
2020-01-13 14:58:23.004100084+01:00,0.0
2020-01-13 14:58:23.014199972+01:00,0.0
2020-01-13 14:58:23.053400040+01:00,0.0
2020-01-13 14:58:23.066550016+01:00,0.0
2020-01-13 14:58:23.104150057+01:00,0.0
2020-01-13 14:58:23.113699913+01:00,0.0
2020-01-13 14:58:23.153399944+01:00,0.0
2020-01-13 14:58:23.166500092+01:00,0.0
2020-01-13 14:58:23.204050064+01:00,0.0
2020-01-13 14:58:23.213649988+01:00,0.0
2020-01-13 14:58:23.253799915+01:00,0.0
2020-01-13 14:58:23.266499996+01:00,0.0
2020-01-13 14:58:23.304150105+01:00,0.0
2020-01-13 14:58:23.313649893+01:00,0.0
2020-01-13 14:58:23.353399992+01:00,0.0
2020-01-13 14:58:23.366499901+01:00,0.0
2020-01-13 14:58:23.404150009+01:00,0.0
2020-01-13 14:58:23.413650036+01:00,0.0
2020-01-13 14:58:23.453399897+01:00,0.0
2020-01-13 14:58:23.466500044+01:00,0.0
2020-01-13 14:58:23.504149914+01:00,0.0
2020-01-13 14:58:23.513649940+01:00,0.0
2020-01-13 14:58:23.553750038+01:00,0.0
2020-01-13 14:58:23.567300081+01:00,0.0
2020-01-13 14:58:23.604199886+01:00,0.0
2020-01-13 14:58:23.613650084+01:00,0.0
2020-01-13 14:58:23.653650045+01:00,0.0
2020-01-13 14:58:23.667099953+01:00,0.0
2020-01-13 14:58:23.704149961+01:00,0.0
2020-01-13 14:58:23.713700056+01:00,0.0
2020-01-13 14:58:23.753700018+01:00,0.0
2020-01-13 14:58:23.767100096+01:00,0.0
2020-01-13 14:58:23.805350065+01:00,0.0
2020-01-13 14:58:23.815200090+01:00,0.0
2020-01-13 14:58:23.854899883+01:00,0.0
2020-01-13 14:58:23.867300034+01:00,0.0
2020-01-13 14:58:23.904150009+01:00,0.0
2020-01-13 14:58:23.914099932+01:00,0.0
2020-01-13 14:58:23.960550070+01:00,0.0
2020-01-13 14:58:23.966599941+01:00,0.0
2020-01-13 14:58:24.004199982+01:00,0.0
2020-01-13 14:58:24.013700008+01:00,0.0
2020-01-13 14:58:24.053349972+01:00,0.0
2020-01-13 14:58:24.066600084+01:00,0.0
2020-01-13 14:58:24.104199886+01:00,0.0
2020-01-13 14:58:24.113699913+01:00,0.0
2020-01-13 14:58:24.153650045+01:00,0.0
2020-01-13 14:58:24.166599989+01:00,0.0
2020-01-13 14:58:24.204200029+01:00,0.0
2020-01-13 14:58:24.213700056+01:00,0.0
2020-01-13 14:58:24.253350018+01:00,0.0
2020-01-13 14:58:24.266550063+01:00,0.0
2020-01-13 14:58:24.304250002+01:00,0.0
2020-01-13 14:58:24.313699961+01:00,0.0
2020-01-13 14:58:24.353349924+01:00,0.0
2020-01-13 14:58:24.366600037+01:00,0.0
2020-01-13 14:58:24.404249907+01:00,0.0
2020-01-13 14:58:24.413700104+01:00,0.0
2020-01-13 14:58:24.453700066+01:00,0.0
2020-01-13 14:58:24.466550112+01:00,0.0
2020-01-13 14:58:24.504250050+01:00,0.0
2020-01-13 14:58:24.513750076+01:00,0.0
2020-01-13 14:58:24.553699970+01:00,0.0
2020-01-13 14:58:24.566699982+01:00,0.0
2020-01-13 14:58:24.604249954+01:00,0.0
2020-01-13 14:58:24.613699913+01:00,0.0
2020-01-13 14:58:24.653549910+01:00,0.0
2020-01-13 14:58:24.666549921+01:00,0.0
2020-01-13 14:58:24.704099894+01:00,0.0
2020-01-13 14:58:24.713700056+01:00,0.0
2020-01-13 14:58:24.754199982+01:00,0.0
2020-01-13 14:58:24.766599894+01:00,0.0
2020-01-13 14:58:24.805399895+01:00,0.0
2020-01-13 14:58:24.815200090+01:00,0.0
2020-01-13 14:58:24.853450060+01:00,0.0
2020-01-13 14:58:24.866750002+01:00,0.0
2020-01-13 14:58:24.904249907+01:00,0.0
2020-01-13 14:58:24.914200068+01:00,0.0
2020-01-13 14:58:24.960000038+01:00,0.0
2020-01-13 14:58:24.966650009+01:00,0.0
2020-01-13 14:58:25.004250050+01:00,0.0
2020-01-13 14:58:25.013750076+01:00,0.0
2020-01-13 14:58:25.053699970+01:00,0.0
2020-01-13 14:58:25.066699982+01:00,0.0
2020-01-13 14:58:25.104300022+01:00,0.0
2020-01-13 14:58:25.113749981+01:00,0.0
2020-01-13 14:58:25.153399944+01:00,0.0
2020-01-13 14:58:25.166650057+01:00,0.0
2020-01-13 14:58:25.204149961+01:00,0.0
2020-01-13 14:58:25.213850021+01:00,0.0
2020-01-13 14:58:25.253400087+01:00,0.0
2020-01-13 14:58:25.266649961+01:00,0.0
2020-01-13 14:58:25.304300070+01:00,0.0
2020-01-13 14:58:25.313800097+01:00,0.0
2020-01-13 14:58:25.353749990+01:00,0.0
2020-01-13 14:58:25.366650105+01:00,0.0
2020-01-13 14:58:25.404200077+01:00,0.0
2020-01-13 14:58:25.413850069+01:00,0.0
2020-01-13 14:58:25.453449965+01:00,0.0
2020-01-13 14:58:25.466650009+01:00,0.0
2020-01-13 14:58:25.504300117+01:00,0.0
2020-01-13 14:58:25.513799906+01:00,0.0
2020-01-13 14:58:25.553400040+01:00,0.0
2020-01-13 14:58:25.566800117+01:00,0.0
2020-01-13 14:58:25.604300022+01:00,0.0
2020-01-13 14:58:25.613749981+01:00,0.0
2020-01-13 14:58:25.654449940+01:00,0.0
2020-01-13 14:58:25.666650057+01:00,0.0
2020-01-13 14:58:25.704299927+01:00,0.0
2020-01-13 14:58:25.713799953+01:00,0.0
2020-01-13 14:58:25.753849983+01:00,0.0
2020-01-13 14:58:25.766649961+01:00,0.0
2020-01-13 14:58:25.805500031+01:00,0.0
2020-01-13 14:58:25.815299988+01:00,0.0
2020-01-13 14:58:25.853650093+01:00,0.0
2020-01-13 14:58:25.866800070+01:00,0.0
2020-01-13 14:58:25.904350042+01:00,0.0
2020-01-13 14:58:25.914249897+01:00,0.0
2020-01-13 14:58:25.962650061+01:00,0.0
2020-01-13 14:58:25.966850042+01:00,0.0
2020-01-13 14:58:26.004349947+01:00,0.0
2020-01-13 14:58:26.013849974+01:00,0.0
2020-01-13 14:58:26.053450108+01:00,0.0
2020-01-13 14:58:26.066750050+01:00,0.0
2020-01-13 14:58:26.104350090+01:00,0.0
2020-01-13 14:58:26.113850117+01:00,0.0
2020-01-13 14:58:26.153399944+01:00,0.0
2020-01-13 14:58:26.166699886+01:00,0.0
2020-01-13 14:58:26.204400063+01:00,0.0
2020-01-13 14:58:26.213850021+01:00,0.0
2020-01-13 14:58:26.253900051+01:00,0.0
2020-01-13 14:58:26.266700029+01:00,0.0
2020-01-13 14:58:26.304399967+01:00,0.0
2020-01-13 14:58:26.313849926+01:00,0.0
