timestamps,EngineSpeed
2020-01-13 14:58:16.745049953+01:00,603.0
2020-01-13 14:58:16.755199909+01:00,603.375
2020-01-13 14:58:16.764849901+01:00,603.625
2020-01-13 14:58:16.774699926+01:00,603.375
2020-01-13 14:58:16.784600019+01:00,603.0
2020-01-13 14:58:16.795249939+01:00,602.875
2020-01-13 14:58:16.805749893+01:00,603.0
2020-01-13 14:58:16.815049887+01:00,603.625
2020-01-13 14:58:16.823600054+01:00,604.4974489809252
2020-01-13 14:58:16.824850082+01:00,604.625
2020-01-13 14:58:16.835050106+01:00,605.5
2020-01-13 14:58:16.845249891+01:00,605.625
2020-01-13 14:58:16.855200052+01:00,605.125
2020-01-13 14:58:16.865000010+01:00,604.75
2020-01-13 14:58:16.874799967+01:00,604.75
2020-01-13 14:58:16.884649992+01:00,605.5
2020-01-13 14:58:16.895649910+01:00,605.625
2020-01-13 14:58:16.904900074+01:00,606.125
2020-01-13 14:58:16.914750099+01:00,605.5
2020-01-13 14:58:16.923199892+01:00,604.7606249935826
2020-01-13 14:58:16.924750090+01:00,604.625
2020-01-13 14:58:16.934900045+01:00,603.375
2020-01-13 14:58:16.945699930+01:00,603.0
2020-01-13 14:58:16.955100060+01:00,603.375
2020-01-13 14:58:16.965049982+01:00,603.875
2020-01-13 14:58:16.974699974+01:00,604.125
2020-01-13 14:58:16.984600067+01:00,603.875
2020-01-13 14:58:16.995500088+01:00,603.0
2020-01-13 14:58:17.004800081+01:00,602.5
2020-01-13 14:58:17.014699936+01:00,602.5
2020-01-13 14:58:17.023299932+01:00,603.2524999841094
2020-01-13 14:58:17.024699926+01:00,603.375
2020-01-13 14:58:17.034800053+01:00,604.125
2020-01-13 14:58:17.045150042+01:00,604.375
2020-01-13 14:58:17.054699898+01:00,604.125
2020-01-13 14:58:17.064899921+01:00,603.625
2020-01-13 14:58:17.074749947+01:00,603.0
2020-01-13 14:58:17.084650040+01:00,603.375
2020-01-13 14:58:17.095499992+01:00,603.875
2020-01-13 14:58:17.104749918+01:00,604.375
2020-01-13 14:58:17.114700079+01:00,604.375
2020-01-13 14:58:17.123250008+01:00,603.9453517556191
2020-01-13 14:58:17.124650002+01:00,603.875
2020-01-13 14:58:17.134749889+01:00,602.5
2020-01-13 14:58:17.144750118+01:00,602.125
2020-01-13 14:58:17.154700041+01:00,602.125
2020-01-13 14:58:17.164949894+01:00,602.5
2020-01-13 14:58:17.174750090+01:00,602.875
2020-01-13 14:58:17.184649944+01:00,603.375
2020-01-13 14:58:17.195499897+01:00,603.0
2020-01-13 14:58:17.205300093+01:00,602.5
