sampno,vehno
1848600,1.0
1848600,2.0
1848710,1.0
1848710,2.0
1849259,1.0
1849259,2.0
1849266,1.0
1849285,1.0
1849285,2.0
1849285,3.0
1849431,1.0
1849837,1.0
1849837,2.0
1849837,3.0
1850047,1.0
1850128,1.0
1850128,2.0
1850128,3.0
1850128,4.0
1850149,1.0
1850963,1.0
1851486,1.0
1851486,2.0
1852836,1.0
1852836,2.0
1853241,1.0
1853241,2.0
1853259,1.0
1853259,2.0
1853800,1.0
1853800,2.0
1854395,1.0
1854395,2.0
1854648,1.0
1854648,2.0
1854648,3.0
1855044,1.0
1855044,2.0
1855331,1.0
1855331,2.0
1855747,1.0
1855935,1.0
1855935,2.0
1855935,3.0
1856472,1.0
1856472,2.0
1856472,3.0
1856674,1.0
1856674,2.0
1856779,1.0
1857392,1.0
1857392,2.0
1857392,3.0
1857392,4.0
1857655,1.0
1857655,2.0
1857655,3.0
1857662,1.0
1857662,2.0
1858360,1.0
1858360,2.0
1859059,1.0
1859059,2.0
1859059,3.0
1859059,4.0
1859129,1.0
1859129,2.0
1859466,1.0
1859466,2.0
1859466,3.0
1859805,1.0
1859999,1.0
1859999,2.0
1859999,3.0
1860078,1.0
1860078,2.0
1860513,1.0
1860569,1.0
1860569,2.0
1860569,3.0
1860659,1.0
1860943,1.0
1860943,2.0
1861407,1.0
1861407,2.0
1862645,1.0
1863434,1.0
1863465,1.0
1863465,2.0
1864404,1.0
1864404,2.0
1864404,3.0
1864404,4.0
1864684,1.0
1864684,2.0
1864714,1.0
1864714,2.0
1864714,3.0
1864894,1.0
1864894,2.0
1864916,1.0
1864916,2.0
1865696,1.0
1865696,2.0
1866089,1.0
1866089,2.0
1866829,1.0
1866829,2.0
1867257,1.0
1867388,1.0
1867388,2.0
1867388,3.0
1867462,1.0
1867462,2.0
1867462,3.0
1867582,1.0
1867582,2.0
1867765,1.0
1867809,1.0
1868491,1.0
1868491,2.0
1869023,1.0
1869023,2.0
1869046,1.0
1869046,2.0
1869162,1.0
1870151,1.0
1870151,2.0
1870151,3.0
1870225,1.0
1870225,2.0
1870477,1.0
1870477,2.0
1870477,3.0
1870477,4.0
1870903,1.0
1870903,2.0
1871653,1.0
1872062,1.0
1872062,2.0
1872660,1.0
1872660,2.0
1872660,3.0
1872660,4.0
1872898,1.0
1873500,1.0
1873500,2.0
1873500,3.0
1874531,1.0
1876297,1.0
1876721,1.0
1876936,1.0
1877046,1.0
1877638,1.0
1877638,2.0
1877918,1.0
1877918,2.0
1878606,1.0
1878624,1.0
1878624,2.0
1879098,1.0
1880759,1.0
1880759,2.0
1880762,1.0
1881314,1.0
1882374,1.0
1882374,2.0
1883177,1.0
1883177,2.0
1883479,1.0
1883479,2.0
1883479,3.0
1883766,1.0
1883934,1.0
1883934,2.0
1883934,3.0
1884049,1.0
1884049,2.0
1884049,3.0
1884621,1.0
1884944,1.0
1884944,2.0
1885244,1.0
1885244,2.0
1885271,1.0
1885852,1.0
1885852,2.0
1886089,1.0
1886089,2.0
1886541,1.0
1887149,1.0
1887149,2.0
1887969,1.0
1887969,2.0
1887999,1.0
1888581,1.0
1888581,2.0
1888587,1.0
1888587,2.0
1888910,1.0
1888910,2.0
1888910,3.0
1888942,1.0
1888942,2.0
1890474,1.0
1890474,2.0
1890682,1.0
1891693,1.0
1891776,1.0
1891776,2.0
1892049,1.0
1892340,1.0
1892340,2.0
1892340,3.0
1893452,1.0
1893452,2.0
1893452,3.0
1893459,1.0
1893803,1.0
1893803,2.0
1893803,3.0
1893849,1.0
1893864,1.0
1893864,2.0
1962928,2.0
1894082,1.0
1894699,1.0
1894699,2.0
1895118,1.0
1895118,2.0
1895156,1.0
1895313,1.0
1895313,2.0
1895560,1.0
1895708,1.0
1895708,2.0
1896415,1.0
1896415,2.0
1896415,3.0
1896766,1.0
1896766,2.0
1896893,1.0
1896893,2.0
1897869,1.0
1899818,1.0
1899852,1.0
1899852,2.0
1900112,1.0
1900112,2.0
1900112,3.0
1900618,1.0
1900618,2.0
1900618,3.0
1900691,1.0
1900691,2.0
1901725,1.0
1901725,2.0
1902048,1.0
1902048,2.0
1902947,1.0
1902947,2.0
1904213,1.0
2497658,2.0
1904213,2.0
1904222,1.0
1904222,2.0
1905059,1.0
1905285,1.0
1905285,2.0
1905285,3.0
1905285,4.0
1905296,1.0
2529313,2.0
1905296,2.0
1905296,3.0
1905323,1.0
1905323,2.0
1905894,1.0
1905894,2.0
1906392,1.0
1906644,1.0
1906644,2.0
1906781,1.0
1906781,2.0
1906781,3.0
1907161,1.0
1907161,2.0
1907245,1.0
1907245,2.0
1907245,3.0
1907608,1.0
1907921,1.0
1907921,2.0
1907921,3.0
1907921,4.0
1908073,1.0
1908073,2.0
1908073,3.0
1908073,4.0
1908079,1.0
1908079,2.0
1908079,3.0
1908576,1.0
1909133,1.0
1909133,2.0
1910241,1.0
1910241,2.0
1910558,1.0
1910558,2.0
1910771,1.0
1910771,2.0
1911375,1.0
1911375,2.0
1911663,1.0
1911663,2.0
1912496,1.0
1913599,1.0
1913599,2.0
1913749,1.0
1914306,1.0
1914306,2.0
1914987,1.0
1914987,2.0
1915368,1.0
1917245,1.0
1917394,1.0
1917421,1.0
1917690,1.0
1917707,1.0
1917707,2.0
1918455,1.0
1918455,2.0
1918541,1.0
1919576,1.0
1919576,2.0
1919576,3.0
1919738,1.0
1919738,2.0
1920549,1.0
1920549,2.0
1920567,1.0
1920567,2.0
1920567,3.0
1920836,1.0
1920836,2.0
1921617,1.0
1921617,2.0
1921828,1.0
1921828,2.0
1921828,3.0
1921828,4.0
1921828,5.0
1922027,1.0
1922027,2.0
1922078,1.0
1922078,2.0
1923571,1.0
1923571,2.0
1923748,1.0
1924403,1.0
1925309,1.0
1925408,1.0
1925408,2.0
1925537,1.0
1925537,2.0
1925559,1.0
1925559,2.0
1925874,1.0
1925874,2.0
1926419,1.0
1926907,1.0
1926907,2.0
1927155,1.0
3015783,2.0
1927264,1.0
1927373,1.0
1928088,1.0
1928195,1.0
1928195,2.0
1929040,1.0
1929040,2.0
1929916,1.0
1930060,1.0
1930134,1.0
1930484,1.0
1930484,2.0
1930484,3.0
1931016,1.0
1931016,2.0
1931862,1.0
1932253,1.0
1932253,2.0
1932253,3.0
1932273,1.0
1932689,1.0
1932689,2.0
1932850,1.0
1932850,2.0
1933965,1.0
1933965,2.0
1935647,1.0
1935647,2.0
1935647,3.0
1935764,1.0
1935764,2.0
1935850,1.0
1935850,2.0
1935915,1.0
1935915,2.0
1935915,3.0
1936221,1.0
1936221,2.0
1936281,1.0
1936281,2.0
2635728,1.0
1936298,1.0
1936298,2.0
1936368,1.0
1936368,2.0
1936368,3.0
1936857,1.0
1936857,2.0
1936857,3.0
1938420,1.0
1939021,1.0
1939021,2.0
1939545,1.0
1939598,1.0
1940155,1.0
1940155,2.0
1940472,1.0
1941783,1.0
1941904,1.0
1941904,2.0
1942376,1.0
1944384,1.0
1944384,2.0
1944613,1.0
1945362,1.0
1945362,2.0
1945362,3.0
1945762,1.0
1945762,2.0
1946328,1.0
1946328,2.0
1946417,1.0
1946586,1.0
1946586,2.0
1946586,3.0
1947979,1.0
1947979,2.0
1948317,1.0
1948317,2.0
1948838,1.0
1949434,1.0
1949573,1.0
1949573,2.0
1949573,3.0
1949573,4.0
1950331,1.0
1950331,2.0
1950427,1.0
1950427,2.0
1951346,1.0
1951346,2.0
1952260,1.0
1952260,2.0
1952750,1.0
1952750,2.0
1953731,1.0
1954313,1.0
1954313,2.0
1955043,1.0
1955084,1.0
1955084,2.0
1955084,3.0
1955477,1.0
1955638,1.0
1955638,2.0
1956412,1.0
1956764,1.0
1957047,1.0
1957047,2.0
1957898,1.0
1957898,2.0
1958474,1.0
1958474,2.0
1958474,3.0
1958597,1.0
1958597,2.0
1958597,3.0
1958907,1.0
1958907,2.0
1959151,1.0
1959393,1.0
1960092,1.0
1960170,1.0
1960170,2.0
1960304,1.0
1961712,1.0
1961712,2.0
1962615,1.0
1962615,2.0
1962615,3.0
1962621,1.0
1962887,1.0
1962891,1.0
1962928,1.0
1964666,1.0
1964666,2.0
1964684,1.0
1964758,1.0
1964758,2.0
1964848,1.0
1964848,2.0
1966537,1.0
1966537,2.0
1966537,3.0
1968468,1.0
1968468,2.0
1968476,1.0
1968833,1.0
1968833,2.0
1969066,1.0
1970709,1.0
1971353,1.0
1971353,2.0
1971787,1.0
1971787,2.0
1971990,1.0
1972022,1.0
1972022,2.0
1972022,3.0
1972022,4.0
1972022,5.0
1972183,1.0
1972787,1.0
1973035,1.0
1973035,2.0
1973044,1.0
7012179,1.0
1973875,1.0
1973875,2.0
1974418,1.0
1975006,1.0
1976477,1.0
1976477,2.0
1976538,1.0
1976538,2.0
1977521,1.0
1977521,2.0
1977521,3.0
1977633,1.0
1977633,2.0
1977633,3.0
1977663,1.0
1977711,1.0
1977711,2.0
1977711,3.0
1977873,1.0
1977873,2.0
1977873,3.0
1977873,4.0
1978099,1.0
1978099,2.0
1978099,3.0
1978281,1.0
1978281,2.0
1978875,1.0
1979173,1.0
1979173,2.0
1979605,1.0
1979730,1.0
1979730,2.0
1980790,1.0
1981056,1.0
1981056,2.0
1981056,3.0
1981056,4.0
1981792,1.0
1981792,2.0
1981874,1.0
1982830,1.0
1982830,2.0
1982998,1.0
1983762,1.0
1984832,1.0
1984832,2.0
1984888,1.0
1984888,2.0
1985158,1.0
1985158,2.0
1985158,3.0
1985158,4.0
1985354,1.0
1985387,1.0
1985387,2.0
1986570,1.0
1986570,2.0
1986751,1.0
1986751,2.0
1986751,3.0
1986773,1.0
1986773,2.0
1987061,1.0
1987061,2.0
1987061,3.0
1987152,1.0
1988619,1.0
1989577,1.0
1989577,2.0
1989663,1.0
1989663,2.0
1989704,1.0
1989704,2.0
1989948,1.0
1989948,2.0
1990497,1.0
1990497,2.0
1990688,1.0
1990688,2.0
1990688,3.0
1990688,4.0
1990910,1.0
1990910,2.0
1991088,1.0
1991088,2.0
1991088,3.0
1991693,1.0
1991693,2.0
1992053,1.0
1992843,1.0
1992843,2.0
1993019,1.0
1993019,2.0
1993165,1.0
1993165,2.0
1993782,1.0
1994926,1.0
1994926,2.0
1995001,1.0
1995001,2.0
1995001,3.0
1995166,1.0
1995166,2.0
1995166,3.0
1995556,1.0
1995556,2.0
1996453,1.0
1996453,2.0
1998511,1.0
1999101,1.0
1999382,1.0
1999382,2.0
1999611,1.0
1999611,2.0
1999702,1.0
1999702,2.0
2000100,1.0
2000100,2.0
2000100,3.0
2000673,1.0
2000764,1.0
2000764,2.0
2000823,1.0
2000823,2.0
2001100,1.0
2001100,2.0
2001100,3.0
2001591,1.0
2001591,2.0
2001591,3.0
2002043,1.0
2002043,2.0
2002049,1.0
2002331,1.0
2002331,2.0
2002331,3.0
2002544,1.0
2002544,2.0
2004240,1.0
2004240,2.0
2004240,3.0
2004240,4.0
2004274,1.0
2004274,2.0
2004274,3.0
2005584,1.0
2005584,2.0
2005584,3.0
2005829,1.0
2006223,1.0
2006434,1.0
2006434,2.0
2006510,1.0
2007079,1.0
2007079,2.0
2007128,1.0
2007128,2.0
2007262,1.0
2007326,1.0
2007798,1.0
2007798,2.0
2008890,1.0
2008890,2.0
2009182,1.0
2009182,2.0
2009698,1.0
2009698,2.0
2009698,3.0
2009905,1.0
2010267,1.0
2010267,2.0
2010270,1.0
2010270,2.0
2010332,1.0
2010332,2.0
2010799,1.0
2010799,2.0
2010799,3.0
2011321,1.0
2012943,1.0
2012943,2.0
2024103,1.0
2025270,1.0
2025270,2.0
2027342,1.0
2033389,1.0
2045693,1.0
2045693,2.0
2045693,3.0
2054601,1.0
2055559,1.0
2055559,2.0
2055559,3.0
2061905,1.0
2061905,2.0
2066145,1.0
2066622,1.0
2066622,2.0
2075928,1.0
2077130,1.0
2077572,1.0
2077572,2.0
2079481,1.0
2079867,1.0
2090417,1.0
2090417,2.0
2091922,1.0
2091922,2.0
2103112,1.0
2103112,2.0
2103112,3.0
2110228,1.0
2110228,2.0
2115859,1.0
2115859,2.0
2120851,1.0
2120851,2.0
2122655,1.0
2123895,1.0
2123895,2.0
2128134,1.0
2128134,2.0
2128661,1.0
2128661,2.0
2128661,3.0
2134108,1.0
2134108,2.0
2143767,1.0
2143767,2.0
2143767,3.0
2145125,1.0
2152180,1.0
2152180,2.0
2153233,1.0
2153233,2.0
2153233,3.0
2153929,1.0
2162349,1.0
2164361,1.0
2169447,1.0
2169447,2.0
2173756,1.0
2173756,2.0
2176299,1.0
2176833,1.0
2176833,2.0
2189741,1.0
2189741,2.0
2189741,3.0
2197849,1.0
2197883,1.0
2197883,2.0
2198123,1.0
2198123,2.0
2198123,3.0
2198123,4.0
2203247,1.0
2203247,2.0
2203247,3.0
2211815,1.0
2211815,2.0
2211815,3.0
2211815,4.0
2217948,1.0
2217948,2.0
2217948,3.0
2227918,1.0
2227918,2.0
2228789,1.0
2235192,1.0
2236050,1.0
2236050,2.0
2238768,1.0
2238768,2.0
2903883,2.0
2238768,3.0
2239536,1.0
2239536,2.0
2239536,3.0
2240800,1.0
2240800,2.0
2241936,1.0
2246720,1.0
2250642,1.0
2250642,2.0
2258542,1.0
2258542,2.0
2258542,3.0
2258654,1.0
2258654,2.0
2258866,1.0
2258866,2.0
2262084,1.0
2262084,2.0
2262971,1.0
2262971,2.0
2264740,1.0
2264740,2.0
2264740,3.0
2267204,1.0
2267204,2.0
2268883,1.0
2272966,1.0
2272966,2.0
2281511,1.0
2281511,2.0
2281511,3.0
2282661,1.0
2282661,2.0
2283837,1.0
2283837,2.0
2286107,1.0
2286107,2.0
2290691,1.0
2291966,1.0
2294911,1.0
2294911,2.0
2295627,1.0
2296652,1.0
2296652,2.0
2302797,1.0
2302797,2.0
2302797,3.0
2316693,1.0
2316693,2.0
2316693,3.0
2316804,1.0
2316804,2.0
2325021,1.0
2325021,2.0
2329526,1.0
2332917,1.0
2332917,2.0
2335330,1.0
2335330,2.0
2336641,1.0
2336641,2.0
2336641,3.0
2339210,1.0
2339210,2.0
2347578,1.0
2347578,2.0
2636255,1.0
2347578,3.0
2349803,1.0
2349803,2.0
2349803,3.0
2360035,1.0
2360035,2.0
2364789,1.0
2364789,2.0
2372115,1.0
2372115,2.0
2372115,3.0
2374458,1.0
2374458,2.0
2379747,1.0
2379747,2.0
2383662,1.0
2383662,2.0
2384630,1.0
2384630,2.0
2384630,3.0
2389902,1.0
2389902,2.0
2394058,1.0
2394058,2.0
2394058,3.0
2395797,1.0
2395797,2.0
2398459,1.0
2398459,2.0
2405764,1.0
2408044,1.0
2408044,2.0
2408071,1.0
2408071,2.0
2414333,1.0
2414333,2.0
2424525,1.0
2424525,2.0
2428278,1.0
2428278,2.0
2430861,1.0
2430861,2.0
2437677,1.0
2447376,1.0
2447376,2.0
2449541,1.0
2449541,2.0
2449541,3.0
2452885,1.0
2452885,2.0
2452934,1.0
2452934,2.0
2452934,3.0
2461817,1.0
2465805,1.0
2465805,2.0
2465895,1.0
2465895,2.0
2470013,1.0
2470013,2.0
2470340,1.0
2470340,2.0
2475994,1.0
2475994,2.0
2477822,1.0
2477822,2.0
2478900,1.0
2478900,2.0
2478900,3.0
2478900,4.0
2485452,1.0
2485452,2.0
2486010,1.0
2486311,1.0
2486311,2.0
2486567,1.0
2486567,2.0
2486826,1.0
2486826,2.0
2487907,1.0
2487907,2.0
2488439,1.0
2488833,1.0
2488833,2.0
2490472,1.0
2490472,2.0
2493896,1.0
2494053,1.0
2494053,2.0
2495126,1.0
2495143,1.0
2495401,1.0
2495401,2.0
2495785,1.0
2495785,2.0
2495785,3.0
2495947,1.0
2495947,2.0
2496890,1.0
2496890,2.0
2497658,1.0
2497982,1.0
2500461,1.0
2500461,2.0
2500891,1.0
2500891,2.0
2503130,1.0
2503130,2.0
2503130,3.0
2503356,1.0
2505289,1.0
2505369,1.0
2505369,2.0
2506059,1.0
2508953,1.0
2508953,2.0
2509600,1.0
2510227,1.0
2510227,2.0
2510387,1.0
2510387,2.0
2511252,1.0
2511252,2.0
2511793,1.0
2511793,2.0
2512532,1.0
2512532,2.0
2513081,1.0
2513081,2.0
2514062,1.0
2514062,2.0
2514062,3.0
2514062,4.0
2514167,1.0
2514167,2.0
2514404,1.0
2515491,1.0
2515491,2.0
2515945,1.0
2515945,2.0
2515945,3.0
2516270,1.0
2516481,1.0
2516481,2.0
2516741,1.0
2516741,2.0
2516741,3.0
2516741,4.0
2516900,1.0
2516900,2.0
2516900,3.0
2517231,1.0
2517231,2.0
2517830,1.0
2519049,1.0
2519258,1.0
2519258,2.0
2519258,3.0
2519258,4.0
2521267,1.0
2521267,2.0
2521829,1.0
2521829,2.0
2521829,3.0
2522094,1.0
2522094,2.0
2522094,3.0
2523409,1.0
2524623,1.0
2524838,1.0
2524885,1.0
2524885,2.0
2525016,1.0
2525465,1.0
2525542,1.0
2525678,1.0
2525678,2.0
2526202,1.0
2526576,1.0
2526576,2.0
2527584,1.0
2527584,2.0
2527680,1.0
2527680,2.0
2528291,1.0
2528291,2.0
2528379,1.0
2529313,1.0
2529776,1.0
2529776,2.0
2530706,1.0
2530706,2.0
2530706,3.0
2530706,4.0
2531208,1.0
2531208,2.0
2532468,1.0
2532468,2.0
2533188,1.0
2533799,1.0
2533799,2.0
2533799,3.0
2533799,4.0
2534722,1.0
2535124,1.0
2535235,1.0
2535235,2.0
2535235,3.0
2535235,4.0
2535280,1.0
2535280,2.0
2535280,3.0
2535695,1.0
2535695,2.0
2535983,1.0
2535983,2.0
2536965,1.0
2536965,2.0
2537229,1.0
2537814,1.0
2537814,2.0
2538100,1.0
2538100,2.0
2538184,1.0
2538184,2.0
2538521,1.0
2539420,1.0
2539420,2.0
2540196,1.0
2540196,2.0
2541504,1.0
2541522,1.0
2541522,2.0
2541522,3.0
2541522,4.0
2541643,1.0
2541643,2.0
2542107,1.0
2542107,2.0
2542107,3.0
2542107,4.0
2542107,5.0
2542148,1.0
2542148,2.0
2542148,3.0
2542238,1.0
2543364,1.0
2543720,1.0
2544024,1.0
2544024,2.0
2544024,3.0
2544799,1.0
2544799,2.0
2544799,3.0
2544799,4.0
2545191,1.0
2545191,2.0
2545784,1.0
2545784,2.0
2546123,1.0
2546123,2.0
2548142,1.0
2548142,2.0
2548142,3.0
2548728,1.0
2548728,2.0
2549824,1.0
2549824,2.0
2549902,1.0
2549902,2.0
2550007,1.0
2550577,1.0
2550613,1.0
2550613,2.0
2550656,1.0
2550656,2.0
2550656,3.0
2552298,1.0
2552298,2.0
2552298,3.0
2553031,1.0
2554629,1.0
2554646,1.0
2554646,2.0
2555170,1.0
2555170,2.0
2555962,1.0
2556828,1.0
2556828,2.0
2556838,1.0
2556838,2.0
2557433,1.0
2557433,2.0
2559375,1.0
2559375,2.0
2559375,3.0
2559679,1.0
2559679,2.0
2559679,3.0
2559702,1.0
2559861,1.0
2559861,2.0
2559861,3.0
2560899,1.0
2560899,2.0
2560924,1.0
2560924,2.0
2561163,1.0
2561163,2.0
2561192,1.0
2561192,2.0
2561821,1.0
2561821,2.0
2562118,1.0
2562118,2.0
2564508,1.0
2564508,2.0
2566036,1.0
2566036,2.0
2566178,1.0
2566178,2.0
2566290,1.0
2566290,2.0
2566959,1.0
2566959,2.0
2567902,1.0
2567902,2.0
2568849,1.0
2571045,1.0
2571045,2.0
2572636,1.0
2572636,2.0
2572660,1.0
2572689,1.0
2572689,2.0
2573786,1.0
2573786,2.0
2575204,1.0
2575204,2.0
2575823,1.0
2575823,2.0
2575823,3.0
2575921,1.0
2575921,2.0
2576202,1.0
2576202,2.0
2576279,1.0
2576802,1.0
2577289,1.0
2577289,2.0
2579695,1.0
2580842,1.0
2581457,1.0
2581840,1.0
2581871,1.0
2581871,2.0
2583051,1.0
2583051,2.0
2585294,1.0
2585294,2.0
2585721,1.0
2585721,2.0
2586049,1.0
2587800,1.0
2587894,1.0
2587894,2.0
2587965,1.0
2588123,1.0
2588123,2.0
2590002,1.0
2590375,1.0
2591487,1.0
2591487,2.0
2592122,1.0
2592122,2.0
2593214,1.0
2593214,2.0
2594278,1.0
2594278,2.0
2594502,1.0
2594502,2.0
2597068,1.0
2597326,1.0
2597853,1.0
2598504,1.0
2598504,2.0
2599184,1.0
2599474,1.0
2599474,2.0
2599474,3.0
2600191,1.0
2600871,1.0
2601015,1.0
2602472,1.0
2602472,2.0
2602628,1.0
2603711,1.0
2603753,1.0
2603753,2.0
2605006,1.0
2605006,2.0
2605006,3.0
2605962,1.0
2605962,2.0
2606285,1.0
2606285,2.0
2606285,3.0
2606528,1.0
2606528,2.0
2606528,3.0
2607297,1.0
2607297,2.0
2608489,1.0
2608489,2.0
2608489,3.0
2610253,1.0
2610253,2.0
2610774,1.0
2610774,2.0
2614140,1.0
2614140,2.0
2614240,1.0
2614240,2.0
2614293,1.0
2614883,1.0
2614883,2.0
2616245,1.0
2616245,2.0
2616615,1.0
2616615,2.0
2616637,1.0
2616637,2.0
2616637,3.0
2616912,1.0
2621834,1.0
2621834,2.0
2624017,1.0
2624017,2.0
2627023,1.0
2627023,2.0
2627091,1.0
2627091,2.0
2627161,1.0
2627161,2.0
2627367,1.0
2627367,2.0
2627922,1.0
2628386,1.0
2628386,2.0
2628386,3.0
2629788,1.0
2629801,1.0
2629801,2.0
2629803,1.0
2629803,2.0
2630822,1.0
2630822,2.0
2631695,1.0
2632068,1.0
2632068,2.0
2632107,1.0
2632107,2.0
2632310,1.0
2632310,2.0
2632310,3.0
2632520,1.0
2632520,2.0
2633418,1.0
2633418,2.0
2635192,1.0
2635192,2.0
2635192,3.0
2635192,4.0
2635322,1.0
2635322,2.0
2635322,3.0
2636255,2.0
2636255,3.0
2636798,1.0
2636798,2.0
2636798,3.0
2637290,1.0
2637398,1.0
2637689,1.0
2637689,2.0
2637880,1.0
2637880,2.0
2637880,3.0
2637880,4.0
2638757,1.0
2638757,2.0
2639647,1.0
2641067,1.0
2641067,2.0
2641123,1.0
2641123,2.0
2641184,1.0
2641488,1.0
2641488,2.0
2641704,1.0
2641704,2.0
2642568,1.0
2642568,2.0
2642568,3.0
2642568,4.0
2643152,1.0
2645094,1.0
2646837,1.0
2646837,2.0
2647101,1.0
2648793,1.0
2648793,2.0
2649065,1.0
2649651,1.0
2649651,2.0
2650325,1.0
2650325,2.0
2650325,3.0
2650326,1.0
2650326,2.0
2650326,3.0
2650770,1.0
2650770,2.0
2650770,3.0
2651121,1.0
2651317,1.0
2651317,2.0
2651380,1.0
2651380,2.0
2651444,1.0
2651444,2.0
2651444,3.0
2651444,4.0
2651444,5.0
2652194,1.0
2652194,2.0
2652194,3.0
2652821,1.0
2652821,2.0
2653436,1.0
2653436,2.0
2653436,3.0
2653436,4.0
2653436,5.0
2655867,1.0
2655867,2.0
2655867,3.0
2655867,4.0
2656050,1.0
2656050,2.0
2656050,3.0
2656050,4.0
2657396,1.0
2658177,1.0
7012179,2.0
2658177,2.0
2658531,1.0
2658931,1.0
2658931,2.0
2658931,3.0
2658931,4.0
2659069,1.0
2659174,1.0
2659282,1.0
2659282,2.0
2659542,1.0
2659719,1.0
2659719,2.0
2660673,1.0
2661241,1.0
2661241,2.0
2661824,1.0
2661824,2.0
2661919,1.0
2661919,2.0
2663388,1.0
2663388,2.0
2663388,3.0
2663388,4.0
2663388,5.0
2663388,6.0
2663658,1.0
2663658,2.0
2664631,1.0
2667295,1.0
2668038,1.0
2668299,1.0
2668582,1.0
2671858,1.0
2671858,2.0
2674046,1.0
2674435,1.0
2674738,1.0
2675778,1.0
2675792,1.0
2675792,2.0
2677438,1.0
2678551,1.0
2678551,2.0
2678795,1.0
2678795,2.0
2679230,1.0
2679230,2.0
2681002,1.0
2681963,1.0
2684861,1.0
2685381,1.0
2685381,2.0
2685381,3.0
2685671,1.0
2685671,2.0
2685671,3.0
2686701,1.0
2688117,1.0
2689168,1.0
2689168,2.0
2691918,1.0
2691918,2.0
2692328,1.0
2693167,1.0
2693795,1.0
2697790,1.0
2697790,2.0
2697790,3.0
2698141,1.0
2699843,1.0
2701814,1.0
2701814,2.0
2701814,3.0
2702194,1.0
2702194,2.0
2703377,1.0
2703925,1.0
2703925,2.0
2707423,1.0
2707423,2.0
2708785,1.0
2708785,2.0
2710852,1.0
2712165,1.0
2712806,1.0
2713758,1.0
2713758,2.0
2713833,1.0
2713833,2.0
2714031,1.0
2715533,1.0
2715533,2.0
2715533,3.0
2715533,4.0
2715533,5.0
2715533,6.0
2716028,1.0
2716028,2.0
2719171,1.0
2719171,2.0
2720464,1.0
2720464,2.0
2721739,1.0
2721845,1.0
2721845,2.0
2723059,1.0
2723059,2.0
2723186,1.0
2723262,1.0
2723262,2.0
2723262,3.0
2724451,1.0
2733688,1.0
2733956,1.0
2733956,2.0
2734540,1.0
2734540,2.0
2734956,1.0
2735606,1.0
2736697,1.0
2736697,2.0
2738908,1.0
2738908,2.0
2738908,3.0
2740621,1.0
2741564,1.0
2742183,1.0
2742721,1.0
2742721,2.0
2742763,1.0
2742763,2.0
2746021,1.0
2746021,2.0
2746021,3.0
2748131,1.0
2748473,1.0
2748473,2.0
2748484,1.0
2748484,2.0
2750484,1.0
2750484,2.0
2752021,1.0
2752831,1.0
2752831,2.0
2755337,1.0
2755337,2.0
2757647,1.0
2758339,1.0
2758339,2.0
2761061,1.0
2761628,1.0
2765750,1.0
2765750,2.0
2765789,1.0
2765789,2.0
2769387,1.0
2769387,2.0
2771752,1.0
2771752,2.0
2771752,3.0
2773692,1.0
2773904,1.0
2774413,1.0
2774413,2.0
2776749,1.0
2776749,2.0
2776749,3.0
2777466,1.0
2780650,1.0
2782038,1.0
2782038,2.0
2782896,1.0
2782896,2.0
2782926,1.0
2782926,2.0
2783210,1.0
2783508,1.0
2786060,1.0
2786509,1.0
2786509,2.0
2790778,1.0
2791301,1.0
2791301,2.0
2797583,1.0
2797583,2.0
2797583,3.0
2797583,4.0
2797583,5.0
2798112,1.0
2798112,2.0
2798670,1.0
2798670,2.0
2798670,3.0
2799323,1.0
2799323,2.0
2799731,1.0
2799731,2.0
2800021,1.0
2800717,1.0
2800717,2.0
2800717,3.0
2801192,1.0
2801654,1.0
2801654,2.0
2801654,3.0
2805080,1.0
2805080,2.0
2805149,1.0
2805149,2.0
2806152,1.0
2806152,2.0
2806710,1.0
2806710,2.0
2810152,1.0
2810152,2.0
2810152,3.0
2812201,1.0
2812201,2.0
2812348,1.0
2812604,1.0
2812604,2.0
2812622,1.0
2812622,2.0
2812622,3.0
2814355,1.0
2814646,1.0
2814646,2.0
2815930,1.0
2816126,1.0
2817013,1.0
2818183,1.0
2818334,1.0
2818334,2.0
2818334,3.0
2818424,1.0
2819031,1.0
2821183,1.0
2821850,1.0
2821850,2.0
2822303,1.0
2822303,2.0
2822303,3.0
2822592,1.0
2822660,1.0
2822719,1.0
2822719,2.0
2825434,1.0
2825637,1.0
2826456,1.0
2828543,1.0
2828543,2.0
2829128,1.0
2829128,2.0
2829590,1.0
2829590,2.0
2829667,1.0
2831458,1.0
2831458,2.0
2831458,3.0
2832021,1.0
2832021,2.0
2832200,1.0
2833158,1.0
2833158,2.0
2838467,1.0
2838467,2.0
2838554,1.0
2838554,2.0
2841179,1.0
2841179,2.0
2842945,1.0
2842945,2.0
2844094,1.0
2844094,2.0
2844094,3.0
2844094,4.0
2844943,1.0
2845187,1.0
2845187,2.0
2845187,3.0
2845187,4.0
2845253,1.0
2845253,2.0
2848349,1.0
2848349,2.0
2848601,1.0
2848601,2.0
2849091,1.0
2849091,2.0
2849975,1.0
2849975,2.0
2849975,3.0
2850820,1.0
2851000,1.0
2851000,2.0
2851272,1.0
2851272,2.0
2851663,1.0
2851663,2.0
2855106,1.0
2855106,2.0
2855106,3.0
2855106,4.0
2855502,1.0
2855586,1.0
2855586,2.0
2855586,3.0
2856898,1.0
