sampno,vehno
7054203,1.0
7055092,1.0
7055092,2.0
7055092,3.0
7055145,1.0
7055145,2.0
7056842,1.0
7056842,2.0
7056842,3.0
7058158,1.0
7058158,2.0
7058158,3.0
7058158,4.0
7058204,1.0
7058204,2.0
7060585,1.0
7060585,2.0
7060585,3.0
7063825,1.0
7063825,2.0
7064911,1.0
7064911,2.0
7065972,1.0
7065972,2.0
7065972,3.0
7066121,1.0
7066121,2.0
7066121,3.0
7066121,4.0
7066121,5.0
7066276,1.0
7067492,1.0
7067492,2.0
7067492,3.0
7067492,4.0
7067492,5.0
7069771,1.0
7069771,2.0
7069771,3.0
7069771,4.0
7071725,1.0
7071725,2.0
7072935,1.0
7072935,2.0
7072935,3.0
7073620,1.0
7073620,2.0
7074533,1.0
7075109,1.0
7075109,2.0
7075109,3.0
7075320,1.0
7075320,2.0
7077870,1.0
7077870,2.0
7078639,1.0
7078639,2.0
7078639,3.0
7078639,4.0
7079397,1.0
7079397,2.0
7081571,1.0
7081571,2.0
7083503,1.0
7083503,2.0
7084040,1.0
7084040,2.0
7084162,1.0
7084162,2.0
7084162,3.0
7084420,1.0
7084420,2.0
7084896,1.0
7085402,1.0
7085402,2.0
7085974,1.0
7085974,2.0
7085974,3.0
7086566,1.0
7086566,2.0
7086800,1.0
7086800,2.0
7087110,1.0
7087110,2.0
7087110,3.0
7087346,1.0
7087346,2.0
7087437,1.0
7087437,2.0
7087437,3.0
7087437,4.0
7087599,2.0
7089110,1.0
7089110,2.0
7089282,1.0
7089282,2.0
7093757,1.0
7093757,2.0
7093909,1.0
7093909,2.0
7094566,1.0
7094566,2.0
7094566,3.0
7095018,1.0
7095018,2.0
7097637,1.0
7097637,2.0
7098112,1.0
7098112,2.0
7098990,1.0
7098990,2.0
7100144,1.0
7100144,2.0
7101353,1.0
7101353,2.0
7101353,3.0
7101740,1.0
7102877,1.0
7102877,2.0
7102877,3.0
7104398,1.0
7104398,2.0
7104496,1.0
7104496,2.0
7107232,1.0
7107232,2.0
7107232,3.0
7107475,1.0
7107475,2.0
7107475,3.0
7107760,1.0
7107760,2.0
7107760,3.0
7107896,1.0
7107896,2.0
7107896,3.0
7108745,1.0
7108745,2.0
7108745,3.0
7108846,1.0
7108846,2.0
7108846,3.0
7109105,1.0
7109105,2.0
7110530,1.0
7110530,2.0
7110830,1.0
7110830,2.0
7110830,3.0
7110830,4.0
7110830,5.0
7111151,1.0
7111151,2.0
7111151,3.0
7111393,1.0
7111832,1.0
7112416,1.0
7112416,2.0
7112416,3.0
7112567,1.0
7112567,2.0
7113260,1.0
7113326,1.0
7113326,2.0
7113737,1.0
7115808,1.0
7115808,2.0
7115932,1.0
7116278,1.0
7116278,2.0
7116278,3.0
7116357,1.0
7116357,2.0
7116357,3.0
7118488,1.0
7118488,2.0
7118725,1.0
7118725,2.0
7118928,1.0
7118928,2.0
7118930,1.0
7119763,1.0
7119763,2.0
7120255,1.0
7120255,2.0
7120255,3.0
7121052,1.0
7121325,1.0
7121325,2.0
7122347,1.0
7122938,1.0
7122938,2.0
7123541,1.0
7124654,1.0
7124654,2.0
7124654,3.0
7124694,1.0
7124694,2.0
7125404,1.0
7125640,1.0
7126628,1.0
7126628,2.0
7126628,3.0
7127810,1.0
7127810,2.0
7128628,1.0
7128628,2.0
7128628,3.0
7128628,4.0
7129077,2.0
7129220,1.0
7129669,1.0
7130169,1.0
7130169,2.0
7130169,3.0
7131405,1.0
7131405,2.0
7132561,1.0
7132561,2.0
7133926,1.0
7133926,2.0
7133926,3.0
7133926,4.0
7133926,5.0
7134911,1.0
7134911,2.0
7134911,3.0
7134911,4.0
7135379,1.0
7135379,2.0
7135379,3.0
7135379,4.0
7135691,1.0
7135691,2.0
7135691,3.0
7135691,4.0
7135691,5.0
7136450,1.0
7136450,2.0
7136450,3.0
7137249,1.0
7137249,2.0
7138347,1.0
7139114,1.0
7139114,2.0
7141440,1.0
7141440,2.0
7141440,3.0
7141440,4.0
7141440,5.0
7142298,1.0
7142298,2.0
7142298,3.0
7142298,4.0
7142298,5.0
7143694,1.0
7145936,1.0
7146212,1.0
7146212,2.0
7146212,3.0
7146212,4.0
7146212,5.0
7147048,1.0
7147048,2.0
7147048,3.0
7147264,1.0
7151465,1.0
7151465,2.0
7152254,1.0
7152254,2.0
7152303,1.0
7152303,2.0
7155307,1.0
7155307,2.0
7155757,1.0
7156246,1.0
7156246,2.0
7157309,1.0
7157309,2.0
7157324,1.0
7157324,2.0
7157367,1.0
7157912,1.0
7157912,2.0
7157912,3.0
7159081,1.0
7159081,2.0
7159429,1.0
7159429,2.0
7159429,3.0
7159550,1.0
7159597,1.0
7159597,2.0
7160251,1.0
7160251,2.0
7162115,1.0
7162714,1.0
7162714,2.0
7162928,1.0
7162928,2.0
7163689,1.0
7163689,2.0
7163711,1.0
7163711,2.0
7163711,3.0
7164647,1.0
7165367,1.0
7165367,2.0
7165367,3.0
7165943,1.0
7165943,2.0
7165943,3.0
7166333,1.0
7166333,2.0
7166333,3.0
7168634,1.0
7168634,2.0
7168825,1.0
7168825,2.0
7169474,1.0
7169474,2.0
7170635,1.0
7170635,2.0
7170754,1.0
7170754,2.0
7171061,1.0
7171189,1.0
7171189,2.0
7171189,3.0
7171418,1.0
7171418,2.0
7172235,1.0
7173614,1.0
7173614,2.0
7173614,3.0
7173641,1.0
7174619,1.0
7174619,2.0
7176125,1.0
7176125,2.0
7176125,3.0
7177251,1.0
7177251,2.0
7178223,1.0
7182036,1.0
7182036,2.0
7182036,3.0
7182437,1.0
7182437,2.0
7183291,1.0
7183291,2.0
7183553,1.0
7183553,2.0
7184134,1.0
7184134,2.0
7184134,3.0
7184134,4.0
7184695,1.0
7184695,2.0
7188060,1.0
7188060,2.0
7188060,3.0
7188068,1.0
7188068,2.0
7188068,3.0
7188089,1.0
7188089,2.0
7188131,1.0
7188131,2.0
7188131,3.0
7188131,4.0
7188138,1.0
7188138,2.0
7188295,1.0
7189764,1.0
7192709,1.0
7193383,1.0
7193383,2.0
7193383,3.0
7193908,1.0
7193908,2.0
7193908,3.0
7194421,1.0
7196478,1.0
7197128,1.0
7197128,2.0
7198017,1.0
7198609,1.0
7198609,2.0
7198609,3.0
7198609,4.0
7199867,1.0
7199998,1.0
7199998,2.0
7201026,1.0
7201026,2.0
7201305,1.0
7201305,2.0
7201636,1.0
7202556,1.0
7202694,1.0
7202694,2.0
7202694,3.0
7202907,1.0
7202907,2.0
7202992,1.0
7202992,2.0
7203247,1.0
7203247,2.0
7203302,1.0
7203463,1.0
7203550,1.0
7203550,2.0
7203624,1.0
7203624,2.0
7204103,1.0
7204103,2.0
7204347,1.0
7204347,2.0
7205574,1.0
7206974,1.0
7208498,1.0
7208877,1.0
7208877,2.0
7209939,1.0
7209939,2.0
7209939,3.0
7209939,4.0
7209948,1.0
7209948,2.0
7209948,3.0
7210481,1.0
7210481,2.0
7211076,1.0
7211076,2.0
7212027,1.0
1032053,1.0
1032053,2.0
1032425,1.0
1032425,2.0
1047092,1.0
1047092,2.0
1047092,3.0
1047092,4.0
1048730,1.0
1055449,1.0
1055449,2.0
1059023,1.0
1059465,1.0
1061957,1.0
1061957,2.0
1067758,1.0
1067758,2.0
1067758,3.0
1069520,1.0
1069944,1.0
1069944,2.0
1088146,1.0
1088146,2.0
1096693,1.0
1119202,1.0
1119202,2.0
1119433,1.0
1119433,2.0
1119839,1.0
1120681,1.0
1120681,2.0
1121153,1.0
1121217,1.0
1121290,1.0
1584384,1.0
1121290,2.0
1121291,1.0
1121291,2.0
1121474,1.0
1121562,1.0
1121562,2.0
1121592,1.0
1121592,2.0
1122119,1.0
1122119,2.0
1122248,1.0
1122248,2.0
1122335,1.0
1122335,2.0
1123992,1.0
1124128,1.0
1124128,2.0
1124271,1.0
1124271,2.0
1125121,1.0
1125121,2.0
1125450,1.0
1127460,1.0
1127460,2.0
1127492,1.0
1128385,1.0
1129118,1.0
1129118,2.0
1129118,3.0
1129118,4.0
1129144,1.0
1129144,2.0
1129144,3.0
1129163,1.0
1129228,1.0
1129266,1.0
1129266,2.0
1129619,1.0
1129619,2.0
1129690,1.0
1129690,2.0
1129790,1.0
1130013,1.0
1130013,2.0
1130013,3.0
1130118,1.0
1130155,1.0
1130155,2.0
1130655,1.0
1130655,2.0
1130712,1.0
1130712,2.0
1130929,1.0
1130929,2.0
1130929,3.0
1131418,1.0
1131695,1.0
1134154,1.0
1134154,2.0
1134175,1.0
1134175,2.0
1134890,1.0
1134890,2.0
1135038,1.0
1135038,2.0
1135823,1.0
1135920,1.0
1136071,1.0
1136448,1.0
1136448,2.0
1136448,3.0
1136448,4.0
1136853,1.0
1137235,1.0
1137235,2.0
1137262,1.0
1137262,2.0
1137262,3.0
1137486,1.0
1137486,2.0
1137529,1.0
1137870,1.0
1137870,2.0
1138297,1.0
1138297,2.0
1139107,1.0
1139107,2.0
1139404,1.0
1139404,2.0
1139871,1.0
1139871,2.0
1139871,3.0
1140026,1.0
1140026,2.0
1141686,1.0
1141686,2.0
1142715,1.0
1142715,2.0
1142764,1.0
1142764,2.0
1142764,3.0
1143019,1.0
1143019,2.0
1143952,1.0
1143952,2.0
1144027,1.0
1144244,1.0
1144244,2.0
1145469,1.0
1146565,1.0
1146579,1.0
1146579,2.0
1146981,1.0
1147103,1.0
1147519,1.0
1147519,2.0
1147519,3.0
1147519,4.0
1147574,1.0
1147574,2.0
1148240,1.0
1148240,2.0
1148240,3.0
1148240,4.0
1148240,5.0
1148240,6.0
1148240,7.0
1148240,8.0
1148505,1.0
1148808,1.0
1149506,1.0
1149506,2.0
1149737,1.0
1149737,2.0
1149908,1.0
1149908,2.0
1150090,1.0
1150090,2.0
1150640,1.0
1150640,2.0
1151498,1.0
1151498,2.0
1152279,1.0
1153107,1.0
1153107,2.0
1153107,3.0
1153171,1.0
1153171,2.0
1153748,1.0
1153748,2.0
1153859,1.0
1153859,2.0
1802152,1.0
1153899,1.0
1153899,2.0
1155181,1.0
1155374,1.0
1155374,2.0
1155374,3.0
1155830,1.0
1156462,1.0
1156462,2.0
1156462,3.0
1156462,4.0
1156462,5.0
1156462,6.0
1157009,1.0
1157009,2.0
1157009,3.0
1157192,1.0
1157192,2.0
1157192,3.0
1157192,4.0
1157437,1.0
1157437,2.0
1158032,1.0
1158743,1.0
1158743,2.0
1159035,1.0
1159105,1.0
1160053,1.0
1160053,2.0
1160053,3.0
1160324,1.0
1160324,2.0
1160976,1.0
1160976,2.0
1161851,1.0
1161851,2.0
1162035,1.0
1162035,2.0
1162146,1.0
1162336,1.0
1162336,2.0
1162548,1.0
1162704,1.0
1162704,2.0
1162803,1.0
1162803,2.0
1163121,1.0
1163754,1.0
1164139,1.0
1164236,1.0
1164236,2.0
1164376,1.0
1164722,1.0
1164722,2.0
1164754,1.0
1164763,1.0
1164763,2.0
1164867,1.0
1167203,1.0
1168317,1.0
1168317,2.0
1168404,1.0
1168404,2.0
1169324,1.0
1169324,2.0
1169324,3.0
1169324,4.0
1169433,1.0
1169433,2.0
1169934,1.0
1169934,2.0
1170079,1.0
1170079,2.0
1170079,3.0
1170111,1.0
1170111,2.0
1170111,3.0
1170111,4.0
1170153,1.0
1170153,2.0
1170153,3.0
1170207,1.0
1170997,1.0
1170997,2.0
1171111,1.0
1171111,2.0
1171111,3.0
1172821,1.0
1172821,2.0
1173166,1.0
1173166,2.0
1173166,3.0
1173264,1.0
1173539,1.0
1173539,2.0
1174107,1.0
1174107,2.0
1174624,1.0
1174722,1.0
1174722,2.0
1174742,1.0
1174742,2.0
1177174,1.0
1177174,2.0
1177229,1.0
1177229,2.0
1179163,1.0
1180569,1.0
1182626,1.0
1182626,2.0
1182777,1.0
1182777,2.0
1191094,1.0
1191094,2.0
1192518,1.0
1192518,2.0
1197925,1.0
1207472,1.0
1207472,2.0
1207472,3.0
1209104,1.0
1209104,2.0
1210979,1.0
1210979,2.0
1216964,1.0
1216964,2.0
1217319,1.0
1217319,2.0
1218872,1.0
1224932,1.0
1224932,2.0
1224932,3.0
1224932,4.0
1230002,1.0
1230002,2.0
1231421,1.0
1231421,2.0
1233163,1.0
1233509,1.0
1233509,2.0
1233526,1.0
1234336,1.0
1234336,2.0
1235531,1.0
1235531,2.0
1242289,1.0
1243366,1.0
1244637,1.0
1249605,1.0
1250541,1.0
1250541,2.0
1250541,3.0
1250541,4.0
1254869,1.0
1260592,1.0
1260592,2.0
1263899,1.0
1263899,2.0
1263899,3.0
1263899,4.0
1264023,1.0
1264023,2.0
1265854,1.0
1265854,2.0
1265854,3.0
2742104,1.0
1269231,1.0
1269231,2.0
1269297,1.0
1269297,2.0
1271849,1.0
1271849,2.0
1284945,1.0
1287690,1.0
1289675,1.0
1289675,2.0
1297546,1.0
1297546,2.0
1297546,3.0
1298235,1.0
1300089,1.0
1300089,2.0
1302033,1.0
1313678,1.0
1313678,2.0
1313678,3.0
1314940,1.0
1314940,2.0
1314961,1.0
1315685,1.0
1320399,1.0
1320399,2.0
1320792,1.0
1325538,1.0
1325538,2.0
1328428,1.0
1328428,2.0
1329631,1.0
1329924,1.0
1329924,2.0
1330207,1.0
1330207,2.0
1330207,3.0
1330207,4.0
1330207,5.0
1337517,1.0
1337517,2.0
1337517,3.0
1337707,1.0
1337707,2.0
1338345,1.0
1338428,1.0
1338428,2.0
1341869,1.0
1341869,2.0
1342436,1.0
1344646,1.0
1344646,2.0
1344787,1.0
1345025,1.0
1345025,2.0
1345177,1.0
1345177,2.0
1345177,3.0
1345177,4.0
1347399,1.0
1347399,2.0
1347399,3.0
1348533,1.0
1348756,1.0
1348756,2.0
1348761,1.0
1348761,2.0
1349030,1.0
1349030,2.0
1349380,1.0
1349380,2.0
1349380,3.0
1350911,1.0
1350911,2.0
1350911,3.0
1350911,4.0
1351775,1.0
1352369,1.0
1352651,1.0
1352651,2.0
1352651,3.0
1352837,1.0
1352837,2.0
1353107,1.0
1354257,1.0
1354626,1.0
1354626,2.0
1354827,1.0
1354827,2.0
1354838,1.0
1354838,2.0
1354838,3.0
1354838,4.0
1355351,1.0
1355351,2.0
1356565,1.0
1356565,2.0
1356565,3.0
1356959,1.0
1357047,1.0
1357047,2.0
1358363,1.0
2558156,1.0
1358363,2.0
1358556,1.0
1358556,2.0
1359034,1.0
1359034,2.0
1359427,1.0
1359427,2.0
1359742,1.0
1360169,1.0
1360268,1.0
1360268,2.0
1360268,3.0
1360268,4.0
1360928,1.0
1361609,1.0
1361609,2.0
1364774,1.0
1364774,2.0
1365053,1.0
1365457,1.0
1365457,2.0
1365552,1.0
1366560,1.0
1366560,2.0
1366565,1.0
1366565,2.0
1366565,3.0
1367100,1.0
1367100,2.0
1367645,1.0
1367645,2.0
1367645,3.0
1367715,1.0
1367715,2.0
1368444,1.0
1368460,1.0
1368710,1.0
1368710,2.0
1369211,1.0
1369211,2.0
1369408,1.0
1369868,1.0
1369868,2.0
1370091,1.0
1371390,1.0
1371390,2.0
1371933,1.0
1371933,2.0
1373235,1.0
1373235,2.0
1373249,1.0
1373249,2.0
1373283,1.0
1374310,1.0
1374310,2.0
1374333,1.0
1374333,2.0
1374333,3.0
1374731,1.0
1374731,2.0
1376890,1.0
1376890,2.0
1378379,1.0
1378680,1.0
1378758,1.0
1379261,1.0
1379261,2.0
1380332,1.0
1380332,2.0
1380332,3.0
1380355,1.0
1380524,1.0
1380524,2.0
1380568,1.0
1380568,2.0
1380679,1.0
1380679,2.0
1381077,1.0
1381077,2.0
1381077,3.0
1381338,1.0
1381338,2.0
1381633,1.0
1381633,2.0
1381846,1.0
1381846,2.0
1382297,1.0
1383410,1.0
1383494,1.0
1383494,2.0
1385036,1.0
1386891,1.0
1386891,2.0
1386891,3.0
1388197,1.0
1388197,2.0
1388197,3.0
1389059,1.0
1389294,1.0
1389294,2.0
1389622,1.0
1389894,1.0
1389894,2.0
1389894,3.0
1389894,4.0
1390229,1.0
1390775,1.0
1390775,2.0
1390775,3.0
1391048,1.0
1391048,2.0
1391093,1.0
1391093,2.0
1391426,1.0
1391426,2.0
1391426,3.0
1391666,1.0
1391666,2.0
1391681,1.0
1391681,2.0
1392167,1.0
1392167,2.0
1393067,1.0
1393067,2.0
1393676,1.0
1393676,2.0
1394242,1.0
1394242,2.0
1394242,3.0
1395521,1.0
1395521,2.0
1395754,1.0
1395754,2.0
1395789,1.0
1395789,2.0
1395789,3.0
1396172,1.0
1396172,2.0
1396621,1.0
1396990,1.0
1398304,1.0
1398304,2.0
1398304,3.0
1399233,1.0
1399246,1.0
1399804,1.0
1399804,2.0
1399804,3.0
1399804,4.0
1399804,5.0
1399804,6.0
1399804,7.0
1399820,1.0
1401084,1.0
1401084,2.0
1401507,1.0
1401507,2.0
1401507,3.0
1401646,1.0
1401646,2.0
1401830,1.0
1402016,1.0
1402016,2.0
1402216,1.0
1402216,2.0
1402393,1.0
1402393,2.0
1403311,1.0
1403311,2.0
1403398,1.0
1403398,2.0
1403422,1.0
1403422,2.0
1403542,1.0
1403542,2.0
1403542,3.0
1403734,1.0
1403817,1.0
1403817,2.0
1403885,1.0
1407361,1.0
1407361,2.0
1407506,1.0
1407506,2.0
1408118,1.0
1408118,2.0
1408197,1.0
1408594,1.0
1408594,2.0
1408594,3.0
1410007,1.0
1410345,1.0
1410345,2.0
1410740,1.0
1411084,1.0
1411255,1.0
1411422,1.0
1411422,2.0
1411977,1.0
1412411,1.0
1412411,2.0
1412411,3.0
1412411,4.0
1412491,1.0
1412491,2.0
1412491,3.0
1413484,1.0
1413484,2.0
1413713,1.0
1413713,2.0
1414005,1.0
1414005,2.0
1414018,1.0
1414018,2.0
1416253,1.0
1416253,2.0
1416253,3.0
1416583,1.0
1416583,2.0
1417481,1.0
1418890,1.0
1418890,2.0
1418890,3.0
1419356,1.0
1419356,2.0
1419356,3.0
1419412,1.0
1419459,1.0
1419459,2.0
1419781,1.0
1419781,2.0
2838939,1.0
1420534,1.0
1420534,2.0
1420611,1.0
1420796,1.0
1420796,2.0
1421934,1.0
1422374,1.0
1422374,2.0
1422553,1.0
1422553,2.0
1423815,1.0
1423815,2.0
1423815,3.0
1424373,1.0
1424692,1.0
1424692,2.0
1424767,1.0
1424888,1.0
1424888,2.0
1425076,1.0
1425076,2.0
1425076,3.0
1426020,1.0
1426020,2.0
1426206,1.0
1426206,2.0
1426495,1.0
1426495,2.0
1426495,3.0
1427053,1.0
1427053,2.0
1428482,1.0
1428719,1.0
1428719,2.0
1429020,1.0
1429154,1.0
1429273,1.0
1429273,2.0
1429273,3.0
1429844,1.0
1430653,1.0
1430653,2.0
1430980,1.0
1430980,2.0
1431267,1.0
1431267,2.0
1431267,3.0
1431267,4.0
1431481,1.0
1431481,2.0
1431727,1.0
1431727,2.0
1432112,1.0
1432570,1.0
1432570,2.0
1433347,1.0
1433347,2.0
1433648,1.0
1433648,2.0
1433754,1.0
1433871,1.0
1437229,1.0
1437229,2.0
1438333,1.0
1438333,2.0
1438342,1.0
1438342,2.0
1439143,1.0
1439143,2.0
1439598,1.0
1439598,2.0
1439598,3.0
1440770,1.0
1440770,2.0
1440770,3.0
1440770,4.0
1440770,5.0
1441301,1.0
1441301,2.0
1441309,1.0
1441309,2.0
1441391,1.0
1441391,2.0
1441497,1.0
1442326,1.0
1443181,1.0
1443181,2.0
1443830,1.0
1444149,1.0
1444149,2.0
1444883,1.0
1444883,2.0
1444998,1.0
1444998,2.0
1446567,1.0
1447275,1.0
1447275,2.0
1447275,3.0
1447275,4.0
1447752,1.0
1447752,2.0
1447752,3.0
1447849,1.0
1448482,1.0
1448482,2.0
1449026,1.0
1449026,2.0
1449548,1.0
1450063,1.0
1450683,1.0
1450683,2.0
1450683,3.0
1451004,1.0
1451004,2.0
1451893,1.0
1451893,2.0
1451893,3.0
1452498,1.0
1452498,2.0
1452874,1.0
1452874,2.0
1453200,1.0
1453200,2.0
1453976,1.0
1454036,1.0
1454036,2.0
1454068,1.0
1454068,2.0
1454345,1.0
1454549,1.0
1454549,2.0
1454566,1.0
1454566,2.0
1454762,1.0
1455141,1.0
1456754,1.0
1457932,1.0
1457932,2.0
1458319,1.0
1459679,1.0
1459679,2.0
1459741,1.0
1459741,2.0
1459880,1.0
1459880,2.0
1459999,1.0
1459999,2.0
1460285,1.0
1460544,1.0
1460544,2.0
1461093,1.0
1461427,1.0
1461427,2.0
1461557,1.0
1461615,1.0
1461615,2.0
1463990,1.0
1464114,1.0
1464114,2.0
1464526,1.0
1464782,1.0
1465054,1.0
1465145,1.0
1466057,1.0
1466057,2.0
1466079,1.0
1466079,2.0
1466079,3.0
1466127,1.0
1466127,2.0
1466739,1.0
1466739,2.0
1466793,1.0
1466793,2.0
1466793,3.0
1466793,4.0
1466864,1.0
1466864,2.0
1467148,1.0
1467148,2.0
1467148,3.0
1467306,1.0
1467306,2.0
1467306,3.0
1467306,4.0
1467306,5.0
1467488,1.0
1467488,2.0
1469304,1.0
1469304,2.0
1469407,1.0
1469407,2.0
1469407,3.0
1469614,1.0
1469614,2.0
1470483,1.0
1470483,2.0
1470483,3.0
1470483,4.0
1470483,5.0
1470483,6.0
1470991,1.0
1470991,2.0
1471086,1.0
1471086,2.0
1471421,1.0
1471421,2.0
1471484,1.0
1471533,1.0
1471533,2.0
1471768,1.0
1471768,2.0
1471960,1.0
1471960,2.0
1472437,1.0
1472437,2.0
1472437,3.0
1472437,4.0
1473561,1.0
1473561,2.0
1474807,1.0
1474807,2.0
1474807,3.0
1474807,4.0
1475132,1.0
1475507,1.0
1476608,1.0
1477254,1.0
1477254,2.0
1477483,1.0
1477483,2.0
1477645,1.0
1477645,2.0
1477902,1.0
1477902,2.0
1478114,1.0
1478729,1.0
1479083,1.0
1479652,1.0
1479652,2.0
1479652,3.0
1480479,1.0
1480479,2.0
1480735,1.0
1480735,2.0
1481214,1.0
1482093,1.0
1482472,1.0
1482776,1.0
1482776,2.0
1483194,1.0
1483715,1.0
1483715,2.0
1484312,1.0
1484312,2.0
1484782,1.0
1485287,1.0
1485287,2.0
1485287,3.0
1485287,4.0
1485486,1.0
1485486,2.0
1485486,3.0
1486294,1.0
1486532,1.0
1486910,1.0
1487260,1.0
1487260,2.0
1487260,3.0
1487931,1.0
1488105,1.0
1488105,2.0
1488105,3.0
1488140,1.0
1488140,2.0
1488140,3.0
1488140,4.0
1489343,1.0
1489422,1.0
1490270,1.0
1490974,1.0
1490974,2.0
1491406,1.0
1491406,2.0
1491406,3.0
1491406,4.0
1491821,1.0
1492174,1.0
1492348,1.0
1492348,2.0
1492379,1.0
1492379,2.0
1492997,1.0
1492997,2.0
1492997,3.0
1493604,1.0
1493604,2.0
1495268,1.0
1495268,2.0
1495689,1.0
1495803,1.0
1495803,2.0
1495977,1.0
1495977,2.0
1496092,1.0
1496092,2.0
1496670,1.0
1496670,2.0
1496814,1.0
1496814,2.0
1496814,3.0
1496905,1.0
1496905,2.0
1496905,3.0
1496962,1.0
1496962,2.0
1497004,1.0
1497064,1.0
1497064,2.0
1497277,1.0
1497277,2.0
1497411,1.0
1497411,2.0
1497497,1.0
1497497,2.0
1497830,1.0
1497830,2.0
1497963,1.0
1497963,2.0
1498628,1.0
1498628,2.0
1499495,1.0
1499495,2.0
1499535,1.0
1500456,1.0
1500456,2.0
1501032,1.0
1501032,2.0
1501118,1.0
1502049,1.0
1502049,2.0
1502049,3.0
1502049,4.0
1502049,5.0
1502457,1.0
1502457,2.0
1502650,1.0
1502650,2.0
1502789,1.0
1504065,1.0
1504389,1.0
1504389,2.0
1504522,1.0
1506385,1.0
1506385,2.0
1506985,1.0
1506985,2.0
1507333,1.0
1507333,2.0
1507649,1.0
1507649,2.0
1507649,3.0
1507940,1.0
1508659,1.0
1508737,1.0
1508737,2.0
1508840,1.0
1508840,2.0
1508840,3.0
1509619,1.0
1509619,2.0
1509619,3.0
1509653,1.0
1510609,1.0
1510609,2.0
1511022,1.0
1511022,2.0
1511036,1.0
1511036,2.0
1511036,3.0
1511143,1.0
1511143,2.0
1511667,1.0
1512427,1.0
1512574,1.0
1512574,2.0
1513079,1.0
1513574,1.0
1513833,1.0
1514295,1.0
1514562,1.0
1514562,2.0
1514824,1.0
1515143,1.0
1515648,1.0
1516413,1.0
1516413,2.0
1518360,1.0
1518360,2.0
1518549,1.0
1518549,2.0
1518549,3.0
1518645,1.0
1518645,2.0
1519474,1.0
1519474,2.0
1519474,3.0
1519474,4.0
1519474,5.0
1520074,1.0
1520276,1.0
1520276,2.0
1520357,1.0
1520357,2.0
1520357,3.0
1520357,4.0
1520676,1.0
1521032,1.0
1521032,2.0
1521044,1.0
1521044,2.0
1521044,3.0
1522524,1.0
1522524,2.0
1522783,1.0
1522783,2.0
1522895,1.0
1522895,2.0
1522940,1.0
1522940,2.0
1523173,1.0
1523450,1.0
2691309,1.0
1523450,2.0
1523677,1.0
1523822,1.0
1526175,1.0
1526175,2.0
1526517,1.0
1526517,2.0
1526517,3.0
1527893,1.0
1527893,2.0
1527982,1.0
1528138,1.0
1528138,2.0
1528138,3.0
1528310,1.0
1528310,2.0
1528452,1.0
1528511,1.0
1528511,2.0
1528783,1.0
1528783,2.0
1529524,1.0
1530395,1.0
1530523,1.0
1530653,1.0
1530653,2.0
1531072,1.0
1531072,2.0
1531448,1.0
1531448,2.0
1539799,1.0
1539799,2.0
1543526,1.0
1543526,2.0
1545150,1.0
1545150,2.0
1546728,1.0
1548042,1.0
1548042,2.0
1548042,3.0
1549270,1.0
1549270,2.0
1550396,1.0
1550396,2.0
1551623,1.0
1551623,2.0
1552370,1.0
1552370,2.0
1562739,1.0
1562739,2.0
1563309,1.0
1563335,1.0
1563341,1.0
1563341,2.0
1564720,1.0
1564720,2.0
1566945,1.0
1574078,1.0
1574078,2.0
1576716,1.0
1581107,1.0
1592775,1.0
1592775,2.0
1597833,1.0
1603899,1.0
1603899,2.0
1604294,1.0
1604294,2.0
1604294,3.0
1605527,1.0
1610304,1.0
1610304,2.0
1610974,1.0
1613247,1.0
1616733,1.0
1616733,2.0
1616733,3.0
1623283,1.0
1623461,1.0
1623461,2.0
1627830,1.0
1632272,1.0
1632272,2.0
1632709,1.0
1634500,1.0
1637838,1.0
1637838,2.0
1639010,1.0
1639010,2.0
1640614,1.0
1640614,2.0
1641927,1.0
1641927,2.0
1644661,1.0
1644767,1.0
1645732,1.0
1645732,2.0
1656497,1.0
1656615,1.0
1656615,2.0
1656615,3.0
1660214,1.0
1660214,2.0
1665611,1.0
1665961,1.0
1665961,2.0
1667005,1.0
1667005,2.0
1667005,3.0
1667257,1.0
1667257,2.0
1669358,1.0
1669358,2.0
1669440,1.0
1669440,2.0
1669440,3.0
1674949,1.0
1674949,2.0
1675499,1.0
1675499,2.0
1675499,3.0
1675499,4.0
1676255,1.0
1676255,2.0
1676255,3.0
1676255,4.0
1677168,1.0
1677168,2.0
1677318,1.0
1677318,2.0
1678268,1.0
1678389,1.0
1678389,2.0
1678628,1.0
1678628,2.0
1678628,3.0
1678628,4.0
1679127,1.0
1679244,1.0
1679244,2.0
1679624,1.0
1679624,2.0
1679887,1.0
1679887,2.0
1679992,1.0
1679992,2.0
1679992,3.0
1679992,4.0
1681046,1.0
1681046,2.0
1681062,1.0
1681062,2.0
1681062,3.0
1681843,1.0
1681843,2.0
1681971,1.0
1681971,2.0
1682221,1.0
1682648,1.0
1682648,2.0
1682977,1.0
1682977,2.0
1683873,1.0
1683873,2.0
1683873,3.0
1684200,1.0
1684200,2.0
1684946,1.0
1684946,2.0
1684946,3.0
1684946,4.0
1685493,1.0
1685628,1.0
1686274,1.0
1686274,2.0
1686718,1.0
1686718,2.0
1687189,1.0
1687430,1.0
1688539,1.0
1688539,2.0
1689266,1.0
1689676,1.0
1689676,2.0
1689993,1.0
1689993,2.0
1691239,1.0
1691239,2.0
1691239,3.0
1691749,1.0
1691749,2.0
