sampno,vehno,travel_date
1139422,1,2012-04-09
2653286,1,2012-11-14
1718977,1,2012-08-09
1354121,1,2012-06-26
2183489,1,2012-09-18
2592356,1,2012-10-11
1236363,2,2012-03-11
2661241,2,2012-11-27
2653286,1,2012-11-10
1256261,1,2012-02-20
2661241,1,2012-11-28
1708202,2,2012-09-04
2017211,1,2012-10-20
1119821,1,2012-02-04
2143135,1,2012-11-08
1144043,1,2012-04-10
1236363,2,2012-03-07
3052193,1,2013-01-09
1339275,1,2012-05-19
1139818,1,2012-03-10
1729827,1,2012-06-14
1123111,1,2012-04-18
2537814,1,2012-12-11
2246360,1,2012-09-01
1757501,2,2012-06-06
2022086,1,2012-07-24
1375576,2,2012-07-03
2601214,2,2012-09-27
2578322,1,2012-10-08
1159003,1,2012-02-16
1186814,1,2012-03-16
1151498,1,2012-04-01
2949525,1,2013-01-03
7202124,1,2013-01-25
1730973,2,2012-07-28
1154089,1,2012-05-15
1208803,2,2012-02-26
1458064,1,2012-04-26
2236435,1,2012-07-06
1746498,2,2012-06-14
2045730,1,2012-11-07
2264830,1,2012-07-25
2115522,1,2012-10-29
2118071,2,2012-10-08
2253778,1,2012-11-05
2195580,1,2012-10-10
1119070,1,2012-02-02
1909198,1,2012-07-11
1152646,1,2012-02-19
2826327,1,2013-01-11
2783063,1,2012-12-10
2246360,2,2012-08-31
2611413,2,2012-10-30
2267804,2,2012-09-19
2264830,2,2012-07-29
1725871,2,2012-06-24
1158552,1,2012-04-12
2246360,3,2012-09-03
1295325,1,2012-02-10
2926552,3,2012-12-30
1137549,2,2012-02-13
7209067,2,2013-01-30
2658298,1,2012-10-28
2016749,1,2012-08-02
2252043,1,2012-11-10
1135438,2,2012-02-14
2498788,1,2012-09-23
2281511,2,2012-07-14
1433441,1,2012-03-25
1156622,1,2012-04-12
1687233,1,2012-08-15
1773708,1,2012-06-11
2526824,1,2012-10-29
2487482,2,2012-09-21
1144043,1,2012-04-11
2665232,1,2012-09-25
1240624,1,2012-03-17
7203896,1,2013-01-17
7204239,1,2013-01-16
1131660,1,2012-03-06
2642276,4,2012-11-21
3022385,1,2012-12-27
2576484,1,2012-11-04
1224932,2,2012-03-13
2527998,2,2013-01-10
2131756,2,2012-10-09
7202261,1,2013-01-20
2527373,1,2012-11-21
2218485,1,2012-07-04
2103754,2,2012-09-07
1333141,1,2012-03-15
1763198,1,2012-06-12
1035198,3,2012-05-26
2665232,1,2012-09-26
1235282,2,2012-03-04
2552032,1,2012-09-29
2650170,2,2012-10-28
1119821,2,2012-02-08
1680876,2,2012-06-13
1150191,1,2012-04-20
2145125,1,2012-10-09
2653286,1,2012-11-13
2552832,2,2012-11-27
2487482,2,2012-09-20
2697790,1,2013-01-19
1143815,1,2012-04-10
2646999,1,2012-11-22
7201245,1,2013-01-12
2926552,2,2012-12-31
2093623,1,2012-10-27
1319784,2,2012-02-28
1140735,2,2012-02-09
1210204,1,2012-03-17
2094759,1,2012-10-07
1726782,3,2012-07-01
3022385,1,2012-12-31
1339275,1,2012-05-22
1771038,2,2012-06-19
1375576,2,2012-07-04
1134470,1,2012-04-16
1976414,2,2012-07-22
2171118,1,2012-10-17
1152646,2,2012-02-21
1707867,1,2012-07-19
1224932,1,2012-03-15
1699031,2,2012-06-06
2510248,2,2012-09-27
1466133,2,2012-03-30
2045730,1,2012-11-05
2171118,2,2012-10-22
2654851,3,2012-11-17
2061644,1,2012-07-02
2611413,2,2012-10-31
2577440,1,2012-12-12
1532601,2,2012-05-05
1687233,1,2012-08-11
3029527,1,2013-01-23
2951975,1,2012-12-11
2718575,1,2013-01-08
2959995,1,2012-12-21
1153250,1,2012-02-25
1153250,1,2012-02-26
2967627,2,2013-01-21
2592356,1,2012-10-16
1156732,2,2012-02-18
1240624,1,2012-03-19
2179333,1,2012-10-22
1150104,1,2012-04-23
2236435,2,2012-07-02
7202387,1,2013-01-20
2926552,2,2013-01-01
1235282,1,2012-02-29
2268045,2,2012-10-19
1707867,1,2012-07-24
2526824,2,2012-10-26
2143135,1,2012-11-06
1675855,3,2012-06-07
2654851,1,2012-11-16
1143815,1,2012-04-11
2195942,2,2012-11-10
2253778,1,2012-10-31
2189741,1,2012-10-22
2954351,1,2012-12-14
1726782,4,2012-07-01
1365783,1,2012-03-01
1035198,3,2012-05-24
7204239,1,2013-01-22
1356673,3,2012-04-30
2576484,1,2012-11-03
1390543,1,2012-04-21
2550511,1,2012-10-27
2215330,3,2012-07-10
2089020,2,2012-08-02
1319784,1,2012-02-27
1054803,1,2012-05-07
2569979,2,2012-10-07
2194710,3,2012-09-07
2642276,2,2012-11-23
2638244,2,2012-09-26
1137549,2,2012-02-14
3068067,1,2013-02-01
1725871,1,2012-06-26
2525166,1,2012-10-31
2045730,2,2012-11-06
2143234,1,2012-10-17
2236435,2,2012-07-05
1743264,1,2012-06-10
1909198,1,2012-07-13
1708202,1,2012-09-08
7203525,1,2013-01-16
1844702,1,2012-07-22
2576484,1,2012-11-02
1128811,2,2012-03-22
2614633,1,2012-09-29
1718977,2,2012-08-12
2218485,1,2012-07-03
2076915,2,2012-07-17
2645047,2,2012-11-26
2111735,2,2012-07-30
2174068,2,2012-11-05
2016749,1,2012-08-01
1675855,3,2012-06-02
1240624,1,2012-03-16
1898041,3,2012-07-19
1144441,1,2012-03-16
1433441,2,2012-03-20
1735179,1,2012-04-30
2500911,1,2012-11-06
3022385,1,2012-12-28
1141873,1,2012-02-14
1400320,2,2012-03-19
1158552,2,2012-04-09
2926552,1,2013-01-02
2045730,3,2012-11-01
2953058,1,2012-12-22
2518996,3,2012-11-03
2656998,2,2012-11-13
2594688,2,2012-11-05
2194348,1,2012-07-14
1051795,2,2012-05-18
1856374,2,2012-07-16
1282541,1,2012-02-24
2055542,1,2012-07-23
1158877,2,2012-04-01
2111735,2,2012-07-31
2235192,1,2012-07-13
2183489,1,2012-09-20
1844702,1,2012-07-20
2206467,1,2012-10-24
2016749,1,2012-07-28
2215330,2,2012-07-12
3069471,1,2012-12-26
7203018,1,2013-01-15
1898041,3,2012-07-24
2643945,2,2012-10-17
2131756,1,2012-10-13
2943742,2,2013-01-08
1139416,1,2012-03-03
1135317,2,2012-04-06
1125585,1,2012-02-12
2142467,1,2012-10-01
2826327,1,2013-01-16
2090417,1,2012-09-19
1264399,1,2012-03-08
1135955,2,2012-03-06
1697721,1,2012-06-11
1375576,2,2012-06-30
1452274,3,2012-03-28
2183489,1,2012-09-14
1699031,1,2012-06-01
2759536,2,2012-12-12
1158632,1,2012-04-22
1155158,1,2012-02-15
1407588,2,2012-05-18
2142467,1,2012-10-02
1976414,1,2012-07-23
2194710,3,2012-09-09
2492506,2,2012-10-09
7201245,2,2013-01-15
2194710,1,2012-09-06
1035198,2,2012-05-25
2925637,1,2012-12-14
2652089,1,2012-12-12
1407588,1,2012-05-20
2758999,2,2013-01-30
1290034,2,2012-03-08
2643778,1,2012-11-08
1742095,1,2012-07-17
1521424,1,2012-04-27
2513557,2,2012-09-28
1682791,1,2012-08-28
1129234,1,2012-04-06
2172179,1,2012-11-01
2569231,1,2012-11-15
2758999,1,2013-01-25
2105161,1,2012-07-26
2555550,1,2012-09-23
2235192,1,2012-07-15
2174068,1,2012-11-06
2514178,1,2012-09-23
1152646,2,2012-02-16
1125585,1,2012-02-07
1150191,2,2012-04-21
1044596,1,2012-05-07
3052193,3,2013-01-07
1987680,1,2012-07-27
1909198,2,2012-07-10
1909198,1,2012-07-09
1123111,2,2012-04-17
1743805,1,2012-09-14
1139945,1,2012-04-09
2496311,3,2012-11-26
2557083,1,2012-12-03
2656998,2,2012-11-14
2525166,3,2012-11-01
2259514,1,2012-10-28
1290034,2,2012-03-05
2089020,2,2012-08-01
2179333,1,2012-10-25
7209067,1,2013-02-03
1454465,1,2012-03-22
2658298,1,2012-10-25
1718977,2,2012-08-08
1743805,1,2012-09-13
2081194,1,2012-07-13
1680876,2,2012-06-19
2093665,1,2012-07-14
1437575,2,2012-03-25
1158941,2,2012-02-17
1128195,1,2012-02-06
1690986,3,2012-06-08
1771038,1,2012-06-22
1139818,1,2012-03-13
1532601,1,2012-05-04
2201952,1,2012-10-20
2594688,2,2012-11-07
1321768,1,2012-02-29
1290034,1,2012-03-04
1374265,1,2012-04-12
2246360,3,2012-09-04
2160062,1,2012-09-19
2643742,1,2012-11-26
2518996,3,2012-11-04
2647188,2,2012-10-09
2562300,1,2012-09-28
2246809,1,2012-07-14
1768608,2,2012-06-19
2626517,1,2012-10-18
1319784,1,2012-03-01
1452274,1,2012-03-29
1831201,2,2012-07-19
2943742,1,2013-01-07
1134721,2,2012-04-06
1430629,1,2012-05-04
1135317,2,2012-04-07
2649003,1,2012-11-22
2926552,3,2012-12-29
1125362,1,2012-02-07
2235192,1,2012-07-11
1757501,1,2012-06-01
1159003,1,2012-02-21
2500911,1,2012-11-08
2067735,1,2012-10-21
1158632,3,2012-04-20
2741339,1,2012-12-14
2552758,1,2012-11-26
2556033,2,2012-10-16
2267338,2,2012-08-03
2654878,2,2012-11-26
2662005,1,2012-10-02
1433441,1,2012-03-21
1119821,2,2012-02-02
1140800,2,2012-02-09
2142467,1,2012-09-30
1037295,1,2012-05-04
2103754,2,2012-09-09
2555550,2,2012-09-17
2045487,1,2012-09-06
7202124,3,2013-01-21
1119070,2,2012-02-04
2173648,1,2012-10-08
2118071,1,2012-10-10
2643945,2,2012-10-13
1035198,1,2012-05-23
1764495,1,2012-06-11
1153377,1,2012-02-15
2267338,1,2012-07-30
2555550,2,2012-09-22
2291208,1,2012-09-07
1051649,3,2012-05-12
2267338,1,2012-07-31
1433441,1,2012-03-23
1264982,1,2012-02-23
1682456,1,2012-07-12
1141076,1,2012-04-27
2264830,2,2012-07-23
2140668,1,2012-08-28
2943742,2,2013-01-11
1708202,1,2012-09-05
1702618,1,2012-06-11
2174068,2,2012-10-31
2140668,1,2012-08-27
2267338,2,2012-08-01
1773708,1,2012-06-08
1452274,1,2012-03-30
2087385,1,2012-11-04
1146678,2,2012-03-30
2527373,1,2012-11-26
2569231,2,2012-11-18
1128811,2,2012-03-24
3052193,3,2013-01-10
2124189,2,2012-07-05
2199289,2,2012-09-26
1976414,1,2012-07-24
2514178,2,2012-09-27
1776019,2,2012-09-19
2183999,2,2012-09-16
2189741,3,2012-10-21
2268045,1,2012-10-20
1844702,1,2012-07-21
2954351,1,2012-12-13
1120424,1,2012-02-04
2626517,1,2012-10-22
2236435,2,2012-07-08
1772847,2,2012-07-13
1143815,1,2012-04-12
2199289,2,2012-09-25
2951975,2,2012-12-06
2569979,1,2012-10-09
2113763,1,2012-10-10
1134470,1,2012-04-14
1726782,4,2012-07-02
2954351,2,2012-12-11
2115522,1,2012-10-30
2525166,2,2012-11-02
1725871,1,2012-06-21
2268045,1,2012-10-24
1730973,2,2012-07-27
2513557,2,2012-09-29
1712590,1,2012-07-03
1132564,1,2012-02-06
2943742,1,2013-01-10
2203100,1,2012-11-01
1057600,1,2012-05-06
2281511,1,2012-07-09
2281511,2,2012-07-10
1158632,3,2012-04-18
1771163,1,2012-08-15
2173648,1,2012-10-05
1712590,2,2012-07-07
1158877,2,2012-04-04
2611413,2,2012-10-29
1411889,3,2012-05-23
1155144,1,2012-05-10
2197883,2,2012-07-29
2089020,2,2012-08-03
2158234,1,2012-08-25
2652089,1,2012-12-07
2055542,1,2012-07-24
2517401,1,2012-09-26
1346841,2,2012-05-02
2046304,2,2012-08-29
1151498,2,2012-04-02
2526824,1,2012-10-30
1150191,2,2012-04-19
2061644,1,2012-07-01
2111735,2,2012-07-26
2957153,1,2013-01-09
2055542,1,2012-07-19
2089020,1,2012-07-31
2517401,1,2012-09-25
1675855,3,2012-06-04
1051795,2,2012-05-16
1856374,3,2012-07-19
2179333,2,2012-10-27
7203374,2,2013-01-27
1771163,3,2012-08-16
1051649,2,2012-05-11
1726782,3,2012-07-02
2052046,2,2012-10-13
1419895,1,2012-08-20
1898041,3,2012-07-23
1051649,3,2012-05-09
1208803,2,2012-02-23
1130487,2,2012-02-07
1156732,1,2012-02-17
1976414,2,2012-07-21
2654851,3,2012-11-14
2638244,1,2012-09-28
1146678,1,2012-04-03
2645047,2,2012-11-21
1242543,1,2012-03-21
3014343,1,2013-01-30
2518996,2,2012-11-01
2552032,3,2012-09-27
1717746,1,2012-06-27
2079870,1,2012-07-10
1290034,1,2012-03-06
1151498,1,2012-03-28
1179644,1,2012-02-18
1682791,1,2012-08-27
2655433,2,2012-12-04
2087385,1,2012-11-02
2556033,2,2012-10-15
1454465,1,2012-03-26
1120935,1,2012-03-09
2215330,3,2012-07-14
3029527,1,2013-01-22
1131660,1,2012-03-10
2248993,1,2012-09-01
1772847,1,2012-07-07
2643945,1,2012-10-18
1119025,1,2012-02-01
2097623,1,2012-10-26
2045730,2,2012-11-02
1302642,1,2012-03-05
1159003,1,2012-02-15
1158552,1,2012-04-11
1682285,1,2012-09-04
1144043,1,2012-04-12
1121290,1,2012-02-02
2496311,3,2012-11-28
2526824,1,2012-10-31
1125362,1,2012-02-06
2572796,2,2012-11-29
1735179,1,2012-05-02
1502994,1,2012-04-23
7202124,1,2013-01-20
2592356,1,2012-10-12
1156622,1,2012-04-11
1712590,1,2012-07-04
2076915,2,2012-07-16
2576484,1,2012-11-06
1044414,1,2012-05-14
2087385,1,2012-11-03
2949525,1,2013-01-04
2111735,1,2012-07-28
2645047,1,2012-11-22
2697790,2,2013-01-24
1771163,1,2012-08-11
2572796,3,2012-12-01
1129234,1,2012-04-04
2561298,1,2012-12-01
2060835,1,2012-08-26
1264399,2,2012-03-06
2102763,2,2012-10-25
2115522,1,2012-10-31
1437575,2,2012-03-29
1708202,1,2012-09-06
1240624,1,2012-03-20
2611413,1,2012-10-26
1128195,1,2012-02-07
1708202,3,2012-09-09
1411889,2,2012-05-20
2951975,1,2012-12-08
1119025,1,2012-02-03
1318928,1,2012-03-09
1138010,1,2012-03-13
1325736,1,2012-03-18
2662005,1,2012-10-08
7203094,1,2013-01-25
1470126,3,2012-04-22
2654878,1,2012-11-27
2079481,1,2012-08-15
2138491,1,2012-09-15
1430629,2,2012-05-03
1150191,2,2012-04-17
7202261,1,2013-01-25
2826327,1,2013-01-14
1119055,2,2012-03-01
1158552,1,2012-04-10
1123111,2,2012-04-21
2016749,2,2012-07-30
2562300,1,2012-09-29
3029527,2,2013-01-21
2654878,2,2012-11-28
1411889,1,2012-05-21
1682791,2,2012-08-29
2177861,1,2012-08-24
1709773,1,2012-06-09
2655433,2,2012-12-06
2758999,1,2013-01-31
2953058,1,2012-12-24
1153250,1,2012-02-23
2016749,2,2012-07-31
1532601,2,2012-05-03
2259514,1,2012-11-01
2022086,1,2012-07-29
2525166,3,2012-10-28
2569231,2,2012-11-16
1156622,2,2012-04-17
1772847,2,2012-07-11
1044596,3,2012-05-11
2654851,3,2012-11-13
1771163,2,2012-08-10
1390543,1,2012-04-19
2233056,2,2012-08-05
2252043,1,2012-11-07
2653286,1,2012-11-09
2103754,2,2012-09-12
2594688,1,2012-11-03
1044596,3,2012-05-10
1130604,1,2012-02-08
2268045,1,2012-10-23
1775272,3,2012-07-06
2171118,2,2012-10-18
1325736,1,2012-03-13
2174068,1,2012-11-03
2217304,1,2012-06-25
1987680,2,2012-07-26
2557083,1,2012-12-07
2650170,2,2012-11-01
2741339,1,2012-12-13
1151794,1,2012-04-03
1680876,2,2012-06-16
2264740,1,2012-06-30
1121290,1,2012-02-08
1158232,1,2012-04-07
1722424,1,2012-07-09
1763198,1,2012-06-14
2513557,1,2012-09-25
2291208,2,2012-09-01
1137920,1,2012-04-05
1742095,1,2012-07-16
2759536,2,2012-12-10
2594688,1,2012-11-02
1743264,1,2012-06-07
2555550,1,2012-09-18
2552032,1,2012-09-28
2016749,1,2012-07-27
1466133,2,2012-03-29
1775272,1,2012-07-04
7203525,1,2013-01-14
2246360,2,2012-08-30
2578322,1,2012-10-02
2557083,1,2012-12-02
1144883,3,2012-02-11
2236330,2,2012-07-13
2513557,1,2012-09-26
3052193,3,2013-01-05
2195942,2,2012-11-05
2652089,1,2012-12-10
1402529,2,2012-04-22
2174068,1,2012-11-02
2052046,1,2012-10-09
2576463,1,2012-10-04
2195394,1,2012-08-27
2498788,1,2012-09-20
1718977,1,2012-08-14
1682456,2,2012-07-08
2496311,1,2012-11-25
1374265,1,2012-04-11
1680876,3,2012-06-14
1708202,3,2012-09-07
2236330,2,2012-07-15
1746498,2,2012-06-12
1772847,1,2012-07-10
2252043,1,2012-11-09
1772847,2,2012-07-09
2195942,1,2012-11-06
2643323,1,2012-10-12
2267338,2,2012-08-02
2578322,2,2012-10-04
2138491,2,2012-09-16
2656998,2,2012-11-17
1131660,1,2012-03-04
2103754,2,2012-09-11
1751392,1,2012-06-12
3068067,1,2013-01-28
1119821,3,2012-02-05
1771163,3,2012-08-13
2158234,1,2012-08-26
1717746,1,2012-06-24
2951975,1,2012-12-09
2959995,1,2012-12-20
2189741,1,2012-10-18
2281511,1,2012-07-13
1747105,1,2012-07-06
1135317,3,2012-04-09
1051649,1,2012-05-08
1452274,3,2012-03-27
1128195,1,2012-02-03
1690986,2,2012-06-06
2569979,2,2012-10-13
2500911,1,2012-11-03
1153377,1,2012-02-16
2045487,1,2012-09-10
1320244,1,2012-03-09
1532601,1,2012-04-29
1400320,2,2012-03-20
7203525,2,2013-01-19
1138010,1,2012-03-10
1470126,2,2012-04-21
2487482,1,2012-09-22
2510248,2,2012-09-22
1131660,2,2012-03-05
1150191,1,2012-04-18
1433441,2,2012-03-19
1430629,1,2012-04-29
7203374,2,2013-01-30
1675855,3,2012-06-03
2143234,2,2012-10-18
1143815,2,2012-04-09
2194710,1,2012-09-08
7201245,1,2013-01-18
1411889,1,2012-05-24
2136574,1,2012-07-23
1729827,1,2012-06-12
2060835,1,2012-08-23
2093623,2,2012-10-25
1681108,2,2012-08-27
2281511,1,2012-07-11
2195942,2,2012-11-07
2118071,2,2012-10-12
2195942,1,2012-11-08
1057600,1,2012-05-09
1675855,2,2012-06-01
7201245,1,2013-01-17
2496311,1,2012-11-24
1771163,3,2012-08-14
1051649,2,2012-05-10
2077038,1,2012-10-01
1681108,2,2012-08-21
1051795,2,2012-05-17
3014343,1,2013-01-27
2572796,1,2012-11-27
1690986,3,2012-06-05
2572796,2,2012-11-28
1711486,2,2012-07-15
1430629,2,2012-04-28
1264982,1,2012-02-19
2697790,3,2013-01-18
1131660,2,2012-03-08
1437535,2,2012-03-23
1775272,1,2012-07-03
1051795,2,2012-05-13
2614633,1,2012-09-28
2097623,1,2012-10-23
1044414,1,2012-05-15
1746498,1,2012-06-09
2264740,1,2012-06-28
1260457,2,2012-02-24
2246809,1,2012-07-19
1282541,1,2012-02-22
2174068,1,2012-11-04
2217304,1,2012-06-22
2697790,2,2013-01-22
2194710,3,2012-09-12
2492506,1,2012-10-07
2654878,3,2012-12-01
1236363,2,2012-03-12
1400320,1,2012-03-21
1356673,1,2012-04-28
2552758,1,2012-11-21
2259514,2,2012-10-27
1442488,2,2012-03-26
1751392,2,2012-06-09
1155144,1,2012-05-11
1764495,1,2012-06-08
1437535,2,2012-03-21
2183999,1,2012-09-15
1726361,1,2012-06-04
2594688,1,2012-11-04
3039701,1,2012-12-30
2556033,2,2012-10-12
2059750,1,2012-06-28
1407588,2,2012-05-17
2045487,1,2012-09-08
2092013,1,2012-06-29
2281511,3,2012-07-12
2654878,2,2012-11-29
1155158,1,2012-02-16
2239007,1,2012-09-16
2552032,3,2012-10-02
1844702,1,2012-07-18
2195942,2,2012-11-09
2645047,1,2012-11-27
1430629,2,2012-05-01
1775272,2,2012-07-07
2194710,1,2012-09-10
1680876,2,2012-06-15
1532601,2,2012-05-01
2643742,1,2012-11-21
2060835,1,2012-08-25
2093665,1,2012-07-10
2500911,1,2012-11-04
7209067,1,2013-01-31
2160062,1,2012-09-16
1356673,1,2012-05-01
2160062,3,2012-09-13
3068067,1,2013-01-29
1402529,1,2012-04-23
2102763,2,2012-10-22
2592356,1,2012-10-15
1123111,1,2012-04-20
1707867,1,2012-07-23
2537814,1,2012-12-09
1718977,1,2012-08-13
1144883,1,2012-02-12
1158232,1,2012-04-06
2518082,1,2012-09-26
1186814,1,2012-03-20
2498788,1,2012-09-21
2564708,1,2012-12-04
2578322,2,2012-10-03
2248993,1,2012-08-26
1502994,3,2012-04-21
1147504,2,2012-02-15
2949525,1,2013-01-01
1152646,2,2012-02-15
2236330,2,2012-07-11
1035198,2,2012-05-22
1402529,1,2012-04-27
1130487,1,2012-02-05
2487482,2,2012-09-23
1128811,2,2012-03-26
1356673,3,2012-04-26
2510248,2,2012-09-24
7204239,2,2013-01-19
1130487,2,2012-02-03
2077038,1,2012-10-02
1717746,2,2012-06-26
2487482,1,2012-09-24
2578322,1,2012-10-05
1909198,2,2012-07-14
2175988,1,2012-06-23
2194710,3,2012-09-11
1309284,1,2012-02-08
2142774,1,2012-09-17
2215330,3,2012-07-15
1433441,3,2012-03-22
2654878,1,2012-11-26
2046304,2,2012-08-28
1433441,2,2012-03-21
1390543,1,2012-04-20
1320244,1,2012-03-12
2552758,2,2012-11-26
2556033,1,2012-10-16
1698967,1,2012-06-14
1141076,1,2012-04-30
1135317,1,2012-04-07
1757501,2,2012-06-01
3052193,3,2013-01-11
2500911,1,2012-11-07
2656998,1,2012-11-11
2741339,2,2012-12-14
2561298,1,2012-11-30
2264830,1,2012-07-23
2195580,1,2012-10-08
2572796,3,2012-11-30
2943742,1,2013-01-11
1708202,2,2012-09-05
1690986,3,2012-06-07
2174068,1,2012-10-31
2118071,3,2012-10-07
2601214,1,2012-09-30
1433441,2,2012-03-23
2926552,1,2013-01-04
1346841,1,2012-04-30
1682456,2,2012-07-12
1035198,2,2012-05-23
2267338,2,2012-07-30
2105161,1,2012-07-28
2555550,1,2012-09-22
2291208,2,2012-09-07
2103754,1,2012-09-09
2555550,1,2012-09-17
2045487,2,2012-09-06
1119070,1,2012-02-04
2217304,1,2012-06-23
2643945,1,2012-10-13
2179333,2,2012-10-25
2248993,1,2012-08-30
7209067,2,2013-02-03
1454465,1,2012-03-27
1242543,1,2012-03-16
1718977,1,2012-08-08
2658298,2,2012-10-25
1680876,1,2012-06-19
1773708,1,2012-06-10
1987680,3,2012-07-21
1764495,1,2012-06-13
2656998,1,2012-11-14
2654851,1,2012-11-12
2259514,2,2012-10-28
1290034,1,2012-03-05
1186814,2,2012-03-19
2089020,1,2012-08-01
2142467,1,2012-10-03
2500911,1,2012-11-09
2662005,1,2012-10-06
3029527,1,2013-01-19
1150191,1,2012-04-21
1125585,2,2012-02-07
1702618,1,2012-06-13
1987680,2,2012-07-27
1909198,1,2012-07-10
1909198,2,2012-07-09
1419895,1,2012-08-21
1123111,1,2012-04-17
2649003,1,2012-11-21
1452274,2,2012-03-29
1430629,2,2012-05-04
2089020,1,2012-07-28
2518082,1,2012-09-28
2647188,1,2012-10-09
2662005,1,2012-10-04
2215330,3,2012-07-13
1319784,2,2012-03-01
1521424,1,2012-04-22
1374265,2,2012-04-12
1302642,1,2012-03-06
2643742,2,2012-11-26
2953058,1,2012-12-19
1771038,2,2012-06-22
1119821,3,2012-02-06
2697790,1,2013-01-23
1532601,2,2012-05-04
2552832,2,2012-11-29
1035198,1,2012-05-25
1466133,2,2012-03-31
2925637,2,2012-12-14
1407588,1,2012-05-21
2652089,2,2012-12-12
2269840,1,2012-10-28
1333141,1,2012-03-18
2492506,1,2012-10-09
2783063,1,2012-12-05
1139422,1,2012-04-12
2194710,2,2012-09-06
1817256,1,2012-07-17
7201245,1,2013-01-15
3022385,2,2012-12-25
1747105,1,2012-07-08
2759536,1,2012-12-12
1843677,2,2012-07-18
1743264,1,2012-06-05
1976414,2,2012-07-23
1155158,2,2012-02-15
2142467,2,2012-10-02
1898041,3,2012-07-21
1375576,1,2012-06-30
1699031,2,2012-06-01
2527998,2,2013-01-14
1186814,2,2012-03-17
1152646,1,2012-02-16
2514178,2,2012-09-23
2225855,1,2012-08-02
2172179,2,2012-11-01
2569231,2,2012-11-15
2500911,1,2012-11-05
1354121,1,2012-06-27
2665232,1,2012-09-29
1687233,1,2012-08-10
2513557,1,2012-09-28
2594688,2,2012-11-06
1682791,2,2012-08-28
2215330,3,2012-07-11
1159003,1,2012-02-19
1147504,1,2012-02-16
1775272,3,2012-07-01
2758999,1,2013-01-30
2643778,1,2012-11-07
1290034,1,2012-03-08
1742095,2,2012-07-17
1051795,1,2012-05-18
1856374,1,2012-07-16
2081194,1,2012-07-07
1158877,1,2012-04-01
1236363,2,2012-03-09
2111735,1,2012-07-31
1400320,1,2012-03-19
2662005,1,2012-10-03
1158552,1,2012-04-09
1196563,1,2012-04-23
2601214,1,2012-10-01
2055542,1,2012-07-20
2656998,1,2012-11-13
2594688,1,2012-11-05
2113763,1,2012-10-15
3052193,3,2013-01-06
1051649,3,2012-05-07
2177861,1,2012-08-26
1433441,1,2012-03-20
1735179,2,2012-04-30
1035198,3,2012-05-28
3022385,2,2012-12-28
2175988,1,2012-06-25
2111735,1,2012-07-30
2174068,1,2012-11-05
1130487,1,2012-02-06
2527373,1,2012-11-27
1735179,1,2012-04-27
2142467,2,2012-10-01
1135317,1,2012-04-06
2142774,1,2012-09-18
2090417,2,2012-09-19
2118071,1,2012-10-11
1123227,1,2012-02-06
2943742,1,2013-01-06
1123111,1,2012-04-19
2643945,1,2012-10-17
2131756,2,2012-10-13
2943742,1,2013-01-08
1139818,1,2012-03-08
2142467,1,2012-10-04
2016749,2,2012-07-28
2215330,1,2012-07-12
2158234,1,2012-08-30
1844702,1,2012-07-23
2643778,1,2012-11-09
1743264,1,2012-06-11
2060835,1,2012-08-24
1037295,1,2012-05-05
1139945,1,2012-04-12
2592356,1,2012-10-10
1411889,3,2012-05-19
2638244,1,2012-09-26
1707867,1,2012-07-21
2246809,1,2012-07-20
2264830,3,2012-07-28
2498788,1,2012-09-22
2055542,1,2012-07-25
1143815,2,2012-04-11
2111735,2,2012-07-27
2195942,1,2012-11-10
1144441,1,2012-03-14
2954351,2,2012-12-14
2218485,4,2012-07-05
7202124,3,2013-01-24
2646999,1,2012-11-21
2526824,1,2012-10-26
1718977,1,2012-08-12
2076915,1,2012-07-17
1057600,1,2012-05-07
1699793,2,2012-06-15
2645047,1,2012-11-26
2564708,1,2012-11-29
2638244,1,2012-09-25
7200837,1,2013-01-16
2646999,1,2012-11-18
1128811,1,2012-03-22
2236435,1,2012-07-05
2195580,1,2012-10-11
2169564,1,2012-10-11
2538023,1,2012-11-16
1909198,2,2012-07-13
1356673,3,2012-04-27
2967627,2,2013-01-22
1402529,1,2012-04-26
2525166,2,2012-10-31
7203374,2,2013-01-31
2045730,1,2012-11-06
2143234,2,2012-10-17
2171118,2,2012-10-17
1152646,1,2012-02-21
2510248,1,2012-09-27
1224932,2,2012-03-15
2195942,1,2012-11-11
1154089,3,2012-05-21
2045730,2,2012-11-05
2218485,4,2012-07-02
2115522,1,2012-11-04
2171118,1,2012-10-22
1976414,1,2012-07-25
2609398,1,2012-09-26
1898041,3,2012-07-18
1375576,1,2012-07-04
1771038,1,2012-06-19
1976414,1,2012-07-22
2926552,1,2012-12-31
7201245,2,2013-01-12
1319784,1,2012-02-28
2218485,1,2012-07-07
1140735,1,2012-02-09
2103754,2,2012-09-13
2552832,2,2012-11-28
1154089,3,2012-05-18
2654878,3,2012-11-30
1150191,2,2012-04-20
1143815,2,2012-04-10
1150104,2,2012-04-23
2236435,1,2012-07-02
2158234,1,2012-08-24
2609398,1,2012-09-25
1235282,2,2012-02-29
2527998,2,2013-01-13
2268045,1,2012-10-19
1730973,2,2012-07-26
2954351,3,2012-12-12
2143135,1,2012-11-05
2177861,1,2012-08-23
2179333,2,2012-10-22
1309284,1,2012-02-09
1208803,2,2012-02-21
