sampno,vehno,travel_date
2533177,1,2012-09-25
2533177,1,2012-09-26
2533177,1,2012-09-27
2533430,1,2012-10-18
2533430,1,2012-10-19
2533430,1,2012-10-20
2533430,1,2012-10-21
2533430,1,2012-10-22
2533430,1,2012-10-23
2533430,1,2012-10-24
2533430,2,2012-10-18
2533430,2,2012-10-19
2533430,2,2012-10-20
2533430,2,2012-10-21
2533430,2,2012-10-22
2533430,2,2012-10-23
2533430,2,2012-10-24
2535235,1,2012-10-27
2535235,1,2012-10-28
2535235,1,2012-10-30
2535235,1,2012-11-01
2535235,1,2012-11-02
2535235,2,2012-10-27
2535235,2,2012-10-28
2535235,2,2012-10-30
2535235,2,2012-10-31
2535235,2,2012-11-01
2535235,2,2012-11-02
2535483,1,2012-10-11
2535483,1,2012-10-12
2535483,1,2012-10-13
2535483,1,2012-10-14
2535483,1,2012-10-15
2535483,1,2012-10-16
2535483,1,2012-10-17
2536174,1,2012-10-09
2536174,1,2012-10-10
2536174,1,2012-10-11
2536174,1,2012-10-12
2536174,1,2012-10-13
2536174,1,2012-10-14
2536174,1,2012-10-15
2536174,2,2012-10-11
2536174,2,2012-10-12
2536174,2,2012-10-14
2539683,3,2012-10-03
2539683,3,2012-10-04
2539683,3,2012-10-05
2539683,3,2012-10-09
2539759,1,2012-09-26
2539759,1,2012-09-27
2539759,1,2012-09-28
2539759,1,2012-09-29
2539759,1,2012-09-30
2539759,1,2012-10-01
2539759,1,2012-10-02
2539759,2,2012-09-26
2539759,2,2012-09-27
2543174,1,2012-10-10
2543174,1,2012-10-11
2543174,1,2012-10-12
2543174,1,2012-10-13
2543174,1,2012-10-14
2543174,1,2012-10-15
2543174,1,2012-10-16
2543174,2,2012-10-10
2543174,2,2012-10-11
2543174,2,2012-10-12
2543174,2,2012-10-13
2543174,2,2012-10-14
2543174,2,2012-10-15
2543364,1,2012-10-08
2543364,1,2012-10-09
2543364,1,2012-10-10
2543364,1,2012-10-11
2543364,1,2012-10-13
2543576,1,2012-11-26
2543576,1,2012-11-27
2543576,2,2012-11-21
2543576,2,2012-11-22
2543576,2,2012-11-23
2543576,2,2012-11-24
2543576,2,2012-11-25
2543576,2,2012-11-26
2543576,2,2012-11-27
2543636,1,2012-10-04
2543636,1,2012-10-05
2543636,1,2012-10-07
2543636,1,2012-10-08
2543636,1,2012-10-09
2543636,1,2012-10-10
2543636,2,2012-10-04
2543636,2,2012-10-05
2543636,2,2012-10-06
2543636,2,2012-10-07
2543636,2,2012-10-08
2543636,2,2012-10-09
2543636,2,2012-10-10
2544182,1,2012-09-20
2544182,1,2012-09-21
2544182,1,2012-09-22
2544182,1,2012-09-23
2544182,1,2012-09-24
2544182,1,2012-09-25
2544182,1,2012-09-26
2544182,2,2012-09-20
2544182,2,2012-09-21
2544182,2,2012-09-24
2544182,2,2012-09-25
2544182,2,2012-09-26
2544245,1,2012-10-19
2544245,1,2012-10-20
2544245,1,2012-10-21
2544245,1,2012-10-22
2544245,1,2012-10-23
2544245,1,2012-10-25
2544245,2,2012-10-19
2544245,2,2012-10-20
2544245,2,2012-10-21
2544245,2,2012-10-22
2544245,2,2012-10-23
2544245,2,2012-10-24
2544245,2,2012-10-25
2544245,2,2012-10-26
2544245,3,2012-10-20
2544245,3,2012-10-22
2544245,3,2012-10-24
2546298,1,2012-09-25
2546298,1,2012-09-26
2546298,1,2012-09-27
2546298,1,2012-09-28
2546298,1,2012-09-30
2546298,2,2012-09-24
2546298,2,2012-09-25
2546298,2,2012-09-26
2546298,2,2012-09-28
2547090,1,2012-10-17
2547090,1,2012-10-18
2547090,1,2012-10-19
2547090,1,2012-10-20
2547090,1,2012-10-21
2547090,1,2012-10-22
2547090,1,2012-10-23
2548232,1,2012-11-13
2548232,1,2012-11-14
2548232,1,2012-11-15
2548232,1,2012-11-16
2548232,1,2012-11-17
2548232,1,2012-11-18
2548232,2,2012-11-13
2548232,2,2012-11-14
2548232,2,2012-11-15
2548232,2,2012-11-16
2548232,2,2012-11-18
2548232,2,2012-11-19
2558471,1,2012-10-02
2558471,1,2012-10-03
2558471,1,2012-10-04
2558471,1,2012-10-05
2558471,1,2012-10-07
2558471,1,2012-10-08
2558471,2,2012-10-02
2558471,2,2012-10-03
2558471,2,2012-10-04
2558471,2,2012-10-05
2558471,2,2012-10-06
2558471,2,2012-10-08
2559082,1,2012-09-23
2559082,1,2012-09-24
2559082,1,2012-09-25
2559082,1,2012-09-26
2559082,1,2012-09-27
2559082,1,2012-09-28
2559082,2,2012-09-23
2559082,2,2012-09-24
2559082,2,2012-09-25
2559082,2,2012-09-27
2559082,2,2012-09-28
2559082,2,2012-09-29
2559560,1,2012-10-13
2559560,1,2012-10-15
2559560,1,2012-10-16
2559560,1,2012-10-17
2559560,1,2012-10-18
2559560,1,2012-10-19
2561615,1,2012-09-24
2561615,1,2012-09-25
2561615,2,2012-09-24
2561615,2,2012-09-25
2561615,2,2012-09-26
2561615,2,2012-09-27
2561615,2,2012-09-28
2561615,2,2012-09-29
2561615,2,2012-09-30
2561697,1,2012-11-07
2561697,1,2012-11-08
2561697,1,2012-11-09
2561697,1,2012-11-10
2561697,1,2012-11-11
2561697,1,2012-11-12
2561697,1,2012-11-13
2561697,2,2012-11-07
2561697,2,2012-11-09
2561697,2,2012-11-11
2561697,2,2012-11-12
2561697,2,2012-11-13
2562944,1,2012-10-08
2562944,1,2012-10-09
2562944,1,2012-10-10
2562944,1,2012-10-11
2562944,1,2012-10-12
2562944,1,2012-10-13
2564381,2,2012-10-08
2564381,2,2012-10-09
2564381,2,2012-10-11
2564381,2,2012-10-12
2564381,2,2012-10-13
2564381,2,2012-10-14
2564757,1,2012-11-14
2564757,1,2012-11-15
2564757,1,2012-11-18
2564757,1,2012-11-19
2564757,2,2012-11-13
2564757,2,2012-11-15
2564757,2,2012-11-16
2564757,2,2012-11-17
2564757,2,2012-11-18
2564757,2,2012-11-19
2564757,3,2012-11-13
2564757,3,2012-11-14
2564757,3,2012-11-15
2564757,3,2012-11-16
2564757,3,2012-11-17
2564757,3,2012-11-19
2565473,1,2012-09-26
2565473,1,2012-09-27
2565473,1,2012-09-28
2565473,1,2012-09-29
2565473,1,2012-09-30
2565473,1,2012-10-01
2565473,1,2012-10-02
2566814,1,2012-10-09
2566814,1,2012-10-10
2566814,1,2012-10-11
2566814,1,2012-10-12
2566814,1,2012-10-13
2566814,1,2012-10-14
2566814,1,2012-10-15
2566814,3,2012-10-09
2566814,3,2012-10-10
2566814,3,2012-10-11
2566814,3,2012-10-12
2566814,3,2012-10-15
2567725,1,2012-09-25
2571650,1,2012-09-30
2571650,1,2012-10-01
2571650,1,2012-10-02
2571650,2,2012-09-30
2571650,2,2012-10-01
2571650,2,2012-10-02
2571650,2,2012-10-03
2571650,2,2012-10-04
2571650,2,2012-10-05
2571650,2,2012-10-06
2573466,1,2012-10-23
2573466,1,2012-10-24
2573466,1,2012-10-25
2573466,1,2012-10-26
2573466,1,2012-10-27
2573466,1,2012-10-28
2573466,1,2012-10-29
2574842,1,2012-10-10
2574842,1,2012-10-11
2574842,1,2012-10-12
2574842,1,2012-10-13
2574842,1,2012-10-15
2574842,1,2012-10-16
2574842,2,2012-10-10
2574842,2,2012-10-11
2574842,2,2012-10-12
2574842,2,2012-10-13
2574842,2,2012-10-15
2574842,3,2012-10-10
2574842,3,2012-10-11
2574842,3,2012-10-13
2574842,3,2012-10-14
2574842,3,2012-10-16
2574842,3,2012-10-17
2575352,1,2012-10-16
2575352,1,2012-10-17
2575352,1,2012-10-18
2575352,1,2012-10-19
2575352,1,2012-10-22
2575352,2,2012-10-16
2577297,1,2012-10-24
2577297,1,2012-10-25
2577297,1,2012-10-26
2577297,1,2012-10-27
2577297,1,2012-10-28
2577297,1,2012-10-29
2583647,3,2012-11-11
2583647,3,2012-11-13
2583647,3,2012-11-14
2583647,3,2012-11-15
2583647,3,2012-11-16
2585017,1,2012-10-21
2585017,1,2012-10-22
2585017,1,2012-10-23
2585017,1,2012-10-24
2585017,1,2012-10-25
2585017,1,2012-10-26
2585017,2,2012-10-23
2585281,1,2012-09-18
2585281,1,2012-09-19
2585281,1,2012-09-20
2585281,1,2012-09-21
2585281,1,2012-09-22
2585281,1,2012-09-23
2585281,1,2012-09-24
2585281,2,2012-09-18
2585281,2,2012-09-19
2585281,2,2012-09-20
2585281,2,2012-09-21
2585281,2,2012-09-22
2585281,2,2012-09-23
2585281,3,2012-09-18
2585281,3,2012-09-19
2585281,3,2012-09-20
2585281,3,2012-09-21
2585281,3,2012-09-22
2585281,3,2012-09-23
2585281,3,2012-09-24
2587099,1,2012-10-31
2587099,2,2012-10-31
2587099,2,2012-11-01
2587557,1,2012-10-20
2587557,1,2012-10-21
2587557,1,2012-10-22
2587557,1,2012-10-23
2587557,1,2012-10-24
2587557,1,2012-10-25
2587557,1,2012-10-26
2587557,2,2012-10-20
2587557,2,2012-10-21
2587557,2,2012-10-22
2587557,2,2012-10-23
2587557,2,2012-10-24
2587557,2,2012-10-25
2587557,2,2012-10-26
2588260,1,2012-09-27
2588260,1,2012-09-28
2588260,1,2012-09-29
2588260,1,2012-09-30
2588260,1,2012-10-01
2588260,1,2012-10-02
2588260,1,2012-10-03
2588260,2,2012-09-27
2588260,2,2012-09-28
2588260,2,2012-09-29
2588260,2,2012-10-01
2588260,2,2012-10-02
2588260,2,2012-10-03
2588559,1,2012-11-26
2588559,1,2012-11-27
2588559,1,2012-11-28
2588559,1,2012-11-29
2588559,1,2012-11-30
2588559,1,2012-12-02
2588559,2,2012-11-26
2588559,2,2012-11-28
2588559,2,2012-11-29
2588559,2,2012-12-01
2590023,1,2012-12-04
2590023,1,2012-12-05
2590023,1,2012-12-07
2590023,1,2012-12-08
2590023,1,2012-12-09
2590023,1,2012-12-10
2590023,2,2012-12-04
2590023,2,2012-12-05
2590023,2,2012-12-06
2590023,2,2012-12-08
2590023,2,2012-12-09
2591959,1,2012-10-02
2591959,1,2012-10-03
2591959,1,2012-10-05
2591959,1,2012-10-06
2591959,2,2012-10-02
2591959,2,2012-10-03
2591959,2,2012-10-05
2591959,2,2012-10-06
2591959,2,2012-10-08
2591964,1,2012-11-18
2591964,1,2012-11-19
2591964,1,2012-11-20
2591964,1,2012-11-21
2591964,1,2012-11-22
2591964,1,2012-11-23
2591964,1,2012-11-24
2592851,1,2012-11-26
2592851,1,2012-11-27
2592851,1,2012-11-28
2592851,1,2012-11-29
2592851,1,2012-11-30
2592851,2,2012-11-26
2592851,2,2012-11-29
2592851,2,2012-11-30
2592851,2,2012-12-01
2592851,2,2012-12-02
2593513,1,2012-12-07
2593513,1,2012-12-08
2593513,1,2012-12-09
2593513,1,2012-12-10
2593513,1,2012-12-11
2593513,1,2012-12-12
2593513,1,2012-12-13
2593513,2,2012-12-07
2593513,2,2012-12-08
2593513,2,2012-12-09
2593513,2,2012-12-10
2593513,2,2012-12-11
2593513,2,2012-12-12
2593513,2,2012-12-13
2594511,1,2012-12-07
2594511,1,2012-12-08
2594511,1,2012-12-09
2594511,1,2012-12-11
2594511,1,2012-12-12
2594511,1,2012-12-13
2594511,2,2012-12-07
2594511,2,2012-12-09
2594511,2,2012-12-10
2594511,2,2012-12-11
2594511,2,2012-12-12
2594511,2,2012-12-13
2594511,3,2012-12-07
2594511,3,2012-12-08
2594511,3,2012-12-10
2594511,3,2012-12-11
2594511,3,2012-12-12
2594511,3,2012-12-13
2595892,1,2012-11-03
2595892,1,2012-11-05
2595892,2,2012-11-03
2597840,1,2012-11-19
2598220,1,2012-11-23
2598220,1,2012-11-24
2598220,1,2012-11-26
2598220,1,2012-11-27
2598220,1,2012-11-28
2598220,1,2012-11-29
2598462,1,2012-11-21
2598462,1,2012-11-22
2598462,1,2012-11-23
2598462,1,2012-11-24
2598462,1,2012-11-25
2598462,1,2012-11-26
2598462,1,2012-11-27
2598462,2,2012-11-21
2598462,2,2012-11-23
2598462,2,2012-11-24
2598462,2,2012-11-26
2598462,2,2012-11-27
2598462,3,2012-11-22
2598462,3,2012-11-23
2598462,3,2012-11-24
2598462,3,2012-11-25
2598462,3,2012-11-26
2598462,3,2012-11-27
2598905,1,2012-11-29
2598905,1,2012-11-30
2598905,1,2012-12-01
2598905,1,2012-12-02
2598905,1,2012-12-03
2598905,1,2012-12-04
2598905,1,2012-12-05
2599500,1,2012-12-07
2599500,1,2012-12-08
2599500,1,2012-12-09
2599500,1,2012-12-10
2599500,1,2012-12-11
2599500,1,2012-12-12
2599500,1,2012-12-13
2599778,1,2012-11-20
2599778,1,2012-11-25
2599778,1,2012-11-26
2599778,2,2012-11-20
2599778,2,2012-11-21
2599778,2,2012-11-23
2599778,2,2012-11-24
2599778,2,2012-11-25
2599778,2,2012-11-26
2599778,3,2012-11-20
2600446,1,2012-11-28
2600446,1,2012-11-29
2600446,1,2012-11-30
2600446,1,2012-12-01
2600446,1,2012-12-02
2600446,1,2012-12-03
2600446,1,2012-12-04
2600446,4,2012-11-28
2600446,4,2012-11-29
2600446,4,2012-11-30
2600446,4,2012-12-03
2600446,4,2012-12-04
2602644,1,2012-11-25
2602644,1,2012-11-26
2602644,1,2012-11-27
2602644,1,2012-11-28
2603270,1,2012-09-28
2603270,1,2012-09-29
2603270,1,2012-09-30
2603270,1,2012-10-01
2603270,1,2012-10-02
2603270,1,2012-10-03
2603270,1,2012-10-04
2603270,2,2012-09-28
2603270,2,2012-09-29
2603931,1,2012-09-18
2603931,1,2012-09-19
2603931,1,2012-09-20
2603931,1,2012-09-21
2603931,1,2012-09-22
2603931,1,2012-09-23
2603931,1,2012-09-24
2604198,1,2012-11-28
2604198,1,2012-11-29
2604198,1,2012-12-01
2604198,2,2012-11-28
2604198,2,2012-11-29
2610577,2,2012-09-24
2610577,2,2012-09-26
2610577,3,2012-09-24
2610577,3,2012-09-25
2610577,3,2012-09-26
2610577,3,2012-09-27
2610577,3,2012-09-28
2610577,3,2012-09-30
2610667,1,2012-11-30
2610667,1,2012-12-03
2610667,1,2012-12-04
2610667,1,2012-12-05
2610667,1,2012-12-06
2610667,2,2012-11-30
2610667,2,2012-12-01
2610667,2,2012-12-02
2610667,2,2012-12-04
2610667,2,2012-12-05
2610667,2,2012-12-06
2611193,1,2012-10-13
2611193,1,2012-10-14
2611193,1,2012-10-15
2611193,1,2012-10-16
2611193,1,2012-10-17
2611193,1,2012-10-18
2611193,2,2012-10-13
2611193,2,2012-10-14
2611193,2,2012-10-15
2611193,2,2012-10-16
2611193,2,2012-10-18
2611500,1,2012-09-30
2611500,1,2012-10-01
2611500,1,2012-10-02
2611500,1,2012-10-03
2611500,1,2012-10-04
2611500,1,2012-10-05
2611500,1,2012-10-06
2611500,1,2012-10-07
2611500,2,2012-10-01
2611500,2,2012-10-04
2611500,2,2012-10-05
2611500,2,2012-10-06
2611500,3,2012-10-01
2611500,3,2012-10-02
2611500,3,2012-10-03
2611500,3,2012-10-04
2611500,3,2012-10-05
2611500,3,2012-10-06
2611665,1,2012-11-26
2611665,1,2012-11-27
2611665,1,2012-11-28
2611665,1,2012-11-29
2611665,1,2012-11-30
2611665,1,2012-12-01
2611665,1,2012-12-02
2612748,1,2012-10-12
2612748,1,2012-10-13
2612748,1,2012-10-14
2612748,1,2012-10-16
2612748,1,2012-10-17
2612748,1,2012-10-18
2612748,2,2012-10-12
2612748,2,2012-10-13
2612748,2,2012-10-15
2612748,2,2012-10-16
2612748,2,2012-10-17
2612748,2,2012-10-18
2612748,3,2012-10-15
2612748,3,2012-10-16
2612748,3,2012-10-17
2612748,3,2012-10-18
2613151,1,2012-11-05
2613151,1,2012-11-06
2613151,1,2012-11-07
2613151,1,2012-11-08
2613151,1,2012-11-09
2613151,1,2012-11-10
2613151,1,2012-11-11
2613620,1,2012-11-29
2613620,1,2012-11-30
2613620,1,2012-12-01
2613620,1,2012-12-03
2613620,1,2012-12-04
2613620,1,2012-12-05
2613620,2,2012-11-29
2613620,2,2012-11-30
2613620,2,2012-12-01
2613620,2,2012-12-03
2613620,2,2012-12-04
2613620,2,2012-12-05
2613648,1,2012-09-29
2614051,1,2012-09-30
2614051,1,2012-10-01
2614051,1,2012-10-02
2614051,1,2012-10-03
2614051,2,2012-09-29
2614051,2,2012-09-30
2614051,2,2012-10-01
2614051,2,2012-10-02
2614051,2,2012-10-03
2614051,2,2012-10-04
2614051,2,2012-10-05
2614051,3,2012-09-29
2614051,3,2012-10-05
2615956,1,2012-09-17
2615956,1,2012-09-18
2615956,1,2012-09-21
2615956,1,2012-09-22
2615956,1,2012-09-23
2615956,1,2012-09-24
2616224,1,2012-11-03
2616224,1,2012-11-04
2616224,1,2012-11-05
2616224,1,2012-11-06
2616224,1,2012-11-07
2616224,1,2012-11-08
2616224,1,2012-11-09
2616245,1,2012-12-20
2616245,1,2012-12-21
2616245,1,2012-12-22
2616245,1,2012-12-24
2616245,1,2012-12-25
2616245,2,2012-12-20
2616245,2,2012-12-21
2616245,2,2012-12-22
2616245,2,2012-12-23
2616245,2,2012-12-24
2616245,2,2012-12-25
2616245,2,2012-12-26
2616819,3,2012-11-27
2616819,3,2012-11-28
2616819,3,2012-11-29
2616819,3,2012-11-30
2616819,3,2012-12-01
2616819,3,2012-12-02
2616819,3,2012-12-03
2616912,1,2012-11-25
2616912,1,2012-11-26
2616912,1,2012-11-27
2616912,1,2012-11-28
2616912,1,2012-11-29
2616912,1,2012-11-30
2616912,1,2012-12-01
2621173,1,2013-01-27
2621173,1,2013-01-28
2621173,1,2013-01-29
2621173,1,2013-01-30
2621173,1,2013-01-31
2621173,1,2013-02-01
2621173,2,2013-01-27
2621173,2,2013-01-28
2621173,2,2013-01-29
2621173,2,2013-01-30
2621173,2,2013-01-31
2621173,2,2013-02-01
2624416,1,2012-09-30
2624416,1,2012-10-01
2624416,1,2012-10-02
2624416,1,2012-10-03
2624416,1,2012-10-04
2624416,1,2012-10-05
2624416,1,2012-10-06
2624416,3,2012-09-30
2624416,3,2012-10-01
2624416,3,2012-10-04
2624416,3,2012-10-05
2624416,3,2012-10-06
2626666,1,2012-10-12
2626666,1,2012-10-13
2626666,1,2012-10-14
2626666,1,2012-10-15
2626666,1,2012-10-16
2626666,1,2012-10-17
2626875,2,2012-10-01
2626875,2,2012-10-02
2626875,2,2012-10-03
2626875,2,2012-10-04
2626875,2,2012-10-05
2626875,2,2012-10-06
2627576,1,2012-10-17
2627576,1,2012-10-18
2627576,1,2012-10-19
2627576,1,2012-10-20
2627576,1,2012-10-21
2627576,1,2012-10-22
2627576,1,2012-10-23
2627576,2,2012-10-18
2627576,2,2012-10-19
2627576,2,2012-10-20
2627576,2,2012-10-22
2627576,2,2012-10-23
2627576,2,2012-10-24
2630037,1,2013-01-28
2630037,1,2013-01-29
2630037,1,2013-01-30
2630037,1,2013-01-31
2630037,2,2013-01-25
2630037,2,2013-01-26
2630037,2,2013-01-27
2630037,2,2013-01-31
2631458,4,2012-10-10
2631458,4,2012-10-11
2631458,4,2012-10-12
2631458,4,2012-10-15
2631458,4,2012-10-16
2631542,1,2012-09-29
2631542,1,2012-09-30
2631542,1,2012-10-01
2631542,1,2012-10-02
2631542,1,2012-10-03
2631542,1,2012-10-04
2631542,1,2012-10-05
2631542,2,2012-09-29
2631542,2,2012-09-30
2631542,2,2012-10-01
2631542,2,2012-10-02
2631542,2,2012-10-03
2631542,2,2012-10-04
2631542,2,2012-10-05
2633548,1,2012-11-27
2633548,1,2012-11-28
2633548,1,2012-11-29
2633548,1,2012-11-30
2633548,2,2012-11-27
2633548,2,2012-11-28
2633548,2,2012-11-29
2633548,2,2012-11-30
2634028,1,2013-01-28
2634028,1,2013-01-29
2634028,1,2013-01-30
2634028,1,2013-01-31
2634028,1,2013-02-01
2634028,1,2013-02-02
2635543,1,2012-10-05
2635543,1,2012-10-06
2635543,1,2012-10-07
2635543,1,2012-10-08
2635543,1,2012-10-09
2635543,1,2012-10-10
2635543,1,2012-10-11
2635543,2,2012-10-05
2635543,2,2012-10-06
2635543,2,2012-10-07
2635543,2,2012-10-08
2635543,2,2012-10-09
2635543,2,2012-10-10
2635543,2,2012-10-11
2636760,1,2012-11-30
2636760,1,2012-12-01
2636760,1,2012-12-02
2636760,1,2012-12-03
2636760,1,2012-12-04
2636760,1,2012-12-05
2636760,1,2012-12-06
2636760,1,2012-12-07
2637077,1,2012-12-08
2637077,1,2012-12-09
2637077,1,2012-12-10
2637077,1,2012-12-12
2637077,1,2012-12-13
2637077,1,2012-12-14
2637077,2,2012-12-08
2637077,2,2012-12-10
2637077,2,2012-12-11
2637077,2,2012-12-12
2637077,2,2012-12-13
2637077,2,2012-12-14
2640300,1,2012-10-22
2640300,1,2012-10-23
2640300,1,2012-10-24
2640300,1,2012-10-25
2640300,1,2012-10-26
2640300,1,2012-10-27
2640300,1,2012-10-28
2647572,1,2012-09-25
2647572,1,2012-09-26
2647572,1,2012-09-27
2647572,1,2012-09-28
2647572,1,2012-09-29
2647572,1,2012-09-30
2647572,1,2012-10-01
2649077,1,2012-09-19
2649077,1,2012-09-20
2649077,1,2012-09-21
2649077,1,2012-09-22
2649077,1,2012-09-23
2649077,1,2012-09-24
2649077,1,2012-09-25
2649077,2,2012-09-19
2649077,2,2012-09-20
2649077,2,2012-09-21
2649077,2,2012-09-24
2649077,2,2012-09-25
2649077,4,2012-09-23
2649623,1,2012-10-02
2649623,1,2012-10-03
2649623,1,2012-10-04
2649623,1,2012-10-06
2649623,1,2012-10-07
2649623,1,2012-10-08
2655507,1,2012-10-03
2655507,1,2012-10-04
2655507,1,2012-10-05
2655507,1,2012-10-06
2655507,1,2012-10-07
2655507,1,2012-10-08
2655507,1,2012-10-09
2655507,1,2012-10-10
2655507,2,2012-10-03
2655507,2,2012-10-04
2655507,2,2012-10-05
2655507,2,2012-10-06
2655507,2,2012-10-07
2655507,2,2012-10-08
2655507,2,2012-10-09
2658273,1,2012-10-23
2658273,2,2012-10-23
2659800,2,2012-11-16
2659800,2,2012-11-18
2659800,2,2012-11-19
2661733,1,2012-09-26
2661733,1,2012-09-27
2661733,1,2012-09-28
2661733,1,2012-09-29
2661733,2,2012-09-27
2661733,2,2012-09-28
2661733,2,2012-09-29
2661733,2,2012-09-30
2661733,2,2012-10-01
2661733,2,2012-10-02
2662739,1,2012-11-23
2662739,1,2012-11-24
2662739,1,2012-11-25
2662739,1,2012-11-26
2662739,1,2012-11-28
2662739,1,2012-11-29
2662739,2,2012-11-23
2662739,2,2012-11-24
2662739,2,2012-11-25
2662739,2,2012-11-26
2662739,2,2012-11-27
2662739,2,2012-11-28
2662739,2,2012-11-29
2664220,1,2012-11-29
2664220,1,2012-12-01
2664220,1,2012-12-02
2664220,1,2012-12-04
2664220,1,2012-12-05
2664482,1,2012-10-13
2664482,1,2012-10-14
2664482,1,2012-10-15
2664482,1,2012-10-16
2664482,1,2012-10-17
2664482,1,2012-10-18
2664482,1,2012-10-19
2665141,1,2012-12-01
2665141,1,2012-12-02
2665141,1,2012-12-03
2665141,1,2012-12-04
2665141,1,2012-12-05
2665141,1,2012-12-06
2665141,2,2012-11-30
2665141,2,2012-12-03
2665141,2,2012-12-04
2665141,2,2012-12-05
2665141,2,2012-12-06
2666303,1,2012-11-29
2666303,1,2012-11-30
2666303,1,2012-12-01
2666303,1,2012-12-02
2666303,1,2012-12-03
2666303,1,2012-12-04
2666303,1,2012-12-05
2666303,2,2012-11-29
2666303,2,2012-11-30
2666303,2,2012-12-01
2666303,2,2012-12-03
2666303,2,2012-12-04
2666303,2,2012-12-05
2677070,1,2012-12-18
2677070,1,2012-12-19
2677070,1,2012-12-20
2677070,1,2012-12-21
2677070,1,2012-12-22
2677070,1,2012-12-23
2677070,1,2012-12-24
2694134,1,2012-12-31
2694134,1,2013-01-01
2694134,1,2013-01-02
2694134,1,2013-01-03
2694134,1,2013-01-04
2694134,1,2013-01-05
2694134,2,2012-12-31
2694134,2,2013-01-02
2694134,2,2013-01-03
2694134,2,2013-01-04
2694134,2,2013-01-05
2704358,1,2012-12-17
2704358,1,2012-12-18
2704358,1,2012-12-19
2704358,1,2012-12-20
2704358,1,2012-12-21
2704358,1,2012-12-22
2704358,2,2012-12-17
2704358,2,2012-12-18
2704358,2,2012-12-19
2704358,2,2012-12-21
2704358,2,2012-12-22
2704358,2,2012-12-23
2727759,1,2012-12-01
2727759,1,2012-12-02
2727759,1,2012-12-03
2727759,1,2012-12-04
2727759,1,2012-12-05
2727759,2,2012-12-01
2727759,2,2012-12-02
2727759,2,2012-12-03
2727759,2,2012-12-04
2727759,2,2012-12-05
2727759,2,2012-12-06
2727759,2,2012-12-07
2727759,3,2012-12-03
2727759,3,2012-12-04
2727759,3,2012-12-06
2733679,1,2012-12-19
2733679,1,2012-12-20
2733679,1,2012-12-21
2733679,1,2012-12-22
2733679,1,2012-12-24
2733679,1,2012-12-25
2733679,2,2012-12-19
2733679,2,2012-12-21
2733679,2,2012-12-22
2734252,1,2012-12-24
2734252,1,2012-12-25
2734252,1,2012-12-27
2743817,1,2012-12-18
2743817,1,2012-12-19
2743817,1,2012-12-20
2743817,1,2012-12-21
2743817,1,2012-12-22
2743817,2,2012-12-16
2743817,2,2012-12-17
2743817,2,2012-12-18
2743817,2,2012-12-19
2743817,2,2012-12-20
2743817,2,2012-12-21
2743817,2,2012-12-22
2743817,3,2012-12-16
2743817,3,2012-12-17
2743817,3,2012-12-18
2743817,3,2012-12-19
2743817,3,2012-12-20
2743817,3,2012-12-21
2743817,3,2012-12-22
2755140,1,2012-12-10
2755140,1,2012-12-11
2755140,1,2012-12-13
2755140,1,2012-12-14
2755140,1,2012-12-15
2755140,1,2012-12-16
2755204,1,2012-12-10
2755204,1,2012-12-11
2755204,1,2012-12-12
2755204,1,2012-12-13
2755204,1,2012-12-14
2755204,2,2012-12-08
2755204,2,2012-12-09
2755204,2,2012-12-10
2755204,2,2012-12-11
2755204,2,2012-12-12
2755204,2,2012-12-13
2755204,2,2012-12-14
2755204,3,2012-12-09
2755204,3,2012-12-10
2755204,3,2012-12-11
2755204,3,2012-12-12
2755204,3,2012-12-13
2755204,3,2012-12-14
2768646,1,2013-02-02
2768646,1,2013-02-03
2768646,1,2013-02-04
2772929,1,2013-01-29
2772929,1,2013-01-30
2772929,1,2013-01-31
2772929,1,2013-02-01
2772929,1,2013-02-02
2772929,1,2013-02-03
2772929,1,2013-02-04
2775370,1,2013-01-03
2775370,1,2013-01-04
2775370,1,2013-01-05
2775370,1,2013-01-06
2775370,1,2013-01-07
2775370,1,2013-01-08
2775370,2,2013-01-03
2775370,2,2013-01-05
2775370,2,2013-01-07
2775370,2,2013-01-08
2779901,1,2013-01-24
2779901,1,2013-01-25
2779901,1,2013-01-26
2779901,1,2013-01-27
2779901,1,2013-01-28
2779901,1,2013-01-29
2779901,1,2013-01-30
2779901,2,2013-01-24
2779901,2,2013-01-25
2779901,2,2013-01-26
2779901,2,2013-01-27
2779901,2,2013-01-28
2779901,2,2013-01-29
2779901,2,2013-01-30
2786849,1,2012-12-16
2786849,1,2012-12-17
2786849,1,2012-12-18
2786849,1,2012-12-19
2786849,1,2012-12-20
2786849,1,2012-12-21
2786849,1,2012-12-22
2804752,1,2013-01-07
2804752,1,2013-01-08
2804752,1,2013-01-09
2804752,1,2013-01-10
2804752,1,2013-01-11
2804752,1,2013-01-12
2804752,1,2013-01-13
2804752,2,2013-01-07
2804752,2,2013-01-08
2804752,2,2013-01-09
2804752,2,2013-01-10
2804752,2,2013-01-11
2804752,2,2013-01-12
2804752,2,2013-01-13
2804752,3,2013-01-07
2804752,3,2013-01-08
2804752,3,2013-01-09
2804752,3,2013-01-10
2804752,3,2013-01-12
2807576,1,2012-12-21
2807576,1,2012-12-23
2807576,1,2012-12-24
2813039,1,2012-12-19
2813039,1,2012-12-20
2813039,1,2012-12-21
