timestamp,cycle_sec,timestep,speed_mph,accel_meters_ps
2012-07-19 04:45:58,0,81215,0.0,0.0
2012-07-19 04:45:59,1,1,4.1904389881,4.1904389881
2012-07-19 04:46:00,2,1,7.63201264881,3.44157366071
2012-07-19 04:46:01,3,1,11.5400483631,3.90803571429
2012-07-19 04:46:02,4,1,15.5072916667,3.96724330357
2012-07-19 04:46:03,5,1,19.4327752976,3.92548363095
2012-07-19 04:46:04,6,1,23.3537295387,3.92095424107
2012-07-19 04:46:05,7,1,27.2976934524,3.94396391369
2012-07-19 04:46:06,8,1,31.1938988095,3.89620535714
2012-07-19 04:46:07,9,1,34.8519345238,3.65803571429
2012-07-19 04:46:08,10,1,38.0052920387,3.15335751488
2012-07-19 04:46:09,11,1,40.3929501488,2.38765811012
2012-07-19 04:46:10,12,1,41.8573939732,1.4644438244
2012-07-19 04:46:11,13,1,42.3919456845,0.534551711309
2012-07-19 04:46:12,14,1,42.0697916667,-0.322154017857
2012-07-19 04:46:13,15,1,40.9486607143,-1.12113095238
2012-07-19 04:46:14,16,1,39.1119791667,-1.83668154762
2012-07-19 04:46:15,17,1,36.8283482143,-2.28363095238
2012-07-19 04:46:16,18,1,34.6345982143,-2.19375
2012-07-19 04:46:17,19,1,33.1816220238,-1.45297619048
2012-07-19 04:46:18,20,1,32.9057291667,-0.275892857143
2012-07-19 04:46:19,21,1,33.7989583333,0.893229166667
2012-07-19 04:46:20,22,1,35.4897321429,1.69077380952
2012-07-19 04:46:21,23,1,37.5328125,2.04308035714
2012-07-19 04:46:22,24,1,39.620014881,2.08720238095
2012-07-19 04:46:23,25,1,41.5877380952,1.96772321429
2012-07-19 04:46:24,26,1,43.3307886905,1.74305059524
2012-07-19 04:46:25,27,1,44.7275297619,1.39674107143
2012-07-19 04:46:26,28,1,45.598764881,0.871235119048
2012-07-19 04:46:27,29,1,45.7360863095,0.137321428571
2012-07-19 04:46:28,30,1,45.0128125,-0.723273809524
2012-07-19 04:46:29,31,1,43.4938095238,-1.51900297619
2012-07-19 04:46:30,32,1,41.3951339286,-2.09867559524
2012-07-19 04:46:31,33,1,38.8520386905,-2.5430952381
2012-07-19 04:46:32,34,1,35.7518005952,-3.10023809524
2012-07-19 04:46:33,35,1,31.8607291667,-3.89107142857
2012-07-19 04:46:34,36,1,27.0570386905,-4.80369047619
2012-07-19 04:46:35,37,1,21.4911160714,-5.56592261905
2012-07-19 04:46:36,38,1,15.7011011905,-5.79001488095
2012-07-19 04:46:37,39,1,10.5127380952,-5.18836309524
2012-07-19 04:46:38,40,1,6.65864583333,-3.8540922619
2012-07-19 04:46:39,41,1,4.43412202381,-2.22452380952
2012-07-19 04:46:40,42,1,3.63907738095,-0.795044642857
2012-07-19 04:46:41,43,1,3.89209821429,0.253020833333
2012-07-19 04:46:42,44,1,5.11230654762,1.22020833333
2012-07-19 04:46:43,45,1,7.5718452381,2.45953869048
2012-07-19 04:46:44,46,1,11.3861607143,3.81431547619
2012-07-19 04:46:45,47,1,16.1139285714,4.72776785714
2012-07-19 04:46:46,48,1,20.9751488095,4.8612202381
2012-07-19 04:46:47,49,1,25.4126785714,4.4375297619
2012-07-19 04:46:48,50,1,29.3841220238,3.97144345238
2012-07-19 04:46:49,51,1,33.166889881,3.78276785714
2012-07-19 04:46:50,52,1,36.9642857143,3.79739583333
2012-07-19 04:46:51,53,1,40.6849702381,3.72068452381
2012-07-19 04:46:52,54,1,44.054389881,3.36941964286
2012-07-19 04:46:53,55,1,46.8694196429,2.8150297619
2012-07-19 04:46:54,56,1,49.1095238095,2.24010416667
2012-07-19 04:46:55,57,1,50.9145833333,1.80505952381
2012-07-19 04:46:56,58,1,52.5254464286,1.61086309524
2012-07-19 04:46:57,59,1,54.1645089286,1.6390625
2012-07-19 04:46:58,60,1,55.9270089286,1.7625
2012-07-19 04:46:59,61,1,57.7802827381,1.85327380952
2012-07-19 04:47:00,62,1,59.6270089286,1.84672619048
2012-07-19 04:47:01,63,1,61.3679315476,1.74092261905
2012-07-19 04:47:02,64,1,62.948139881,1.58020833333
2012-07-19 04:47:03,65,1,64.3678571429,1.4197172619
2012-07-19 04:47:04,66,1,65.6538690476,1.28601190476
2012-07-19 04:47:05,67,1,66.8316220238,1.17775297619
2012-07-19 04:47:06,68,1,67.9239583333,1.09233630952
2012-07-19 04:47:07,69,1,68.9473214286,1.02336309524
2012-07-19 04:47:08,70,1,69.8927827381,0.945461309524
2012-07-19 04:47:09,71,1,70.7295386905,0.836755952381
2012-07-19 04:47:10,72,1,71.4396577381,0.710119047619
2012-07-19 04:47:11,73,1,72.0376488095,0.597991071429
2012-07-19 04:47:12,74,1,72.5494791667,0.511830357143
2012-07-19 04:47:13,75,1,72.9891369048,0.439657738095
2012-07-19 04:47:14,76,1,73.3646577381,0.375520833333
2012-07-19 04:47:15,77,1,73.689360119,0.324702380952
2012-07-19 04:47:16,78,1,73.9804315476,0.291071428571
2012-07-19 04:47:17,79,1,74.2513392857,0.270907738095
2012-07-19 04:47:18,80,1,74.4996279762,0.248288690476
2012-07-19 04:47:19,81,1,74.7098214286,0.210193452381
2012-07-19 04:47:20,82,1,74.8763392857,0.166517857143
2012-07-19 04:47:21,83,1,75.0110863095,0.13474702381
2012-07-19 04:47:22,84,1,75.1301339286,0.119047619048
2012-07-19 04:47:23,85,1,75.2415922619,0.111458333333
2012-07-19 04:47:24,86,1,75.3416666667,0.100074404762
2012-07-19 04:47:25,87,1,75.4245535714,0.0828869047619
2012-07-19 04:47:26,88,1,75.4956845238,0.0711309523809
2012-07-19 04:47:27,89,1,75.5641369048,0.0684523809524
2012-07-19 04:47:28,90,1,75.6241815476,0.0600446428571
2012-07-19 04:47:29,91,1,75.6540178571,0.0298363095238
2012-07-19 04:47:30,92,1,75.636235119,-0.0177827380952
2012-07-19 04:47:31,93,1,75.5848214286,-0.0514136904762
2012-07-19 04:47:32,94,1,75.5523065476,-0.0325148809523
2012-07-19 04:47:33,95,1,75.5979166667,0.0456101190476
2012-07-19 04:47:34,96,1,75.7367559524,0.138839285714
2012-07-19 04:47:35,97,1,75.9159970238,0.179241071428
2012-07-19 04:47:36,98,1,76.0452380952,0.129241071429
2012-07-19 04:47:37,99,1,76.0645833333,0.0193452380952
2012-07-19 04:47:38,100,1,75.9974702381,-0.0671130952381
2012-07-19 04:47:39,101,1,75.9428571429,-0.0546130952381
2012-07-19 04:47:40,102,1,76.0102678571,0.0674107142858
2012-07-19 04:47:41,103,1,76.2432291667,0.232961309524
2012-07-19 04:47:42,104,1,76.5892113095,0.345982142857
2012-07-19 04:47:43,105,1,76.94375,0.354538690476
2012-07-19 04:47:44,106,1,77.2271577381,0.283407738095
2012-07-19 04:47:45,107,1,77.4188988095,0.191741071429
2012-07-19 04:47:46,108,1,77.5276785714,0.108779761905
2012-07-19 04:47:47,109,1,77.5498511905,0.0221726190476
2012-07-19 04:47:48,110,1,77.4600446429,-0.0898065476191
2012-07-19 04:47:49,111,1,77.2507440476,-0.209300595238
2012-07-19 04:47:50,112,1,77.0459077381,-0.204836309524
2012-07-19 04:47:51,113,1,77.1178571429,0.0719494047619
2012-07-19 04:47:52,114,1,77.5973958333,0.479538690476
2012-07-19 04:47:53,115,1,78.2388392857,0.641443452381
2012-07-19 04:47:54,116,1,78.6459821429,0.407142857143
2012-07-19 04:47:55,117,1,78.6223214286,-0.0236607142858
2012-07-19 04:47:56,118,1,78.2896577381,-0.332663690476
2012-07-19 04:47:57,119,1,77.9792410714,-0.310416666667
2012-07-19 04:47:58,120,1,77.9145833333,-0.0646577380953
2012-07-19 04:47:59,121,1,78.0203869048,0.105803571429
2012-07-19 04:48:00,122,1,78.1297619048,0.109375
2012-07-19 04:48:01,123,1,78.2003720238,0.0706101190476
2012-07-19 04:48:02,124,1,78.2657738095,0.0654017857143
2012-07-19 04:48:03,125,1,78.35,0.0842261904762
2012-07-19 04:48:04,126,1,78.4658482143,0.115848214286
2012-07-19 04:48:05,127,1,78.6200892857,0.154241071429
2012-07-19 04:48:06,128,1,78.8055059524,0.185416666667
2012-07-19 04:48:07,129,1,79.0066220238,0.201116071429
2012-07-19 04:48:08,130,1,79.2177083333,0.211086309524
2012-07-19 04:48:09,131,1,79.446577381,0.228869047619
2012-07-19 04:48:10,132,1,79.7030505952,0.256473214286
2012-07-19 04:48:11,133,1,79.9910714286,0.288020833333
2012-07-19 04:48:12,134,1,80.3079613095,0.316889880952
2012-07-19 04:48:13,135,1,80.6508928571,0.342931547619
2012-07-19 04:48:14,136,1,81.0248511905,0.373958333333
2012-07-19 04:48:15,137,1,81.4316220238,0.406770833333
2012-07-19 04:48:16,138,1,81.8364583333,0.404836309524
2012-07-19 04:48:17,139,1,82.1439732143,0.307514880952
2012-07-19 04:48:18,140,1,82.2275297619,0.0835565476191
2012-07-19 04:48:19,141,1,82.0167410714,-0.210788690476
2012-07-19 04:48:20,142,1,81.5722470238,-0.444494047619
2012-07-19 04:48:21,143,1,81.0669642857,-0.505282738095
2012-07-19 04:48:22,144,1,80.6802083333,-0.386755952381
2012-07-19 04:48:23,145,1,80.4926339286,-0.187574404762
